scenario,policy,metric,n,policy_seed_count,workload_seed_count,mean,std,ci95_low,ci95_high,ci_method
fault_links,delay_only,delivery_ratio,30,1,30,0.18107638888888894,0.02557715508941664,0.171875,0.18993055555555555,hierarchical_bootstrap_5000
fault_links,delay_only,drop_rate,30,1,30,0.24531250000000002,0.03606753813655433,0.23281250000000003,0.2578168402777778,hierarchical_bootstrap_5000
fault_links,delay_only,throughput_packets_per_slot,30,1,30,1.1588888888888889,0.1636937925722665,1.1000000000000003,1.2133333333333334,hierarchical_bootstrap_5000
fault_links,delay_only,average_delay_slots,30,1,30,9.652704678804717,1.0997409571080263,9.25682265687866,10.024799301285588,hierarchical_bootstrap_5000
fault_links,delay_only,p95_delay_slots,30,1,30,20.994999999999997,2.595365564577195,20.06995833333333,21.903333333333325,hierarchical_bootstrap_5000
fault_links,delay_only,mean_queue_packets,30,1,30,2.9762962962962964,0.12052214373000039,2.9349074074074077,3.0198148148148154,hierarchical_bootstrap_5000
fault_links,delay_only,routing_switches,30,1,30,177.46666666666667,17.415279326585278,171.5,183.56666666666666,hierarchical_bootstrap_5000
fault_links,delay_only,episode_reward,30,1,30,-15.37683962648707,1.6564755592766192,-15.947643398799425,-14.798811088415894,hierarchical_bootstrap_5000
fault_links,delay_only,global_delay_cost,30,1,30,0.307176432216688,0.02975616940178977,0.29638062764096634,0.3169625735551173,hierarchical_bootstrap_5000
fault_links,delay_only,global_queue_cost,30,1,30,0.06916872427983539,0.002751733700728651,0.06823456790123457,0.07018009259259259,hierarchical_bootstrap_5000
fault_links,delay_only,global_load_imbalance,30,1,30,0.6380631377257793,0.010126758109569594,0.6345307736219704,0.6416056608848467,hierarchical_bootstrap_5000
fault_links,delay_only,global_switch_cost,30,1,30,0.2685148036488953,0.024891275720469157,0.2598651428102825,0.2773554954575768,hierarchical_bootstrap_5000
fault_links,delay_only,global_throughput_reward,30,1,30,0.055366059458282504,0.008054295424292453,0.05244811074565669,0.05809243410559368,hierarchical_bootstrap_5000
fault_links,delay_only,global_control_overhead_ratio,30,1,30,0.041096279018951375,0.0007173448611841105,0.040857189292280646,0.041354755280414955,hierarchical_bootstrap_5000
fault_links,delay_only,global_drop_cost,30,1,30,0.06958156287732947,0.010849813955350793,0.06585371493071722,0.0734370140395455,hierarchical_bootstrap_5000
fault_links,full_heuristic,delivery_ratio,30,1,30,0.36979166666666663,0.040735830987537386,0.3552083333333334,0.38368055555555547,hierarchical_bootstrap_5000
fault_links,full_heuristic,drop_rate,30,1,30,0.1501736111111111,0.028758540467561867,0.14027777777777778,0.16024305555555557,hierarchical_bootstrap_5000
fault_links,full_heuristic,throughput_packets_per_slot,30,1,30,2.366666666666667,0.26070931832023925,2.274444444444445,2.4578055555555554,hierarchical_bootstrap_5000
fault_links,full_heuristic,average_delay_slots,30,1,30,8.542232571984416,0.6069444135687483,8.328572734761085,8.750586820763075,hierarchical_bootstrap_5000
fault_links,full_heuristic,p95_delay_slots,30,1,30,18.214999999999993,1.4851071016759285,17.665,18.736749999999997,hierarchical_bootstrap_5000
fault_links,full_heuristic,mean_queue_packets,30,1,30,2.3866666666666663,0.12066151301766535,2.3432395833333337,2.4286180555555554,hierarchical_bootstrap_5000
fault_links,full_heuristic,routing_switches,30,1,30,143.1,21.228396726700932,135.86666666666667,150.5,hierarchical_bootstrap_5000
fault_links,full_heuristic,episode_reward,30,1,30,-8.156279640538902,1.6896856428801061,-8.742520466343379,-7.568000351057207,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_delay_cost,30,1,30,0.27230592838803264,0.019023139465295207,0.2655519160124177,0.27887828397037123,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_queue_cost,30,1,30,0.05551131687242798,0.002808632424037639,0.05453289609053498,0.0565011316872428,hierarchical_bootstrap_5000
