group,ratio_mean,ratio_ci95_low,ratio_ci95_high,n_paired
fr0.00,1.0111773022744264,0.9949491081883869,1.0281253774154586,15
fr0.04,1.008694001816384,0.991996762544574,1.0266075019074603,15
fr0.08,1.0095429349261933,0.9931290677855094,1.0268170515073365,15
fr0.12,1.0283802981144274,1.009635067783094,1.0496774343265571,15
fr0.16,1.0359237227443678,1.0095206504064498,1.0643532509157507,15
fr0.20,1.0412663005894887,1.0116948363513356,1.0740971989001302,15
