packet_id,delivered,delay_ms
1,0,-1
2,1,1716.89
3,1,1712.89
4,0,-1
5,1,1017.33
6,1,345.778
7,0,-1
8,1,2026.67
9,1,683.556
10,1,1029.33
11,1,1696.89
12,1,4033.33
13,1,2018.67
14,1,345.778
15,1,2364.44
16,1,2352.44
17,1,1684.89
18,0,-1
19,1,4772.67
20,1,1033.33
21,0,-1
22,1,2448.22
23,0,-1
24,1,2436.22
25,1,863.111
26,1,1033.33
27,0,-1
28,0,-1
29,1,851.111
30,0,-1
31,1,3938.89
32,1,687.556
33,1,1033.33
34,1,2054.67
35,0,-1
36,1,2270
37,0,-1
38,0,-1
39,0,-1
40,1,345.778
41,1,4356.44
42,1,2365.78
43,1,3450.89
44,1,1782
45,1,1175.56
46,0,-1
47,1,3113.11
48,1,780.667
49,1,5223.56
50,1,687.556
51,1,1029.33
52,1,2199.56
53,1,1200.89
54,1,1186.22
55,0,-1
56,0,-1
57,0,-1
58,1,4607.78
59,1,5609.11
60,0,-1
61,1,4024
62,0,-1
63,1,4691.56
64,0,-1
65,1,2367.11
66,0,-1
67,0,-1
68,0,-1
69,0,-1
70,0,-1
71,0,-1
72,0,-1
73,0,-1
74,0,-1
75,0,-1
76,1,1712.89
77,1,1375.11
78,1,2530.67
79,0,-1
80,0,-1
81,1,1117.11
82,1,687.556
83,1,2284.67
84,0,-1
85,0,-1
86,0,-1
87,1,1892.44
88,0,-1
89,0,-1
90,0,-1
91,0,-1
92,0,-1
93,0,-1
94,0,-1
95,0,-1
96,1,341.778
97,1,1868.44
98,0,-1
99,1,1804.67
100,0,-1
101,0,-1
102,0,-1
103,0,-1
104,0,-1
105,0,-1
106,0,-1
107,1,1952.22
108,0,-1
109,0,-1
110,0,-1
111,0,-1
112,0,-1
113,0,-1
114,0,-1
115,1,1774
116,0,-1
117,0,-1
119,0,-1
120,0,-1
121,1,687.556
122,0,-1
123,0,-1
124,0,-1
125,1,345.778
126,1,1033.33
127,0,-1
128,0,-1
130,0,-1
131,0,-1
132,0,-1
133,0,-1
134,0,-1
135,0,-1
136,0,-1
137,0,-1
138,1,1036
139,0,-1
140,1,388.444
141,0,-1
142,0,-1
143,0,-1
144,0,-1
145,0,-1
146,0,-1
148,0,-1
149,0,-1
150,1,869.778
151,0,-1
152,0,-1
154,0,-1
155,0,-1
156,0,-1
157,0,-1
158,0,-1
159,0,-1
161,0,-1
162,0,-1
163,0,-1
165,1,453.556
166,0,-1
167,0,-1
170,0,-1
171,1,345.778
172,0,-1
173,1,537.333
174,0,-1
175,0,-1
180,0,-1
184,0,-1
1000001,1,1926.89
1000002,1,687.556
1000003,1,345.778
1000004,1,687.556
1000005,0,-1
1000006,1,1021.33
1000007,1,1021.33
1000008,1,683.556
1000009,1,1355.11
1000010,1,683.556
1000011,1,925.556
1000012,0,-1
1000013,0,-1
1000014,1,345.778
1000015,1,1029.33
1000016,1,2022.67
1000017,1,1688.89
1000018,1,1704.89
1000019,1,2106.44
1000020,1,2279.33
1000021,1,1113.11
1000022,1,1009.33
1000023,0,-1
1000024,1,1863.11
1000025,1,851.111
1000026,0,-1
1000027,1,1029.33
1000028,1,3030.67
1000029,1,1695.56
1000030,1,341.778
1000031,1,2286
1000032,1,4622.44
1000033,0,-1
1000034,1,1292.67
1000035,1,1188.89
1000036,1,1510.67
1000037,1,1375.11
1000038,0,-1
1000039,1,1022.67
1000040,1,1029.33
1000041,1,2196.89
1000042,1,3198.22
1000043,1,1782
1000044,0,-1
1000045,1,1794
1000046,1,1458.89
1000047,1,780.667
1000048,0,-1
1000049,1,341.778
1000050,1,1857.78
1000051,0,-1
1000052,0,-1
1000053,1,425.556
1000054,1,1867.11
1000055,0,-1
1000056,1,614.444
1000057,1,2639.78
1000058,1,1698.22
1000059,1,948.222
1000060,1,1953.56
1000061,1,718.222
1000062,1,4040
1000063,1,1033.33
1000064,1,1702.22
1000065,1,4707.56
1000066,0,-1
1000067,1,1115.78
1000068,1,613.111
1000069,1,5458.89
1000070,1,1029.33
1000071,1,792.667
1000072,1,1783.33
1000073,0,-1
1000074,1,1199.56
1000075,0,-1
1000076,1,1033.33
1000077,1,2032
1000078,0,-1
1000079,1,1954.89
1000080,1,626.444
1000081,1,1629.11
1000082,0,-1
1000083,0,-1
1000084,1,1627.78
1000085,0,-1
1000086,1,1712.89
1000087,1,710.222
1000088,1,369.778
1000089,1,864.444
1000090,0,-1
1000091,0,-1
1000092,1,5460.22
1000093,1,341.778
1000094,1,1795.33
1000095,1,3457.56
1000096,1,1121.11
1000097,0,-1
1000098,1,1365.78
1000099,1,2097.11
1000100,1,1538.67
1000101,0,-1
1000102,0,-1
1000103,1,2117.11
1000104,1,1271.33
1000105,1,1033.33
1000106,1,1179.56
1000107,0,-1
1000108,1,2848.44
1000109,1,1617.11
1000110,1,683.556
1000111,1,341.778
1000112,1,711.556
1000113,1,3266
1000114,1,2373.78
1000115,0,-1
1000116,0,-1
1000117,1,345.778
1000118,1,1375.11
1000119,1,1462.89
1000120,1,3125.11
1000121,0,-1
1000122,1,879.111
1000123,0,-1
1000124,1,2432.22
1000125,0,-1
1000126,1,2541.33
1000127,0,-1
1000128,1,3292.67
1000129,1,783.333
1000130,1,1784.67
1000131,1,513.333
1000132,1,345.778
1000133,1,2202.22
1000134,1,2715.56
1000135,0,-1
1000136,0,-1
1000137,1,1046.67
1000138,0,-1
1000139,0,-1
1000140,0,-1
1000141,1,1130.44
1000142,1,704.889
1000143,0,-1
1000144,0,-1
1000145,0,-1
1000146,1,2369.78
1000147,0,-1
1000148,1,764.667
1000149,0,-1
1000151,0,-1
1000152,0,-1
1000153,0,-1
1000154,1,1298
1000155,0,-1
1000156,0,-1
1000157,0,-1
1000158,0,-1
1000159,0,-1
1000160,0,-1
1000161,1,868.444
1000162,0,-1
1000163,1,1799.33
1000164,0,-1
1000165,0,-1
1000167,0,-1
1000168,1,1477.56
1000169,0,-1
1000171,0,-1
1000172,0,-1
1000173,0,-1
1000174,0,-1
1000176,0,-1
1000177,0,-1
1000178,0,-1
1000180,0,-1
1000181,1,345.778
1000184,0,-1
2000001,1,345.778
2000002,1,703.556
2000003,1,1216.89
2000004,1,1544
2000005,0,-1
2000006,1,341.778
2000007,1,683.556
2000009,1,1037.33
2000011,1,2211.56
2000012,0,-1
2000013,1,4202.22
2000014,1,883.111
2000016,1,1708.89
2000017,1,341.778
2000018,1,2885.78
2000019,1,683.556
2000020,1,1627.78
2000021,1,1968.22
2000023,1,2969.56
2000024,1,3296.67
2000026,0,-1
2000027,1,4703.56
2000029,1,341.778
2000030,1,1029.33
2000031,1,1446.89
2000032,1,1033.33
2000033,1,2448.22
2000034,1,1800.67
2000035,1,2462.89
2000036,0,-1
2000037,0,-1
2000038,1,884.444
2000039,1,929.556
2000041,1,4549.33
2000042,1,1545.33
