schema_version,study_name,evaluation_role,spec_sha256,training_freeze_sha256,method,replicate_kind,environment_variant,source_model_sha256,decision_forced_switch_cost,scenario,policy,policy_seed,workload_seed,generated,delivered,dropped,backlog,delivery_ratio,drop_rate,throughput_packets_per_slot,average_delay_slots,p95_delay_slots,mean_queue_packets,max_queue_packets,routing_switches,episode_reward,global_delay_cost,global_queue_cost,global_load_imbalance,global_switch_cost,global_throughput_reward,global_control_overhead_ratio,global_drop_cost,class_0_delivery_ratio,class_1_delivery_ratio,class_2_delivery_ratio,avoidable_routing_switches,forced_routing_switches,switch_opportunities,avoidable_switch_rate,decision_avoidable_switches,decision_switch_opportunities,decision_forced_switches,decision_avoidable_switch_rate
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77011,192,153,0,39,0.796875,0.0,5.1,5.745098039215686,9.0,1.2055555555555555,10,49,11.705518058302834,0.20169918914530927,0.027623456790123457,0.6916122012712776,0.0,0.3443862374009434,0.0562936482058964,0.0,0.7717391304347826,0.8088235294117647,0.84375,47,2,219,0.2146118721461187,47,219,2,0.2146118721461187
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77012,192,149,0,43,0.7760416666666666,0.0,4.966666666666667,5.778523489932886,10.0,1.2138888888888888,11,66,11.171048625032405,0.20982320311601468,0.0279320987654321,0.7068819808355606,0.0,0.34048411283705415,0.05742857961111462,0.0,0.7444444444444445,0.7692307692307693,0.84,65,1,248,0.2620967741935484,65,248,1,0.2620967741935484
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77013,192,157,0,35,0.8177083333333334,0.0,5.233333333333333,5.522292993630574,11.0,1.1680555555555556,9,38,13.867562467522204,0.17627043655498906,0.026666666666666665,0.704446432177626,0.0,0.3680805500542343,0.05860604751643403,0.0,0.8383838383838383,0.7142857142857143,0.8863636363636364,35,3,199,0.17587939698492464,35,199,3,0.17587939698492464
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77014,192,140,2,50,0.7291666666666666,0.010416666666666666,4.666666666666667,6.3,11.0,1.3736111111111111,12,69,9.81079656969354,0.20509388999601855,0.03169753086419753,0.7112325928043941,0.0,0.32231702937585294,0.057759222043615006,0.005128205128205128,0.7628865979381443,0.6727272727272727,0.725,67,2,224,0.29910714285714285,67,224,2,0.29910714285714285
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77015,192,156,0,36,0.8125,0.0,5.2,5.666666666666667,11.0,1.1777777777777778,9,47,12.851020261150564,0.1928589939094413,0.026913580246913576,0.7052516582893978,0.0,0.359515582456759,0.05748798939253742,0.0,0.7888888888888889,0.7719298245614035,0.9111111111111111,47,0,219,0.2146118721461187,47,219,0,0.2146118721461187
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77016,192,162,0,30,0.84375,0.0,5.4,5.290123456790123,9.0,1.0944444444444446,8,42,14.598121811746855,0.18365204544580724,0.02487654320987654,0.7100008964751613,0.0,0.38352345639110347,0.05889482729420574,0.0,0.8494623655913979,0.8253968253968254,0.8611111111111112,41,1,202,0.20297029702970298,41,202,1,0.20297029702970298
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77017,192,155,1,36,0.8072916666666666,0.005208333333333333,5.166666666666667,5.290322580645161,9.299999999999983,1.1319444444444444,10,56,12.315400015507336,0.18704435359970717,0.02589506172839506,0.6884257805916573,0.0,0.3484633041250689,0.056436266916375356,0.0020833333333333333,0.7777777777777778,0.8103448275862069,0.8636363636363636,53,3,207,0.2560386473429952,53,207,3,0.2560386473429952
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77018,192,159,0,33,0.828125,0.0,5.3,5.144654088050315,9.0,1.0722222222222222,8,68,12.690218975342095,0.185876515936827,0.02447530864197531,0.692451278790124,0.0,0.35163931112460534,0.05569432341720903,0.0,0.8235294117647058,0.8448275862068966,0.8125,63,5,223,0.2825112107623318,63,223,5,0.2825112107623318
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77019,192,150,0,42,0.78125,0.0,5.0,5.866666666666666,10.0,1.2347222222222223,10,65,11.288434748188108,0.2040237345068688,0.02836419753086419,0.6977334190903598,0.0,0.33924312887548186,0.057166650374306606,0.0,0.7789473684210526,0.8032786885245902,0.75,64,1,217,0.29493087557603687,64,217,1,0.29493087557603687
1,ICC-AVOIDABLE-SWITCH-CLASSICAL-BASELINES-FORMAL-v1,classical_independent_gate_descriptive,80c657cb44bdb7ed3ba89fee0e67335da2f7a22236d9ae429265b8f0a7fc03c3,df7cf104d30360df898ef8239b64789c16e0baa9e87c78c52c08a676ecb62eba,q_routing,independently_trained_model,qos_only,f4bbaf3327d3e6b4404c479fc95b51eb2994ee8b317c3f70e5438bb90457c6eb,0,medium_load,q_routing,746965870,77020,192,149,1,42,0.7760416666666666,0.005208333333333333,4.966666666666667,5.583892617449664,9.599999999999994,1.1916666666666667,8,57,11.13912175582455,0.18922293246780456,0.027407407407407405,0.6845019568354982,0.0,0.3308264728620766,0.05621627991182816,0.002564102564102564,0.7474747474747475,0.7894736842105263,0.8333333333333334,56,1,209,0.2679425837320574,56,209,1,0.2679425837320574
