scenario,policy,metric,n,policy_seed_count,workload_seed_count,mean,std,ci95_low,ci95_high,ci_method
fault_links,delay_only,delivery_ratio,50,1,50,0.165,0.02920687825715622,0.15697916666666667,0.173125,hierarchical_bootstrap_5000
fault_links,delay_only,drop_rate,50,1,50,0.261875,0.035340930426046864,0.2521875,0.2715625,hierarchical_bootstrap_5000
fault_links,delay_only,throughput_packets_per_slot,50,1,50,1.056,0.1869240208457998,1.0046666666666666,1.108,hierarchical_bootstrap_5000
fault_links,delay_only,average_delay_slots,50,1,50,9.457731888628553,1.3304948941851933,9.098913189607511,9.81761322449833,hierarchical_bootstrap_5000
fault_links,delay_only,p95_delay_slots,50,1,50,20.515,2.8768472326489634,19.699975,21.282074999999995,hierarchical_bootstrap_5000
fault_links,delay_only,mean_queue_packets,50,1,50,2.970083333333333,0.11065994356746825,2.9392187499999993,3.0005006944444443,hierarchical_bootstrap_5000
fault_links,delay_only,routing_switches,50,1,50,167.78,18.54865636808296,162.6995,172.98,hierarchical_bootstrap_5000
fault_links,delay_only,episode_reward,50,1,50,-23.96956512135411,1.71688343492666,-24.432624838597906,-23.49441029672881,hierarchical_bootstrap_5000
fault_links,delay_only,global_delay_cost,50,1,50,0.31034035004682237,0.029839590343275137,0.3019188418240041,0.31860857067337717,hierarchical_bootstrap_5000
fault_links,delay_only,global_queue_cost,50,1,50,0.06902777777777777,0.002549387520226417,0.06832222222222223,0.06972470679012346,hierarchical_bootstrap_5000
fault_links,delay_only,global_load_imbalance,50,1,50,0.6535803247058307,0.012025077996821483,0.6503041877595092,0.6569312267065391,hierarchical_bootstrap_5000
fault_links,delay_only,global_switch_cost,50,1,50,0.2606789990000079,0.02799721086793963,0.25330592477745056,0.2682626861921711,hierarchical_bootstrap_5000
fault_links,delay_only,global_throughput_reward,50,1,50,0.05157365940932033,0.008995395788895562,0.049184207980636406,0.054079199537381994,hierarchical_bootstrap_5000
fault_links,delay_only,global_control_overhead_ratio,50,1,50,0.04224041902038069,0.0011546552116797233,0.04193069419395756,0.04256251941814964,hierarchical_bootstrap_5000
fault_links,delay_only,global_drop_cost,50,1,50,0.07671012326988905,0.011402927957485204,0.07365063910996524,0.079881346196697,hierarchical_bootstrap_5000
fault_links,full_heuristic,delivery_ratio,50,1,50,0.3201041666666667,0.05791358104269967,0.3040625,0.3358359375,hierarchical_bootstrap_5000
fault_links,full_heuristic,drop_rate,50,1,50,0.17208333333333328,0.04249495601654474,0.16072916666666667,0.1838567708333333,hierarchical_bootstrap_5000
fault_links,full_heuristic,throughput_packets_per_slot,50,1,50,2.0486666666666666,0.37064691867327787,1.9526666666666668,2.1513333333333335,hierarchical_bootstrap_5000
fault_links,full_heuristic,average_delay_slots,50,1,50,8.252924359409942,0.7159601117157277,8.05408624949516,8.450246976909368,hierarchical_bootstrap_5000
fault_links,full_heuristic,p95_delay_slots,50,1,50,18.822999999999993,2.1069421211890984,18.245999999999995,19.419024999999998,hierarchical_bootstrap_5000
fault_links,full_heuristic,mean_queue_packets,50,1,50,2.468027777777778,0.17527995864184395,2.418690277777778,2.514057638888889,hierarchical_bootstrap_5000
fault_links,full_heuristic,routing_switches,50,1,50,72.3,16.460527925672274,67.76,76.74049999999998,hierarchical_bootstrap_5000
fault_links,full_heuristic,episode_reward,50,1,50,-16.918071110541476,2.4692546409293215,-17.58384364152031,-16.25627534856027,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_delay_cost,50,1,50,0.2722717572396101,0.028907939843036187,0.2644430697563999,0.28012681666129047,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_queue_cost,50,1,50,0.05748395061728395,0.00407728062730684,0.05635175925925926,0.058615447530864194,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_load_imbalance,50,1,50,0.6468637221378383,0.01687564803906512,0.6423254021459888,0.6514158235407586,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_switch_cost,50,1,50,0.11371496547690853,0.025332817808229078,0.10688703680061955,0.12067180550657867,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_throughput_reward,50,1,50,0.10339558090800184,0.02039639007538468,0.09783890014611528,0.10919542193147397,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_control_overhead_ratio,50,1,50,0.043144091985398904,0.0011579275367705616,0.04281731173166277,0.04345713016640844,hierarchical_bootstrap_5000
fault_links,full_heuristic,global_drop_cost,50,1,50,0.05098934220222079,0.012894314114639113,0.047418843544242244,0.054576451931054405,hierarchical_bootstrap_5000
fault_links,global_dijkstra,delivery_ratio,50,1,50,0.6527083333333334,0.08307010936388545,0.6291666666666667,0.6744791666666667,hierarchical_bootstrap_5000
fault_links,global_dijkstra,drop_rate,50,1,50,0.05416666666666667,0.03606904655815721,0.04499739583333333,0.06447916666666666,hierarchical_bootstrap_5000
fault_links,global_dijkstra,throughput_packets_per_slot,50,1,50,4.177333333333333,0.531648699928867,4.028666666666667,4.318016666666667,hierarchical_bootstrap_5000
fault_links,global_dijkstra,average_delay_slots,50,1,50,6.872310423383606,0.6749299333869027,6.69205700295832,7.065473824382313,hierarchical_bootstrap_5000
fault_links,global_dijkstra,p95_delay_slots,50,1,50,14.21,2.0247700801698496,13.664949999999997,14.769999999999998,hierarchical_bootstrap_5000
