t,pid,name,src,dst,cur,act,hop,nCand,masked,qAct,delayAct,rhoAct,relAct,tremAct,reward,done,failCode
12,2,local_q_life_noloop,22,9,15,9,3,3,1,0,10.0080514120095,0.0696600168306209,0.986640797980325,7,2.4886410869556,1,0
12,2,local_q_life_noloop,11,9,11,10,1,4,0,1,8.39905526835001,0.0137206098049453,0.993353526823407,999,-0.169020478993046,0,0
12,2,local_q_life_noloop,11,9,10,9,2,3,1,0,8.65082560867634,0.0520194060422715,0.988757671274927,999,2.80809977830851,1,0
12,2,local_q_life_noloop,11,9,11,10,1,4,0,2,8.39905526835001,0.0237206098049453,0.992153526823407,999,-0.206738256770823,0,0
12,2,local_q_life_noloop,11,9,10,9,2,3,1,0,8.65082560867634,0.0620194060422715,0.987557671274927,999,2.79815977830851,1,0
12,2,local_q_life_noloop,18,9,18,17,1,3,1,1,8.13445896335515,0.0255374819730201,0.991935502163238,999,-0.167536634678369,0,0
12,2,local_q_life_noloop,18,9,17,16,2,2,2,0,8.39905526835001,0.0201449649490449,0.992582604206115,999,-0.147628510228503,0,0
12,2,local_q_life_noloop,18,9,16,15,3,3,1,10,8.65082560867634,0.00990906131662305,0.993810912642005,999,-0.427820316811969,0,0
12,2,local_q_life_noloop,18,9,15,9,4,3,1,0,10.0080514120095,0.0796600168306209,0.985440797980325,7,2.4787010869556,1,0
12,2,local_q_life_noloop,4,9,4,3,1,3,1,11,8.65082560867634,0.0274635482509211,0.991704374209889,999,-0.47304725460244,0,0
12,2,local_q_life_noloop,4,9,3,9,2,3,1,0,10.0720742786083,0.0825479557544686,0.985094245309464,6,2.43334361804964,1,0
13,2,local_q_life_noloop,21,1,21,20,1,4,0,0,8.65082560867634,0.0126543749119885,0.993481475010561,999,-0.152771380747985,0,0
13,2,local_q_life_noloop,21,1,20,19,2,3,1,0,8.88167787843871,0.00400638022396944,0.994519234373124,999,-0.155717887516213,0,0
13,2,local_q_life_noloop,21,1,19,1,3,3,1,0,10.0080514120095,0.00737431473451543,0.994115082231858,7,2.55055307483913,1,0
13,2,local_q_life_noloop,2,10,2,3,1,4,0,9,8.65082560867634,0.0112651439958434,0.993648182720499,999,-0.401390485217337,0,0
13,2,local_q_life_noloop,2,10,3,4,2,3,1,0,8.39905526835001,0.0206049515380066,0.992527405815439,999,-0.148085736897931,0,0
13,2,local_q_life_noloop,2,10,4,10,3,2,2,0,10.0080514120095,0.00588584362716797,0.99429369876474,7,2.55203261511983,1,0
13,2,local_q_life_noloop,6,13,6,1,1,3,0,0,7.60094473164999,0.0231940050544354,0.992216719393468,999,-0.11075372925826,0,0
13,2,local_q_life_noloop,6,13,1,19,2,3,1,1,10.0080514120095,0.0173743147345154,0.992915082231858,7,-0.487164702938648,0,0
13,2,local_q_life_noloop,6,13,19,13,3,3,1,0,10.0080514120095,0.00858959026634038,0.993969249168039,6,2.51005937667478,1,0
13,2,local_q_life_noloop,4,16,4,10,1,3,1,0,10.0080514120095,0.015885843627168,0.99309369876474,7,-0.457907384880167,0,0
13,2,local_q_life_noloop,4,16,10,16,2,3,1,0,10.0720742786083,0.00827192557425781,0.994007368931089,8,2.57592399204877,1,0
13,2,local_q_life_noloop,13,20,13,14,1,4,0,0,8.88167787843871,0.00982697563275664,0.993820762924069,999,-0.161503559352547,0,0
13,2,local_q_life_noloop,13,20,14,20,2,3,1,1,10.0080514120095,0.00108123725735405,0.994870251529117,7,2.52903061607365,1,0
13,2,local_q_life_noloop,7,5,7,12,1,4,0,0,7.60094473164999,0.0112854588889316,0.993645744933328,999,-0.098916634369749,0,0
13,2,local_q_life_noloop,7,5,12,11,2,2,2,0,7.86554103664485,0.00556610443081685,0.994332067468302,999,-0.106461411288126,0,0
13,2,local_q_life_noloop,7,5,11,5,3,3,1,0,10.0720742786083,0.00357433804083984,0.994571079435099,8,2.58059339405699,1,0
13,2,local_q_life_noloop,13,9,13,14,1,4,0,1,8.88167787843871,0.0198269756327566,0.992620762924069,999,-0.199221337130325,0,0
13,2,local_q_life_noloop,13,9,14,15,2,3,1,8,8.65082560867634,0.0131585673974767,0.993420971912303,999,-0.375494770300782,0,0
13,2,local_q_life_noloop,13,9,15,9,3,3,1,0,10.0080514120095,0.0493130092568415,0.989082438889179,7,2.50886601248394,1,0
13,2,local_q_life_noloop,6,9,6,5,1,3,0,0,7.86554103664485,0.0159366484243404,0.993087602189079,999,-0.116769732017689,0,0
13,2,local_q_life_noloop,6,9,5,4,2,2,1,1,8.13445896335515,0.0205749767961086,0.992531002784467,999,-0.162603904532519,0,0
13,2,local_q_life_noloop,6,9,4,3,3,2,2,10,8.39905526835001,0.0306049515380066,0.991327405815439,999,-0.435803514675709,0,0
13,2,local_q_life_noloop,6,9,3,9,4,3,1,0,10.0080514120095,0.0509013756649578,0.988891834920205,6,2.46800146198856,1,0
13,2,local_q_life_noloop,11,9,11,10,1,4,0,1,8.13445896335515,0.0185463353927199,0.992774439752874,999,-0.160587434977551,0,0
13,2,local_q_life_noloop,11,9,10,9,2,3,1,0,8.39905526835001,0.0396106733232493,0.99024671920121,999,2.83302257564754,1,0
13,2,local_q_life_noloop,3,9,3,9,1,4,0,0,10.0080514120095,0.0609013756649577,0.987691834920205,6,2.45806146198856,1,0
13,2,local_q_life_noloop,15,9,15,9,1,4,0,0,10.0080514120095,0.0593130092568415,0.987882438889179,7,2.49892601248394,1,0
13,2,local_q_life_noloop,21,9,21,15,1,4,0,9,10.0720742786083,0.0170225066915579,0.992957299197013,8,-0.682774085581823,0,0
13,2,local_q_life_noloop,21,9,15,9,2,3,1,0,10.0080514120095,0.0693130092568415,0.986682438889179,7,2.48898601248394,1,0
13,2,local_q_life_noloop,22,9,22,21,1,3,1,2,8.39905526835001,0.0289955292140791,0.99152053649431,999,-0.211981526663502,0,0
13,2,local_q_life_noloop,22,9,21,3,2,3,1,11,10.1980622641952,0.0150235994710545,0.993197168063473,9,-0.719725459972875,0,0
13,2,local_q_life_noloop,22,9,3,9,3,3,1,0,10.0080514120095,0.0709013756649577,0.986491834920205,6,2.44812146198856,1,0
13,2,local_q_life_noloop,23,9,23,22,1,2,1,0,8.13445896335515,0.00837669066519313,0.993994797120177,999,-0.122701030340611,0,0
13,2,local_q_life_noloop,23,9,22,21,2,2,2,3,8.39905526835001,0.0389955292140791,0.990320536494311,999,-0.24969930444128,0,0
13,2,local_q_life_noloop,23,9,21,15,3,3,1,10,10.0720742786083,0.0270225066915579,0.991757299197013,8,-0.720491863359601,0,0
13,2,local_q_life_noloop,23,9,15,9,4,3,1,0,10.0080514120095,0.0793130092568415,0.985482438889179,7,2.47904601248394,1,0
13,2,local_q_life_noloop,14,9,14,15,1,4,0,11,8.65082560867634,0.0231585673974767,0.992220971912303,999,-0.468768103634116,0,0
13,2,local_q_life_noloop,14,9,15,9,2,3,1,0,10.0080514120095,0.0893130092568415,0.984282438889179,7,2.46910601248394,1,0
13,2,local_q_life_noloop,13,9,13,14,1,4,0,2,8.88167787843871,0.0298269756327566,0.991420762924069,999,-0.236939114908103,0,0
13,2,local_q_life_noloop,13,9,14,8,2,3,1,0,10.0080514120095,0.00224522528033311,0.99473057296636,6,-0.483634324529127,0,0
13,2,local_q_life_noloop,13,9,8,9,3,3,1,0,8.65082560867634,0.0138364847696056,0.993339621827647,999,2.84605360205354,1,0
13,2,local_q_life_noloop,19,9,19,20,1,4,0,1,8.88167787843871,0.0140063802239694,0.993319234373124,999,-0.193435665293991,0,0
13,2,local_q_life_noloop,19,9,20,21,2,3,1,4,8.65082560867634,0.0226543749119885,0.992281475010561,999,-0.273822491859096,0,0
13,2,local_q_life_noloop,19,9,21,3,3,3,1,12,10.1980622641952,0.0250235994710545,0.991997168063473,9,-0.757443237750653,0,0
13,2,local_q_life_noloop,19,9,3,9,4,3,1,0,10.0080514120095,0.0809013756649578,0.985291834920205,6,2.43818146198856,1,0
13,2,local_q_life_noloop,17,9,17,16,1,3,1,0,8.13445896335515,0.0165797307219747,0.993010432313363,999,-0.130854852157052,0,0
13,2,local_q_life_noloop,17,9,16,15,2,3,1,12,8.39905526835001,0.0109499837241427,0.993686001953103,999,-0.471822032224283,0,0
13,2,local_q_life_noloop,17,9,15,9,3,3,1,0,10.0080514120095,0.0993130092568415,0.983082438889179,7,2.45916601248394,1,0
14,2,local_q_life_noloop,4,11,4,5,1,3,0,0,7.86554103664485,0.0168162372378597,0.992982051531457,999,-0.117644043298327,0,0
14,2,local_q_life_noloop,4,11,5,11,2,2,1,0,10.1980622641952,0.00746588592246191,0.994104093689305,8,2.57042579618331,1,0
14,2,local_q_life_noloop,4,14,4,3,1,3,0,10,8.13445896335515,0.0223327233459036,0.992320073198492,999,-0.414351104603015,0,0
14,2,local_q_life_noloop,4,14,3,2,2,3,1,0,8.39905526835001,0.0116958291977139,0.993596500496274,999,-0.13923006929168,0,0
14,2,local_q_life_noloop,4,14,2,20,3,3,1,0,10.1980622641952,0.00402379643789063,0.994517144427453,8,-0.426152766869021,0,0
14,2,local_q_life_noloop,4,14,20,14,4,3,1,0,10.0720742786083,0.00609468049154473,0.994268638341015,7,2.5486238879467,1,0
14,2,local_q_life_noloop,13,11,13,18,1,4,0,0,7.34917439132366,0.0127563433422582,0.993469238798929,999,-0.0877901765000393,0,0
14,2,local_q_life_noloop,13,11,18,17,2,2,2,0,7.60094473164999,0.0107500882968386,0.993709989404379,999,-0.0983844760012085,0,0
14,2,local_q_life_noloop,13,11,17,11,3,2,2,0,10.3819660112501,0.00537774768792202,0.994354670277449,9,2.58622288490237,1,0
14,2,local_q_life_noloop,24,22,24,23,1,3,0,0,7.60094473164999,0.00523690244677988,0.994371571706386,999,-0.0929043692662502,0,0
14,2,local_q_life_noloop,24,22,23,22,2,1,2,0,7.86554103664485,0.0101071798658562,0.993787138416097,999,2.88902475972944,1,0
14,2,local_q_life_noloop,4,15,4,3,1,3,0,11,8.13445896335515,0.0323327233459036,0.991120073198492,999,-0.452068882380793,0,0
14,2,local_q_life_noloop,4,15,3,21,2,3,1,2,10.3819660112501,0.01926297970908,0.99268844243491,9,-0.48313459128222,0,0
14,2,local_q_life_noloop,4,15,21,15,3,3,1,10,10.1980622641952,0.0203623786803568,0.992556514558357,8,2.27982890460419,1,0
14,2,local_q_life_noloop,12,20,12,7,1,3,1,0,7.34917439132366,0.0117070023889124,0.99359515971333,999,-0.0867471315924138,0,0
14,2,local_q_life_noloop,12,20,7,8,2,3,1,0,8.65082560867634,0.0037619284785684,0.994548568582572,999,-0.143932288993165,0,0
14,2,local_q_life_noloop,12,20,8,14,3,3,1,0,10.0080514120095,0.00673487390418321,0.994191815131498,6,-0.488097035261234,0,0
14,2,local_q_life_noloop,12,20,14,20,4,3,1,1,10.0720742786083,0.0160946804915447,0.993068638341015,7,2.51090611016893,1,0
14,2,local_q_life_noloop,23,9,23,22,1,2,1,0,7.86554103664485,0.0201071798658562,0.992587138416097,999,-0.120915240270555,0,0
14,2,local_q_life_noloop,23,9,22,21,2,2,1,3,8.13445896335515,0.0269475410677435,0.991766295071871,999,-0.22449378897408,0,0
14,2,local_q_life_noloop,23,9,21,15,3,3,1,10,10.1980622641952,0.0303623786803568,0.991356514558357,8,-0.730111095395811,0,0
14,2,local_q_life_noloop,23,9,15,9,4,3,1,0,10.0720742786083,0.0601221550912628,0.987785341389048,7,2.49492057819458,1,0
14,2,local_q_life_noloop,20,9,20,21,1,4,0,4,8.39905526835001,0.0179599062015937,0.992844811255809,999,-0.256567672944648,0,0
14,2,local_q_life_noloop,20,9,21,15,2,3,1,11,10.1980622641952,0.0403623786803568,0.990156514558357,8,-0.767828873173588,0,0
14,2,local_q_life_noloop,20,9,15,9,3,3,1,0,10.0720742786083,0.0701221550912628,0.986585341389048,7,2.48498057819458,1,0
14,2,local_q_life_noloop,1,9,1,2,1,4,0,1,8.65082560867634,0.00866974933683504,0.99395963007958,999,-0.17658844070406,0,0
14,2,local_q_life_noloop,1,9,2,3,2,3,1,12,8.39905526835001,0.0216958291977139,0.992396500496274,999,-0.482503402625013,0,0
14,2,local_q_life_noloop,1,9,3,9,3,3,1,0,10.0080514120095,0.0499957566157268,0.989000509206113,6,2.46890164732349,1,0
14,2,local_q_life_noloop,22,9,22,21,1,3,0,5,8.13445896335515,0.0369475410677435,0.990566295071871,999,-0.289989344529635,0,0
14,2,local_q_life_noloop,22,9,21,20,2,3,1,1,8.39905526835001,0.0279599062015937,0.991644811255809,999,-0.783174339611314,0,0
14,2,local_q_life_noloop,22,9,20,2,3,3,1,2,10.1980622641952,0.0140237964378906,0.993317144427453,8,-0.491648322424577,0,0
14,2,local_q_life_noloop,22,9,2,3,4,3,1,13,8.39905526835001,0.0316958291977139,0.991196500496274,999,-0.520221180402791,0,0
14,2,local_q_life_noloop,22,9,3,9,5,2,2,0,10.0080514120095,0.0599957566157268,0.987800509206113,6,2.45896164732349,1,0
14,2,local_q_life_noloop,4,9,4,10,1,3,0,0,10.0720742786083,0.0142372139949424,0.993291534320607,7,-0.459469790355673,0,0
14,2,local_q_life_noloop,4,9,10,9,2,3,1,0,8.13445896335515,0.0272858703277871,0.991725695560666,999,2.85850324507477,1,0
14,2,local_q_life_noloop,10,9,10,9,1,4,0,0,8.13445896335515,0.0372858703277871,0.990525695560665,999,2.84856324507477,1,0
14,2,local_q_life_noloop,20,9,20,21,1,4,0,6,8.39905526835001,0.0379599062015937,0.990444811255809,999,-0.332003228500203,0,0
14,2,local_q_life_noloop,20,9,21,22,2,3,1,1,8.13445896335515,0.0469475410677435,0.989366295071871,999,-0.788818233418524,0,0
14,2,local_q_life_noloop,20,9,22,16,3,2,1,0,10.3819660112501,0.00269564826621191,0.994676522208055,9,-0.411111108272453,0,0
14,2,local_q_life_noloop,20,9,16,15,4,3,1,12,8.13445896335515,0.0115224910482785,0.993617301074207,999,-0.459161289254731,0,0
14,2,local_q_life_noloop,20,9,15,9,5,2,2,0,10.0720742786083,0.0801221550912628,0.985385341389048,7,2.47504057819458,1,0
14,2,local_q_life_noloop,5,9,5,4,1,3,0,0,7.86554103664485,0.0268162372378597,0.991782051531457,999,-0.127584043298327,0,0
14,2,local_q_life_noloop,5,9,4,10,2,2,1,1,10.0720742786083,0.0242372139949424,0.992091534320607,7,-0.497187568133451,0,0
14,2,local_q_life_noloop,5,9,10,9,3,3,1,0,8.13445896335515,0.0472858703277871,0.989325695560666,999,2.83862324507477,1,0
14,2,local_q_life_noloop,5,9,5,4,1,3,0,1,7.86554103664485,0.0368162372378597,0.990582051531457,999,-0.165301821076104,0,0
14,2,local_q_life_noloop,5,9,4,10,2,2,1,2,10.0720742786083,0.0342372139949424,0.990891534320607,7,-0.534905345911229,0,0
14,2,local_q_life_noloop,5,9,10,9,3,3,1,0,8.13445896335515,0.0572858703277871,0.988125695560666,999,2.82868324507477,1,0
14,2,local_q_life_noloop,24,9,24,19,1,3,0,0,7.34917439132366,0.00572435679814609,0.994313077184222,999,-0.080800381875192,0,0
14,2,local_q_life_noloop,24,9,19,20,2,3,1,2,8.65082560867634,0.0132035091231832,0.993415578905218,999,-0.208872775709468,0,0
14,2,local_q_life_noloop,24,9,20,21,3,3,1,7,8.39905526835001,0.0479599062015937,0.989244811255809,999,-0.369721006277981,0,0
14,2,local_q_life_noloop,24,9,21,3,4,3,1,14,10.3819660112501,0.0292629797090799,0.99148844243491,9,-0.826407924615553,0,0
14,2,local_q_life_noloop,24,9,3,9,5,3,1,0,10.0080514120095,0.0699957566157268,0.986600509206113,6,2.44902164732349,1,0
14,2,local_q_life_noloop,2,9,2,8,1,4,0,1,10.0080514120095,0.000350722539922949,0.994957913295209,5,-0.564528966582937,0,0
14,2,local_q_life_noloop,2,9,8,9,2,3,1,0,8.39905526835001,0.0131100666232831,0.993426792005206,999,2.8593641787073,1,0
15,2,local_q_life_noloop,8,10,8,9,1,4,0,0,8.13445896335515,0.0127105366428057,0.993474735602863,999,-0.127008873242358,0,0
15,2,local_q_life_noloop,8,10,9,10,2,3,1,0,7.86554103664485,0.0370072286802829,0.990559132558366,999,2.8622861112079,1,0
15,2,local_q_life_noloop,6,7,6,1,1,3,0,0,7.11832212156129,0.0100411865289667,0.993795057616524,999,-0.073548697139509,0,0
15,2,local_q_life_noloop,6,7,1,7,2,3,1,0,10.0080514120095,4.60536658398438e-05,0.994994473560099,4,2.38105165205568,1,0
15,2,local_q_life_noloop,3,20,3,2,1,3,0,0,8.13445896335515,0.0229327060587426,0.992248075272951,999,-0.137169709641799,0,0
15,2,local_q_life_noloop,3,20,2,20,2,3,1,0,10.3819660112501,0.0132130880408398,0.993414429435099,8,2.5555178899249,1,0
15,2,local_q_life_noloop,6,16,6,5,1,3,0,0,7.34917439132366,0.00784583614836298,0.994058499662196,999,-0.0829091323493076,0,0
15,2,local_q_life_noloop,6,16,5,4,2,2,1,0,7.60094473164999,0.0257489304808228,0.991910128342301,999,-0.113293325132089,0,0
15,2,local_q_life_noloop,6,16,4,10,3,2,1,0,10.1980622641952,0.0243304676972183,0.992080343876334,7,-0.475801883815079,0,0
15,2,local_q_life_noloop,6,16,10,16,4,3,1,0,10.3819660112501,0.00552725748621299,0.994336729101654,8,2.5631576054962,1,0
15,2,local_q_life_noloop,9,1,9,8,1,4,0,0,8.13445896335515,0.0227105366428057,0.992274735602863,999,-0.136948873242358,0,0
15,2,local_q_life_noloop,9,1,8,7,2,3,1,0,8.39905526835001,0.00756906066321262,0.994091712720415,999,-0.135128061368386,0,0
15,2,local_q_life_noloop,9,1,7,1,3,3,1,1,10.0080514120095,0.0100460536658398,0.993794473560099,4,2.3433338742779,1,0
15,2,local_q_life_noloop,6,20,6,1,1,3,0,1,7.11832212156129,0.0200411865289667,0.992595057616524,999,-0.111266474917287,0,0
15,2,local_q_life_noloop,6,20,1,2,2,3,1,1,8.39905526835001,0.0102683621352593,0.993767796543769,999,-0.165588944809378,0,0
15,2,local_q_life_noloop,6,20,2,20,3,3,1,0,10.3819660112501,0.0232130880408398,0.992214429435099,8,2.5455778899249,1,0
15,2,local_q_life_noloop,10,9,10,9,1,4,0,1,7.86554103664485,0.0470072286802829,0.989359132558366,999,2.82456833343013,1,0
15,2,local_q_life_noloop,3,9,3,9,1,3,0,1,10.0720742786083,0.0439976661386497,0.989720280063362,6,2.44388482814999,1,0
15,2,local_q_life_noloop,24,9,24,19,1,3,0,0,7.11832212156129,0.00864839623898035,0.993962192451322,999,-0.0721642635912627,0,0
15,2,local_q_life_noloop,24,9,19,20,2,3,1,0,8.39905526835001,0.0127619300177508,0.99346856839787,999,-0.140289773506797,0,0
15,2,local_q_life_noloop,24,9,20,21,3,3,1,5,8.13445896335515,0.0318779484108765,0.991174646190695,999,-0.284950169428709,0,0
15,2,local_q_life_noloop,24,9,21,22,4,2,1,0,7.86554103664485,0.0313211475872589,0.991241462289529,999,-0.73206192418563,0,0
15,2,local_q_life_noloop,24,9,22,16,5,2,1,0,10.6178747020263,0.00698260654641655,0.99416208721443,9,-0.427167779341785,0,0
15,2,local_q_life_noloop,24,9,16,15,6,3,1,10,7.86554103664485,0.0118373700765532,0.993579515590814,999,-0.390472827117766,0,0
15,2,local_q_life_noloop,24,9,15,9,7,2,2,1,10.1980622641952,0.0495671853001946,0.989051937763977,7,2.47133504110978,1,0
15,2,local_q_life_noloop,16,9,16,15,1,4,0,11,7.86554103664485,0.0218373700765532,0.992379515590814,999,-0.428190604895544,0,0
15,2,local_q_life_noloop,16,9,15,9,2,3,1,1,10.1980622641952,0.0595671853001946,0.987851937763977,7,2.46139504110978,1,0
15,2,local_q_life_noloop,16,9,16,15,1,4,0,12,7.86554103664485,0.0318373700765532,0.991179515590814,999,-0.465908382673321,0,0
15,2,local_q_life_noloop,16,9,15,9,2,3,1,1,10.1980622641952,0.0695671853001946,0.986651937763977,7,2.45145504110979,1,0
15,2,local_q_life_noloop,23,9,23,22,1,2,1,1,7.60094473164999,0.0165589489262209,0.993012926128854,999,-0.131936261244592,0,0
15,2,local_q_life_noloop,23,9,22,21,2,2,1,6,7.86554103664485,0.0413211475872589,0.990041462289529,999,-0.308668590852296,0,0
15,2,local_q_life_noloop,23,9,21,20,3,2,1,1,8.13445896335515,0.0418779484108765,0.989974646190695,999,-0.783779058317598,0,0
15,2,local_q_life_noloop,23,9,20,14,4,3,1,0,10.1980622641952,0.0143520742703496,0.993277751087558,7,-0.465883360748771,0,0
15,2,local_q_life_noloop,23,9,14,15,5,3,1,13,8.13445896335515,0.0100304666377367,0.993796344003472,999,-0.48545599476843,0,0
15,2,local_q_life_noloop,23,9,15,9,6,2,2,1,10.1980622641952,0.0795671853001945,0.985451937763977,7,2.44151504110978,1,0
15,2,local_q_life_noloop,23,9,23,22,1,2,1,2,7.60094473164999,0.0265589489262209,0.991812926128854,999,-0.16965403902237,0,0
15,2,local_q_life_noloop,23,9,22,21,2,2,1,7,7.86554103664485,0.0513211475872589,0.988841462289529,999,-0.346386368630074,0,0
15,2,local_q_life_noloop,23,9,21,20,3,2,1,2,8.13445896335515,0.0518779484108765,0.988774646190695,999,-0.821496836095376,0,0
15,2,local_q_life_noloop,23,9,20,14,4,3,1,1,10.1980622641952,0.0243520742703496,0.992077751087558,7,-0.503601138526549,0,0
15,2,local_q_life_noloop,23,9,14,8,5,3,1,1,10.0720742786083,0.00920418064730077,0.993895498322324,6,-0.521530447271609,0,0
15,2,local_q_life_noloop,23,9,8,9,6,3,1,1,8.13445896335515,0.0327105366428057,0.991074735602863,999,2.82533334897986,1,0
15,2,local_q_life_noloop,22,9,22,21,1,3,0,8,7.86554103664485,0.0613211475872589,0.987641462289529,999,-0.384104146407852,0,0
15,2,local_q_life_noloop,22,9,21,15,2,2,1,14,10.3819660112501,0.0276993082741963,0.991676083007096,8,-0.847770301875945,0,0
15,2,local_q_life_noloop,22,9,15,9,3,3,1,1,10.1980622641952,0.0895671853001945,0.984251937763977,7,2.43157504110978,1,0
15,2,local_q_life_noloop,10,9,10,9,1,4,0,1,7.86554103664485,0.0570072286802829,0.988159132558366,999,2.81462833343013,1,0
15,2,local_q_life_noloop,7,9,7,8,1,4,0,2,8.39905526835001,0.0175690606632126,0.992891712720414,999,-0.200623616923941,0,0
15,2,local_q_life_noloop,7,9,8,9,2,3,1,1,8.13445896335515,0.0427105366428057,0.989874735602863,999,2.81539334897986,1,0
15,2,local_q_life_noloop,12,9,12,11,1,3,1,0,7.34917439132366,0.0047087465903221,0.994434950409161,999,-0.079790865328615,0,0
15,2,local_q_life_noloop,12,9,11,10,2,3,1,1,7.60094473164999,0.00863526645629778,0.993963768025244,999,-0.124060120869489,0,0
15,2,local_q_life_noloop,12,9,10,9,3,3,1,1,7.86554103664485,0.0670072286802829,0.986959132558366,999,2.80468833343013,1,0
15,2,local_q_life_noloop,19,9,19,20,1,4,0,3,8.39905526835001,0.0227619300177508,0.99226856839787,999,-0.23356310684013,0,0
15,2,local_q_life_noloop,19,9,20,21,2,3,1,9,8.13445896335515,0.0618779484108765,0.987574646190695,999,-0.42588128053982,0,0
15,2,local_q_life_noloop,19,9,21,22,3,2,1,3,7.86554103664485,0.0713211475872589,0.986441462289529,999,-0.855155257518963,0,0
15,2,local_q_life_noloop,19,9,22,16,4,2,1,1,10.6178747020263,0.0169826065464166,0.99296208721443,9,-0.464885557119563,0,0
15,2,local_q_life_noloop,19,9,16,10,5,3,1,2,10.3819660112501,0.015527257486213,0.993136729101654,8,-0.502337950059357,0,0
15,2,local_q_life_noloop,19,9,10,9,6,3,1,1,7.86554103664485,0.0770072286802829,0.985759132558366,999,2.79474833343013,1,0
16,2,local_q_life_noloop,13,10,13,18,1,4,0,0,6.91580770425891,0.00688379386103309,0.994173944736676,999,-0.0602845279624643,0,0
16,2,local_q_life_noloop,13,10,18,17,2,2,2,0,7.11832212156129,0.00627690170979367,0.994246771794825,999,-0.069806998029251,0,0
16,2,local_q_life_noloop,13,10,17,16,3,2,2,0,7.34917439132366,0.00442220269886854,0.994469335676136,999,-0.07950604070051,0,0
16,2,local_q_life_noloop,13,10,16,10,4,3,1,0,10.6178747020263,0.0140399916174171,0.99331520100591,8,2.54290051323097,1,0
16,2,local_q_life_noloop,15,16,15,16,1,4,0,1,7.60094473164999,0.0230105535421042,0.992238733574948,999,2.86165084376722,1,0
16,2,local_q_life_noloop,24,15,24,19,1,3,0,0,6.91580770425891,0.0102566179314392,0.993769205848227,999,-0.0636371150884479,0,0
16,2,local_q_life_noloop,24,15,19,20,2,3,1,1,8.13445896335515,0.0180190615097629,0.992837712618828,999,-0.160063324737891,0,0
16,2,local_q_life_noloop,24,15,20,21,3,2,1,7,7.86554103664485,0.0395328716259821,0.990256055404882,999,-0.334668822324565,0,0
16,2,local_q_life_noloop,24,15,21,22,4,2,1,1,7.60094473164999,0.0447266311729924,0.989632804259241,999,-0.759934937397883,0,0
16,2,local_q_life_noloop,24,15,22,16,5,2,1,1,10.8982060370958,0.0148404336005291,0.993219147967937,9,-0.476772803964827,0,0
16,2,local_q_life_noloop,24,15,16,15,6,3,1,12,7.60094473164999,0.0330105535421042,0.991038733574948,999,2.54615528821166,1,0
16,2,local_q_life_noloop,10,23,10,11,1,4,0,0,7.34917439132366,0.0102493965509638,0.993770072413884,999,-0.0852982713894927,0,0
16,2,local_q_life_noloop,10,23,11,5,2,3,1,0,10.6178747020263,0.00528343049154473,0.994365988341015,8,-0.448395465009909,0,0
16,2,local_q_life_noloop,10,23,5,6,3,2,1,0,7.11832212156129,0.00981520988159964,0.993822174814208,999,-0.673324076352026,0,0
16,2,local_q_life_noloop,10,23,6,1,4,2,1,0,6.91580770425891,0.0165226525909317,0.993017281689088,999,-0.669865553539983,0,0
16,2,local_q_life_noloop,10,23,1,19,5,3,1,1,10.3819660112501,0.00455440161395501,0.994453471806325,7,-0.49311743925884,0,0
16,2,local_q_life_noloop,10,23,19,24,6,3,1,0,6.91580770425891,0.0202566179314392,0.992569205848227,999,-0.0735771150884479,0,0
16,2,local_q_life_noloop,10,23,24,23,7,2,1,0,7.11832212156129,0.00460916299015091,0.994446900441182,999,2.93185073425807,1,0
16,2,local_q_life_noloop,18,11,18,17,1,3,1,1,7.11832212156129,0.0162769017097937,0.993046771794825,999,-0.107524775807029,0,0
16,2,local_q_life_noloop,18,11,17,11,2,2,2,1,10.8982060370958,0.00465176867559641,0.994441787758928,9,2.53335472897056,1,0
16,2,local_q_life_noloop,12,24,12,6,1,3,1,1,10.8982060370958,0.00101919083221565,0.994877697100134,9,-0.463034488653123,0,0
16,2,local_q_life_noloop,12,24,6,1,2,2,1,1,6.91580770425891,0.0265226525909317,0.991817281689088,999,-0.707583331317761,0,0
16,2,local_q_life_noloop,12,24,1,19,3,3,1,2,10.3819660112501,0.014554401613955,0.993253471806325,7,-0.530835217036618,0,0
16,2,local_q_life_noloop,12,24,19,24,4,3,1,1,6.91580770425891,0.0302566179314392,0.991369205848227,999,2.88870510713377,1,0
16,2,local_q_life_noloop,24,9,24,23,1,3,0,0,7.11832212156129,0.0146091629901509,0.993246900441182,999,-0.0780892657419261,0,0
16,2,local_q_life_noloop,24,9,23,22,2,1,2,2,7.34917439132366,0.0201074219094215,0.992587109370869,999,-0.150652704151355,0,0
16,2,local_q_life_noloop,24,9,22,21,3,2,1,8,7.60094473164999,0.0547266311729924,0.988432804259241,999,-0.364319381842328,0,0
16,2,local_q_life_noloop,24,9,21,15,4,2,1,12,10.6178747020263,0.0207346195508079,0.992511845653903,8,-0.79708728026815,0,0
16,2,local_q_life_noloop,24,9,15,9,5,3,1,0,10.3819660112501,0.054761951915107,0.988428565770187,7,2.48475403351959,1,0
16,2,local_q_life_noloop,1,9,1,2,1,4,0,0,8.13445896335515,0.0111475991743926,0.993662288099073,999,-0.125455313398755,0,0
