t,pid,name,src,dst,cur,act,hop,nCand,masked,qAct,delayAct,rhoAct,relAct,tremAct,reward,done,failCode
4,1,local_delay_noloop,2,15,21,15,3,3,1,1,11.5549581320874,0,0.995,8,2.48222431561785,1,0
4,1,local_delay_noloop,1,16,1,2,1,4,0,0,9.17274722370204,0.0143275,0.9932807,999,-0.180530547836754,0,0
4,1,local_delay_noloop,1,16,2,3,2,3,1,7,9.32089329778511,0.0188275,0.9927407,999,-0.386855295985351,0,0
4,1,local_delay_noloop,1,16,3,4,3,3,1,0,9.42658477444273,0.0063525,0.9942377,999,-0.185295275373788,0,0
4,1,local_delay_noloop,1,16,4,22,4,3,1,0,10.8982060370958,0.00166375,0.99480035,2,-0.80256406935479,0,0
4,1,local_delay_noloop,1,16,22,16,5,3,1,1,11.2139499366922,0.01,0.9938,9,2.51225139205428,1,0
4,1,local_delay_noloop,16,21,16,15,1,4,0,1,9.42658477444273,0.01705,0.992954,999,-0.223706368151566,0,0
4,1,local_delay_noloop,16,21,15,21,2,3,1,2,11.5549581320874,0.01,0.9938,8,2.44450653784008,1,0
4,1,local_delay_noloop,23,11,23,5,1,4,0,1,10.6178747020263,0.01166375,0.99360035,3,-0.826265280379091,0,0
4,1,local_delay_noloop,23,11,5,11,2,3,1,1,11.5549581320874,0,0.995,8,2.48222431561785,1,0
4,1,local_delay_noloop,17,9,17,16,1,4,0,1,9.4864246426519,0.00605,0.994274,999,-0.215764361562024,0,0
4,1,local_delay_noloop,17,9,16,15,2,3,1,2,9.42658477444273,0.02705,0.991754,999,-0.261424145929344,0,0
4,1,local_delay_noloop,17,9,15,9,3,3,1,0,11.910270339299,0.03249125,0.99110105,7,2.43047589482077,1,0
4,1,local_delay_noloop,23,9,23,22,1,4,0,1,9.4864246426519,0.0093775,0.9938747,999,-0.219071896562025,0,0
4,1,local_delay_noloop,23,9,22,21,2,3,1,2,9.42658477444273,0.0148775,0.9932147,999,-0.249324680929344,0,0
4,1,local_delay_noloop,23,9,21,3,3,3,1,8,11.2139499366922,0.039755,0.9902294,9,-0.711769522390163,0,0
4,1,local_delay_noloop,23,9,3,9,4,3,1,0,12.2684665316353,0.04659875,0.98940815,6,2.35925751591823,1,0
4,1,local_delay_noloop,15,9,15,9,1,4,0,0,11.910270339299,0.04249125,0.98990105,7,2.42053589482077,1,0
4,1,local_delay_noloop,8,9,8,9,1,4,0,0,9.32089329778511,0.01568875,0.99311735,999,2.81070906595909,1,0
4,1,local_delay_noloop,8,9,8,9,1,4,0,0,9.32089329778511,0.02568875,0.99191735,999,2.80076906595909,1,0
4,1,local_delay_noloop,7,9,7,8,1,4,0,0,9.17274722370204,0.02173875,0.99239135,999,-0.187897330336754,0,0
4,1,local_delay_noloop,7,9,8,9,2,3,1,0,9.32089329778511,0.03568875,0.99071735,999,2.79082906595909,1,0
4,1,local_delay_noloop,23,9,23,22,1,4,0,2,9.4864246426519,0.0193775,0.9926747,999,-0.256789674339802,0,0
4,1,local_delay_noloop,23,9,22,21,2,3,1,3,9.42658477444273,0.0248775,0.9920147,999,-0.287042458707121,0,0
4,1,local_delay_noloop,23,9,21,3,3,3,1,9,11.2139499366922,0.049755,0.9890294,9,-0.749487300167941,0,0
4,1,local_delay_noloop,23,9,3,9,4,3,1,0,12.2684665316353,0.05659875,0.98820815,6,2.34931751591823,1,0
4,1,local_delay_noloop,10,9,10,9,1,4,0,0,9.42658477444273,0.04181375,0.98998235,999,2.77945624212621,1,0
4,1,local_delay_noloop,23,9,23,22,1,4,0,3,9.4864246426519,0.0293775,0.9914747,999,-0.29450745211758,0,0
4,1,local_delay_noloop,23,9,22,21,2,3,1,4,9.42658477444273,0.0348775,0.9908147,999,-0.324760236484899,0,0
4,1,local_delay_noloop,23,9,21,3,3,3,1,10,11.2139499366922,0.059755,0.9878294,9,-0.787205077945719,0,0
4,1,local_delay_noloop,23,9,3,9,4,3,1,0,12.2684665316353,0.06659875,0.98700815,6,2.33937751591823,1,0
4,1,local_delay_noloop,21,9,21,3,1,4,0,11,11.2139499366922,0.069755,0.9866294,9,-0.824922855723497,0,0
4,1,local_delay_noloop,21,9,3,9,2,3,1,0,12.2684665316353,0.07659875,0.98580815,6,2.32943751591823,1,0
4,1,local_delay_noloop,17,9,17,16,1,4,0,2,9.4864246426519,0.01605,0.993074,999,-0.253482139339802,0,0
4,1,local_delay_noloop,17,9,16,15,2,3,1,3,9.42658477444273,0.03705,0.990554,999,-0.299141923707121,0,0
4,1,local_delay_noloop,17,9,15,9,3,3,1,0,11.910270339299,0.05249125,0.98870105,7,2.41059589482077,1,0
4,1,local_delay_noloop,1,9,1,2,1,4,0,1,9.17274722370204,0.0243275,0.9920807,999,-0.218248325614532,0,0
4,1,local_delay_noloop,1,9,2,3,2,3,1,12,9.32089329778511,0.0288275,0.9915407,999,-0.53568418487424,0,0
4,1,local_delay_noloop,1,9,3,9,3,3,1,0,12.2684665316353,0.08659875,0.98460815,6,2.31949751591823,1,0
5,1,local_delay_noloop,22,23,22,23,1,4,0,0,9.49848959981197,0.021657625,0.992401085,999,2.79589618910775,1,0
5,1,local_delay_noloop,1,16,1,2,1,4,0,0,9.32089329778511,0.018880125,0.992734385,999,-0.192463160790907,0,0
5,1,local_delay_noloop,1,16,2,3,2,3,1,10,9.42658477444273,0.021355125,0.992437385,999,-0.477985662401566,0,0
5,1,local_delay_noloop,1,16,3,4,3,3,1,0,9.4864246426519,0.008993875,0.993920735,999,-0.190912795534247,0,0
5,1,local_delay_noloop,1,16,4,22,4,3,1,1,10.6178747020263,0.0064150625,0.9942301925,2,-0.821048085004091,0,0
5,1,local_delay_noloop,1,16,22,16,5,3,1,0,10.8982060370958,0.011,0.99368,9,2.55482236481188,1,0
5,1,local_delay_noloop,10,15,10,9,1,4,0,0,9.4864246426519,0.0284975625,0.9915802925,999,-0.210299460909247,0,0
5,1,local_delay_noloop,10,15,9,15,2,3,1,1,11.5549581320874,0.0343701875,0.9908755775,7,2.41859606352857,1,0
5,1,local_delay_noloop,8,2,8,2,1,4,0,1,12.2684665316353,0.003025,0.994637,5,2.31979204564046,1,0
5,1,local_delay_noloop,20,22,20,21,1,4,0,2,9.42658477444273,0.0090976875,0.9939082775,999,-0.243579547304344,0,0
5,1,local_delay_noloop,20,22,21,22,2,3,1,2,9.4864246426519,0.024682625,0.992038085,999,2.7379370314102,1,0
5,1,local_delay_noloop,5,9,5,4,1,4,0,1,9.49848959981197,0.0025788125,0.9946905425,999,-0.212917249045028,0,0
5,1,local_delay_noloop,5,9,4,3,2,3,1,11,9.4864246426519,0.018993875,0.992720735,999,-0.506408351089802,0,0
5,1,local_delay_noloop,5,9,3,9,3,3,1,1,11.910270339299,0.0531293125,0.9886244825,6,2.34289816863227,1,0
5,1,local_delay_noloop,6,9,6,1,1,4,0,0,9.37929165882718,0.0039400625,0.9945271925,999,-0.18053265671801,0,0
5,1,local_delay_noloop,6,9,1,2,2,3,1,1,9.32089329778511,0.028880125,0.991534385,999,-0.230180938568685,0,0
5,1,local_delay_noloop,6,9,2,3,3,3,1,12,9.42658477444273,0.031355125,0.991237385,999,-0.543481217957121,0,0
5,1,local_delay_noloop,6,9,3,9,4,3,1,1,11.910270339299,0.0631293125,0.9874244825,6,2.33295816863227,1,0
5,1,local_delay_noloop,10,9,10,9,1,4,0,1,9.4864246426519,0.0384975625,0.9903802925,999,2.75198276131298,1,0
5,1,local_delay_noloop,10,9,10,9,1,4,0,1,9.4864246426519,0.0484975625,0.9891802925,999,2.74204276131298,1,0
5,1,local_delay_noloop,22,9,22,21,1,4,0,3,9.4864246426519,0.034682625,0.990838085,999,-0.29978074636758,0,0
5,1,local_delay_noloop,22,9,21,3,2,3,1,13,10.8982060370958,0.04386525,0.98973617,9,-0.838956804799234,0,0
5,1,local_delay_noloop,22,9,3,9,3,3,1,1,11.910270339299,0.0731293125,0.9862244825,6,2.32301816863227,1,0
5,1,local_delay_noloop,5,9,5,4,1,4,0,2,9.49848959981197,0.0125788125,0.9934905425,999,-0.250635026822806,0,0
5,1,local_delay_noloop,5,9,4,3,2,3,1,14,9.4864246426519,0.028993875,0.991520735,999,-0.599681684423135,0,0
5,1,local_delay_noloop,5,9,3,9,3,3,1,1,11.910270339299,0.0831293125,0.9850244825,6,2.31307816863227,1,0
5,1,local_delay_noloop,11,9,11,10,1,4,0,0,9.49848959981197,0.0221450625,0.9923425925,999,-0.20458832376725,0,0
5,1,local_delay_noloop,11,9,10,9,2,3,1,1,9.4864246426519,0.0584975625,0.9879802925,999,2.73210276131298,1,0
5,1,local_delay_noloop,16,9,16,15,1,4,0,1,9.4864246426519,0.0258775,0.9918947,999,-0.235472896562024,0,0
5,1,local_delay_noloop,16,9,15,9,2,3,1,1,11.5549581320874,0.0443701875,0.9896755775,7,2.40865606352857,1,0
5,1,local_delay_noloop,13,9,13,14,1,4,0,0,9.32089329778511,0.0069650625,0.9941641925,999,-0.180619588665907,0,0
5,1,local_delay_noloop,13,9,14,15,2,3,1,2,9.42658477444273,0.012568875,0.993491735,999,-0.247029907679344,0,0
5,1,local_delay_noloop,13,9,15,9,3,3,1,1,11.5549581320874,0.0543701875,0.9884755775,7,2.39871606352857,1,0
5,1,local_delay_noloop,19,9,19,20,1,4,0,0,9.32089329778511,0.0044089375,0.9944709275,999,-0.178078800415907,0,0
5,1,local_delay_noloop,19,9,20,21,2,3,1,4,9.42658477444273,0.0190976875,0.9927082775,999,-0.309075102859899,0,0
5,1,local_delay_noloop,19,9,21,3,3,3,1,15,10.8982060370958,0.05386525,0.98853617,9,-0.90445236035479,0,0
5,1,local_delay_noloop,19,9,3,9,4,3,1,1,11.910270339299,0.0931293125,0.9838244825,6,2.30313816863227,1,0
5,1,local_delay_noloop,4,9,4,3,1,4,0,16,9.4864246426519,0.038993875,0.990320735,999,-0.665177239978691,0,0
5,1,local_delay_noloop,4,9,3,9,2,3,1,1,11.910270339299,0.1031293125,0.9826244825,6,2.29319816863227,1,0
6,1,local_delay_noloop,5,10,5,4,1,4,0,0,9.46239186827274,0.012418346875,0.993509798375,999,-0.193115081859038,0,0
6,1,local_delay_noloop,5,10,4,10,2,3,1,0,11.2139499366922,0,0.995,7,2.49758821745111,1,0
6,1,local_delay_noloop,19,7,19,1,1,4,0,0,11.2139499366922,0.003830784375,0.994540305875,7,-0.506219582217643,0,0
6,1,local_delay_noloop,19,7,1,7,2,3,1,0,12.2684665316353,0.00166375,0.99480035,4,2.26642290591823,1,0
6,1,local_delay_noloop,3,23,3,4,1,4,0,1,9.49848959981197,0.02694663125,0.99176640425,999,-0.237138860882528,0,0
6,1,local_delay_noloop,3,23,4,5,2,3,1,0,9.46239186827274,0.022418346875,0.992309798375,999,-0.203055081859038,0,0
6,1,local_delay_noloop,3,23,5,23,3,3,1,0,10.1980622641952,0.006553284375,0.994213605875,3,2.22758292212149,1,0
6,1,local_delay_noloop,4,15,4,3,1,4,0,14,9.49848959981197,0.03694663125,0.99056640425,999,-0.608189971993639,0,0
6,1,local_delay_noloop,4,15,3,21,2,3,1,2,10.6178747020263,0.0351258875,0.9907848935,9,-0.510697756165203,0,0
6,1,local_delay_noloop,4,15,21,15,3,3,1,0,10.8982060370958,0.00605,0.994274,8,2.53682599814521,1,0
6,1,local_delay_noloop,7,16,7,12,1,4,0,0,9.25185988058195,0.00698775,0.99416147,999,-0.177190469180749,0,0
6,1,local_delay_noloop,7,16,12,11,2,3,1,0,9.37929165882718,0.008685909375,0.993957690875,999,-0.18525002851176,0,0
6,1,local_delay_noloop,7,16,11,10,3,3,1,0,9.46239186827274,0.017679784375,0.992878425875,999,-0.198344950734038,0,0
6,1,local_delay_noloop,7,16,10,16,4,3,1,0,10.8982060370958,0.003025,0.994637,8,2.53983284814521,1,0
6,1,local_delay_noloop,16,2,16,15,1,4,0,0,9.49848959981197,0.019732625,0.992632085,999,-0.20219036089225,0,0
6,1,local_delay_noloop,16,2,15,14,2,3,1,0,9.4864246426519,0.01241288125,0.99351045425,999,-0.194311287746747,0,0
6,1,local_delay_noloop,16,2,14,20,3,3,1,0,11.2139499366922,0.0009150625,0.9948901925,7,-0.503321354673893,0,0
6,1,local_delay_noloop,16,2,20,2,4,3,1,0,10.8982060370958,0,0.995,8,2.54283969814521,1,0
6,1,local_delay_noloop,5,9,5,4,1,4,0,2,9.46239186827274,0.032418346875,0.991109798375,999,-0.268550637414594,0,0
6,1,local_delay_noloop,5,9,4,3,2,3,1,15,9.49848959981197,0.04694663125,0.98936640425,999,-0.645907749771417,0,0
6,1,local_delay_noloop,5,9,3,9,3,3,1,0,11.5549581320874,0.062221121875,0.987533465375,6,2.37940429825188,1,0
6,1,local_delay_noloop,1,9,1,2,1,4,0,0,9.42658477444273,0.02138406875,0.99243391175,999,-0.200236654711288,0,0
6,1,local_delay_noloop,1,9,2,3,2,3,1,16,9.4864246426519,0.02274531875,0.99227056175,999,-0.649026175066191,0,0
6,1,local_delay_noloop,1,9,3,9,3,3,1,0,11.5549581320874,0.072221121875,0.986333465375,6,2.36946429825188,1,0
6,1,local_delay_noloop,1,9,1,2,1,4,0,1,9.42658477444273,0.03138406875,0.99123391175,999,-0.237954432489066,0,0
6,1,local_delay_noloop,1,9,2,3,2,3,1,17,9.4864246426519,0.03274531875,0.99107056175,999,-0.686743952843969,0,0
6,1,local_delay_noloop,1,9,3,9,3,3,1,0,11.5549581320874,0.082221121875,0.985133465375,6,2.35952429825188,1,0
6,1,local_delay_noloop,15,9,15,9,1,4,0,0,11.2139499366922,0.035403603125,0.990751567625,7,2.46239703594486,1,0
6,1,local_delay_noloop,3,9,3,9,1,4,0,0,11.5549581320874,0.092221121875,0.983933465375,6,2.34958429825188,1,0
6,1,local_delay_noloop,8,9,8,9,1,4,0,0,9.4864246426519,0.013820846875,0.993341498375,999,2.804289194422,1,0
6,1,local_delay_noloop,24,9,24,19,1,4,0,0,9.25185988058195,0,0.995,999,-0.170244645680749,0,0
6,1,local_delay_noloop,24,9,19,20,2,3,1,1,9.42658477444273,0.007924915625,0.994049010125,999,-0.214636034282816,0,0
6,1,local_delay_noloop,24,9,20,21,3,3,1,3,9.4864246426519,0.016003728125,0.993079552625,999,-0.28121392287383,0,0
6,1,local_delay_noloop,24,9,21,3,4,3,1,18,10.6178747020263,0.0451258875,0.9895848935,9,-0.965082200609647,0,0
6,1,local_delay_noloop,24,9,3,9,5,3,1,0,11.5549581320874,0.102221121875,0.982733465375,6,2.33964429825188,1,0
6,1,local_delay_noloop,21,9,21,3,1,4,0,19,10.6178747020263,0.0551258875,0.9883848935,9,-1.00279997838742,0,0
6,1,local_delay_noloop,21,9,3,9,2,3,1,0,11.5549581320874,0.112221121875,0.981533465375,6,2.32970429825188,1,0
6,1,local_delay_noloop,22,9,22,21,1,4,0,4,9.49848959981197,0.02457544375,0.99205094675,999,-0.318115233840861,0,0
6,1,local_delay_noloop,22,9,21,3,2,3,1,20,10.6178747020263,0.0651258875,0.9871848935,9,-1.0405177561652,0,0
6,1,local_delay_noloop,22,9,3,9,3,3,1,0,11.5549581320874,0.122221121875,0.980333465375,6,2.31976429825188,1,0
6,1,local_delay_noloop,5,9,5,4,1,4,0,3,9.46239186827274,0.042418346875,0.989909798375,999,-0.306268415192372,0,0
6,1,local_delay_noloop,5,9,4,3,2,3,1,21,9.49848959981197,0.05694663125,0.98816640425,999,-0.822514416438084,0,0
6,1,local_delay_noloop,5,9,3,9,3,3,1,0,11.5549581320874,0.132221121875,0.979133465375,6,2.30982429825188,1,0
7,1,local_delay_noloop,8,6,8,7,1,4,0,0,9.4864246426519,0.00528053453125,0.99436633585625,999,-0.187221735108309,0,0
7,1,local_delay_noloop,8,6,7,12,2,3,1,0,9.08419229574109,0.0093432625,0.9938788085,999,-0.171148469363706,0,0
7,1,local_delay_noloop,8,6,12,6,3,3,1,0,10.3819660112501,0.0009150625,0.9948901925,9,2.59065879397916,1,0
7,1,local_delay_noloop,12,14,12,7,1,4,0,1,9.08419229574109,0.0193432625,0.9926788085,999,-0.208866247141484,0,0
7,1,local_delay_noloop,12,14,7,8,2,3,1,0,9.4864246426519,0.01528053453125,0.99316633585625,999,-0.197161735108309,0,0
7,1,local_delay_noloop,12,14,8,14,3,3,1,0,11.2139499366922,0.00100656875,0.99487921175,6,2.45730197382789,1,0
7,1,local_delay_noloop,10,18,10,11,1,4,0,0,9.37929165882718,0.01522388140625,0.99317313423125,999,-0.191748772710823,0,0
7,1,local_delay_noloop,10,18,11,12,2,3,1,1,9.25185988058195,0.01027725015625,0.99376672998125,999,-0.208238010113839,0,0
7,1,local_delay_noloop,10,18,12,18,3,3,1,0,10.1980622641952,0.00100656875,0.99487921175,2,2.23309635745274,1,0
7,1,local_delay_noloop,4,18,4,5,1,4,0,0,9.37929165882718,0.02883009078125,0.99154038910625,999,-0.205273344829573,0,0
7,1,local_delay_noloop,4,18,5,6,2,3,1,0,9.25185988058195,0.0022173628125,0.9947339164625,999,-0.172448704316374,0,0
7,1,local_delay_noloop,4,18,6,24,3,3,1,0,10.0080514120095,0.00119186890625,0.99485697573125,4,-0.620087288293289,0,0
7,1,local_delay_noloop,4,18,24,18,4,3,1,0,10.0720742786083,0.00169515328125,0.99479658160625,3,2.23871130370802,1,0
7,1,local_delay_noloop,16,8,16,15,1,4,0,0,9.46239186827274,0.01635294375,0.99303764675,999,-0.197026071152788,0,0
7,1,local_delay_noloop,16,8,15,14,2,3,1,0,9.49848959981197,0.0123270846875,0.9935207498375,999,-0.194829253821625,0,0
7,1,local_delay_noloop,16,8,14,8,3,3,1,1,11.2139499366922,0.01100656875,0.99367921175,6,2.41958419605011,1,0
7,1,local_delay_noloop,10,9,10,9,1,4,0,0,9.46239186827274,0.02072051265625,0.99251353848125,999,2.7986325653544,1,0
7,1,local_delay_noloop,24,9,24,19,1,4,0,0,9.08419229574109,0.0055,0.99434,999,-0.167328266438706,0,0
7,1,local_delay_noloop,24,9,19,20,2,3,1,0,9.4864246426519,0.00985870359375,0.99381695556875,999,-0.191772435156434,0,0
7,1,local_delay_noloop,24,9,20,21,3,3,1,2,9.49848959981197,0.01430205046875,0.99328375394375,999,-0.252347925363743,0,0
7,1,local_delay_noloop,24,9,21,3,4,3,1,19,10.3819660112501,0.041319238125,0.990041691425,9,-0.977280734369866,0,0
7,1,local_delay_noloop,24,9,3,9,5,3,1,0,11.2139499366922,0.07822161703125,0.98561340595625,6,2.38055021583633,1,0
7,1,local_delay_noloop,15,9,15,9,1,4,0,0,10.8982060370958,0.02497198171875,0.99200336219375,7,2.48855326260249,1,0
7,1,local_delay_noloop,15,9,15,9,1,4,0,0,10.8982060370958,0.03497198171875,0.99080336219375,7,2.47861326260249,1,0
7,1,local_delay_noloop,1,9,1,2,1,4,0,0,9.4864246426519,0.0227612378125,0.9922686514625,999,-0.204597554169872,0,0
7,1,local_delay_noloop,1,9,2,3,2,3,1,20,9.49848959981197,0.0235099253125,0.9921788089625,999,-0.761500552958431,0,0
7,1,local_delay_noloop,1,9,3,9,3,3,1,0,11.2139499366922,0.08822161703125,0.98441340595625,6,2.37061021583633,1,0
7,1,local_delay_noloop,14,9,14,15,1,4,0,1,9.49848959981197,0.0223270846875,0.9923207498375,999,-0.232547031599403,0,0
7,1,local_delay_noloop,14,9,15,9,2,3,1,0,10.8982060370958,0.04497198171875,0.98960336219375,7,2.46867326260249,1,0
7,1,local_delay_noloop,19,9,19,20,1,4,0,1,9.4864246426519,0.01985870359375,0.99261695556875,999,-0.229490212934212,0,0
7,1,local_delay_noloop,19,9,20,21,2,3,1,3,9.49848959981197,0.02430205046875,0.99208375394375,999,-0.290065703141521,0,0
7,1,local_delay_noloop,19,9,21,3,3,3,1,21,10.3819660112501,0.051319238125,0.988841691425,9,-1.04277628992542,0,0
7,1,local_delay_noloop,19,9,3,9,4,3,1,0,11.2139499366922,0.09822161703125,0.98321340595625,6,2.36067021583633,1,0
7,1,local_delay_noloop,23,9,23,22,1,4,0,0,9.37929165882718,0.0095764315625,0.9938508282125,999,-0.186135207566135,0,0
7,1,local_delay_noloop,23,9,22,21,2,3,1,4,9.46239186827274,0.0190164940625,0.9927180207125,999,-0.310784751274524,0,0
7,1,local_delay_noloop,23,9,21,3,3,3,1,22,10.3819660112501,0.061319238125,0.987641691425,9,-1.0804940677032,0,0
7,1,local_delay_noloop,23,9,3,9,4,3,1,0,11.2139499366922,0.10822161703125,0.98201340595625,6,2.35073021583633,1,0
7,1,local_delay_noloop,17,9,17,16,1,4,0,0,9.37929165882718,0.00433406875,0.99447991175,999,-0.18092429893051,0,0
7,1,local_delay_noloop,17,9,16,15,2,3,1,2,9.46239186827274,0.02635294375,0.99183764675,999,-0.262521626708344,0,0
7,1,local_delay_noloop,17,9,15,9,3,3,1,0,10.8982060370958,0.05497198171875,0.98840336219375,7,2.45873326260249,1,0
7,1,local_delay_noloop,3,9,3,9,1,4,0,0,11.2139499366922,0.11822161703125,0.98081340595625,6,2.34079021583633,1,0
8,1,local_delay_noloop,6,11,6,5,1,4,0,0,9.08419229574109,0.006719549546875,0.994193654054375,999,-0.1685404986883,0,0
8,1,local_delay_noloop,6,11,5,11,2,3,1,0,10.3819660112501,0.0009150625,0.9948901925,8,2.56774212731249,1,0
8,1,local_delay_noloop,16,3,16,15,1,4,0,0,9.37929165882718,0.0199941190625,0.9926007057125,999,-0.196490388941135,0,0
8,1,local_delay_noloop,16,3,15,21,2,3,1,2,10.3819660112501,0.004855125,0.994417385,8,-0.491729850368061,0,0
8,1,local_delay_noloop,16,3,21,3,3,3,1,20,10.1980622641952,0.03922558096875,0.99029293028375,9,2.00621777041842,1,0
8,1,local_delay_noloop,10,8,10,9,1,4,0,0,9.37929165882718,0.0168962819609375,0.992972446164687,999,-0.193411138862182,0,0
8,1,local_delay_noloop,10,8,9,8,2,3,1,0,9.46239186827274,0.0072058061796875,0.994135303258437,999,2.8120661835921,1,0
8,1,local_delay_noloop,18,13,18,13,1,4,0,0,8.88167787843871,0,0.995,999,2.84826445442641,1,0
8,1,local_delay_noloop,4,23,4,5,1,4,0,1,9.25185988058195,0.0213565499296875,0.992437214008438,999,-0.219250834088636,0,0
8,1,local_delay_noloop,4,23,5,23,2,3,1,0,10.0080514120095,0.0050073685234375,0.994399115777188,3,2.23862010508723,1,0
8,1,local_delay_noloop,23,9,23,22,1,4,0,0,9.25185988058195,0.010767037359375,0.993707955516875,999,-0.180947080815968,0,0
8,1,local_delay_noloop,23,9,22,21,2,3,1,3,9.37929165882718,0.015959071734375,0.993084911391875,999,-0.275812885230312,0,0
8,1,local_delay_noloop,23,9,21,3,3,3,1,20,10.1980622641952,0.04922558096875,0.98909293028375,9,-1.00372222958158,0,0
8,1,local_delay_noloop,23,9,3,9,4,3,1,1,10.8982060370958,0.0705218893671875,0.986537373275937,6,2.37621316233645,1,0
8,1,local_delay_noloop,22,9,22,21,1,4,0,4,9.37929165882718,0.025959071734375,0.991884911391875,999,-0.31353066300809,0,0
8,1,local_delay_noloop,22,9,21,3,2,3,1,21,10.1980622641952,0.05922558096875,0.98789293028375,9,-1.04144000735936,0,0
8,1,local_delay_noloop,22,9,3,9,3,3,1,1,10.8982060370958,0.0805218893671875,0.985337373275938,6,2.36627316233645,1,0
8,1,local_delay_noloop,2,9,2,3,1,4,0,22,9.46239186827274,0.018430458921875,0.992788344929375,999,-0.810202232344743,0,0
8,1,local_delay_noloop,2,9,3,9,2,3,1,1,10.8982060370958,0.0905218893671875,0.984137373275938,6,2.35633316233645,1,0
8,1,local_delay_noloop,19,9,19,20,1,4,0,0,9.49848959981197,0.0164222869765625,0.993029325562813,999,-0.198899884896953,0,0
8,1,local_delay_noloop,19,9,20,21,2,3,1,5,9.46239186827274,0.0188661277578125,0.992736064669063,999,-0.338413064945443,0,0
8,1,local_delay_noloop,19,9,21,3,3,3,1,23,10.1980622641952,0.06922558096875,0.98669293028375,9,-1.10693556291492,0,0
8,1,local_delay_noloop,19,9,3,9,4,3,1,1,10.8982060370958,0.100521889367188,0.982937373275937,6,2.34639316233645,1,0
8,1,local_delay_noloop,3,9,3,9,1,4,0,1,10.8982060370958,0.110521889367188,0.981737373275937,6,2.33645316233645,1,0
8,1,local_delay_noloop,22,9,22,21,1,4,0,6,9.37929165882718,0.035959071734375,0.990684911391875,999,-0.379026218563646,0,0
8,1,local_delay_noloop,22,9,21,3,2,3,1,24,10.1980622641952,0.07922558096875,0.98549293028375,9,-1.1446533406927,0,0
8,1,local_delay_noloop,22,9,3,9,3,3,1,1,10.8982060370958,0.120521889367188,0.980537373275937,6,2.32651316233645,1,0
8,1,local_delay_noloop,15,9,15,9,1,4,0,1,10.6178747020263,0.0357345899453125,0.990711849206563,7,2.46409401900098,1,0
8,1,local_delay_noloop,24,9,24,19,1,4,0,0,8.88167787843871,0.008525,0.993977,999,-0.160209395573587,0,0
8,1,local_delay_noloop,24,9,19,20,2,3,1,1,9.49848959981197,0.0264222869765625,0.991829325562812,999,-0.236617662674731,0,0
8,1,local_delay_noloop,24,9,20,21,3,3,1,7,9.46239186827274,0.0288661277578125,0.991536064669063,999,-0.403908620500998,0,0
8,1,local_delay_noloop,24,9,21,3,4,3,1,25,10.1980622641952,0.08922558096875,0.98429293028375,9,-1.18237111847047,0,0
8,1,local_delay_noloop,24,9,3,9,5,3,1,1,10.8982060370958,0.130521889367188,0.979337373275938,6,2.31657316233645,1,0
8,1,local_delay_noloop,11,9,11,10,1,4,0,0,9.25185988058195,0.0138731347734375,0.993335223827188,999,-0.184034541645546,0,0
8,1,local_delay_noloop,11,9,10,9,2,3,1,1,9.37929165882718,0.0268962819609375,0.991772446164688,999,2.76887108336004,1,0
8,1,local_delay_noloop,16,9,16,15,1,4,0,1,9.37929165882718,0.0299941190625,0.9914007057125,999,-0.234208166718913,0,0
8,1,local_delay_noloop,16,9,15,9,2,3,1,1,10.6178747020263,0.0457345899453125,0.989511849206563,7,2.45415401900098,1,0
8,1,local_delay_noloop,19,9,19,20,1,4,0,2,9.49848959981197,0.0364222869765625,0.990629325562812,999,-0.274335440452509,0,0
8,1,local_delay_noloop,19,9,20,21,2,3,1,8,9.46239186827274,0.0388661277578125,0.990336064669063,999,-0.441626398278776,0,0
8,1,local_delay_noloop,19,9,21,3,3,3,1,26,10.1980622641952,0.09922558096875,0.98309293028375,9,-1.22008889624825,0,0
8,1,local_delay_noloop,19,9,3,9,4,3,1,1,10.8982060370958,0.140521889367188,0.978137373275938,6,2.30663316233645,1,0
8,1,local_delay_noloop,7,9,7,8,1,4,0,0,9.49848959981197,0.0139042939921875,0.993331484720937,999,-0.196396999870485,0,0
8,1,local_delay_noloop,7,9,8,9,2,3,1,1,9.46239186827274,0.0172058061796875,0.992935303258437,999,2.77434840581432,1,0
9,1,local_delay_noloop,16,20,16,15,1,4,0,0,9.25185988058195,0.021996765484375,0.992360388141875,999,-0.192109430572218,0,0
9,1,local_delay_noloop,16,20,15,14,2,3,1,0,9.37929165882718,0.00977894311796875,0.993826526825844,999,-0.186336504052271,0,0
9,1,local_delay_noloop,16,20,14,20,3,3,1,0,10.3819660112501,0.0018159935234375,0.994782080777188,7,2.53738231616091,1,0
9,1,local_delay_noloop,13,11,13,18,1,4,0,0,8.65082560867634,0.0055,0.99434,999,-0.145659932085468,0,0
9,1,local_delay_noloop,13,11,18,17,2,3,1,0,8.88167787843871,0,0.995,999,-0.151735545573587,0,0
9,1,local_delay_noloop,13,11,17,11,3,3,1,0,10.0720742786083,0.0001522435234375,0.994981730777188,9,2.60691162267396,1,0
9,1,local_delay_noloop,13,23,13,18,1,4,0,1,8.65082560867634,0.0155,0.99314,999,-0.183377709863246,0,0
9,1,local_delay_noloop,13,23,18,17,2,3,1,1,8.88167787843871,0.01,0.9938,999,-0.189453323351365,0,0
