episode,phase,scenario,status,delivered,dropped,hops,total_reward,control_overhead_ratio
365,train,fault_links,ttl_exceeded,0,1,12,-17.577550624461125,0.01064
366,train,low_load,ttl_exceeded,0,1,12,-17.916445573751446,0.01064
367,train,medium_load,delivered,1,0,3,-2.082655656313187,0.010752
368,train,hotspot_high_load,delivered,1,0,9,-9.568123614873096,0.010752
369,train,frequent_break,delivered,1,0,11,-10.508456653886544,0.010690909090909091
370,train,fault_links,delivered,1,0,3,-1.0965409913476527,0.010752
371,train,low_load,delivered,1,0,4,-1.8841411181174814,0.010752
372,train,medium_load,ttl_exceeded,0,1,12,-17.32251319299919,0.01064
373,train,hotspot_high_load,delivered,1,0,2,0.4551164226818585,0.010752
374,train,frequent_break,no_valid_action,0,1,3,-3.629443463752234,0.010752
375,train,fault_links,no_valid_action,0,1,11,-12.856327710272065,0.010690909090909091
376,train,low_load,ttl_exceeded,0,1,12,-15.736045737657925,0.01064
377,train,medium_load,ttl_exceeded,0,1,12,-16.19577217381095,0.01064
378,train,hotspot_high_load,delivered,1,0,5,-3.290961663382744,0.010752
379,train,frequent_break,no_valid_action,0,1,3,-3.626732375615695,0.010752
380,train,fault_links,ttl_exceeded,0,1,12,-17.413594711901254,0.01064
381,train,low_load,delivered,1,0,8,-6.642186476747177,0.010752
382,train,medium_load,delivered,1,0,6,-6.1760590959496025,0.010752
383,train,hotspot_high_load,delivered,1,0,7,-6.976809496791828,0.010752
384,train,frequent_break,no_valid_action,0,1,8,-9.349495008162053,0.010752
385,train,fault_links,delivered,1,0,7,-6.040619711921665,0.010752
386,train,low_load,ttl_exceeded,0,1,12,-18.48899634912135,0.01064
387,train,medium_load,delivered,1,0,4,-3.166460448738916,0.010752
388,train,hotspot_high_load,delivered,1,0,7,-7.822336922893825,0.010752
389,train,frequent_break,no_valid_action,0,1,5,-5.196609495106989,0.010752
390,train,fault_links,delivered,1,0,1,1.3533932041307901,0.010752
391,train,low_load,delivered,1,0,12,-11.244898531360318,0.01064
392,train,medium_load,delivered,1,0,2,-0.1508574939307863,0.010752
393,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.01704676515883,0.01064
394,train,frequent_break,delivered,1,0,4,-3.167088188911358,0.010752
395,train,fault_links,ttl_exceeded,0,1,12,-16.63728621927671,0.01064
396,train,low_load,ttl_exceeded,0,1,12,-16.752443198569615,0.01064
397,train,medium_load,delivered,1,0,4,-2.3408709744946603,0.010752
398,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.67855025824116,0.01064
399,train,frequent_break,no_valid_action,0,1,1,-0.7699968610862078,0.010752
400,train,fault_links,delivered,1,0,10,-8.795610649985935,0.0107296
400,eval,low_load,delivered,1,0,3,-2.01660679586921,0.010752
400,eval,medium_load,delivered,1,0,2,-0.2816067958692099,0.010752
400,eval,hotspot_high_load,delivered,1,0,2,-0.2816067958692099,0.010752
400,eval,frequent_break,delivered,1,0,2,-0.2816067958692099,0.010752
400,eval,fault_links,delivered,1,0,2,-0.2816067958692099,0.010752
401,train,low_load,delivered,1,0,8,-6.03209704865735,0.010752
402,train,medium_load,delivered,1,0,7,-6.58871364995659,0.010752
403,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.907077152947693,0.01064
404,train,frequent_break,no_valid_action,0,1,4,-4.0933331517138996,0.010752
405,train,fault_links,delivered,1,0,8,-7.99118411268124,0.010752
406,train,low_load,ttl_exceeded,0,1,12,-16.71426440639761,0.01064
407,train,medium_load,no_valid_action,0,1,11,-12.80416988144025,0.010690909090909091
408,train,hotspot_high_load,delivered,1,0,10,-9.696170831893346,0.0107296
409,train,frequent_break,no_valid_action,0,1,3,-3.6527002724573348,0.010752
410,train,fault_links,ttl_exceeded,0,1,12,-16.574320162935596,0.01064
411,train,low_load,delivered,1,0,10,-9.520759377985625,0.0107296
412,train,medium_load,delivered,1,0,3,-1.2499292957684873,0.010752
413,train,hotspot_high_load,delivered,1,0,12,-13.783726153134465,0.01064
414,train,frequent_break,no_valid_action,0,1,4,-6.471502348429302,0.010752
415,train,fault_links,delivered,1,0,2,-0.2816067958692099,0.010752
416,train,low_load,delivered,1,0,11,-10.744167047367885,0.010690909090909091
417,train,medium_load,delivered,1,0,8,-8.575867033548334,0.010752
418,train,hotspot_high_load,delivered,1,0,11,-9.610400790423236,0.010690909090909091
419,train,frequent_break,no_valid_action,0,1,3,-4.747629076040155,0.010752
420,train,fault_links,delivered,1,0,5,-4.6294961084463875,0.010752
421,train,low_load,ttl_exceeded,0,1,12,-18.41581352610637,0.01064
422,train,medium_load,delivered,1,0,12,-11.19881678091528,0.01064
423,train,hotspot_high_load,ttl_exceeded,0,1,12,-14.98337630080643,0.01064
424,train,frequent_break,no_valid_action,0,1,2,-2.116977645263299,0.010752
425,train,fault_links,ttl_exceeded,0,1,12,-16.28104441085227,0.01064
426,train,low_load,ttl_exceeded,0,1,12,-16.691000346919196,0.01064
427,train,medium_load,ttl_exceeded,0,1,12,-17.50766094910827,0.01064
428,train,hotspot_high_load,no_valid_action,0,1,9,-9.955561887261162,0.010752
429,train,frequent_break,no_valid_action,0,1,4,-5.302211301527289,0.010752
430,train,fault_links,delivered,1,0,1,0.6650760222723293,0.010752
431,train,low_load,delivered,1,0,5,-3.18747777036387,0.010752
432,train,medium_load,no_valid_action,0,1,7,-8.211318838920425,0.010752
433,train,hotspot_high_load,delivered,1,0,9,-9.457284909100686,0.010752
434,train,frequent_break,delivered,1,0,3,-1.6840022895001807,0.010752
435,train,fault_links,no_valid_action,0,1,11,-11.331944011671016,0.010690909090909091
436,train,low_load,delivered,1,0,7,-5.616136332600593,0.010752
437,train,medium_load,delivered,1,0,5,-3.7799205332951353,0.010752
438,train,hotspot_high_load,delivered,1,0,3,-1.868323020010033,0.010752
439,train,frequent_break,no_valid_action,0,1,5,-6.306410615692969,0.010752
440,train,fault_links,delivered,1,0,10,-11.279591020933063,0.0107296
441,train,low_load,ttl_exceeded,0,1,12,-16.71486263820627,0.01064
442,train,medium_load,ttl_exceeded,0,1,12,-17.139067731379903,0.01064
443,train,hotspot_high_load,delivered,1,0,1,1.3708711561140938,0.010752
444,train,frequent_break,ttl_exceeded,0,1,12,-16.98680078105574,0.01064
445,train,fault_links,delivered,1,0,7,-5.074623267369601,0.010752
446,train,low_load,delivered,1,0,10,-10.068149075085076,0.0107296
447,train,medium_load,delivered,1,0,4,-2.34087097449466,0.010752
448,train,hotspot_high_load,delivered,1,0,11,-9.969276326095953,0.010690909090909091
449,train,frequent_break,no_valid_action,0,1,11,-12.276027097430356,0.010690909090909091
450,train,fault_links,delivered,1,0,1,0.7493207305098519,0.010752
451,train,low_load,delivered,1,0,4,-1.7029543256381279,0.010752
452,train,medium_load,ttl_exceeded,0,1,12,-15.40195414794265,0.01064
453,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.130146651711794,0.01064
454,train,frequent_break,delivered,1,0,3,-1.6424116451058435,0.010752
455,train,fault_links,delivered,1,0,4,-3.1480055835865532,0.010752
456,train,low_load,delivered,1,0,2,-0.4069763868230387,0.010752
457,train,medium_load,delivered,1,0,1,0.565,0.010752
458,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.969095493298656,0.01064
459,train,frequent_break,no_valid_action,0,1,9,-10.490619461612223,0.010752
460,train,fault_links,delivered,1,0,10,-9.29829736074144,0.0107296
461,train,low_load,delivered,1,0,2,0.006412419953699011,0.010752
462,train,medium_load,delivered,1,0,7,-6.210370401854101,0.010752
463,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.652662956494307,0.01064
464,train,frequent_break,no_valid_action,0,1,10,-9.669572396054727,0.0107296
465,train,fault_links,delivered,1,0,1,0.565,0.010752
466,train,low_load,delivered,1,0,6,-5.421071808237018,0.010752
467,train,medium_load,delivered,1,0,11,-11.122211910584962,0.010690909090909091
468,train,hotspot_high_load,delivered,1,0,10,-8.279580978272609,0.0107296
469,train,frequent_break,no_valid_action,0,1,5,-6.498281319540191,0.010752
470,train,fault_links,no_valid_action,0,1,8,-10.552066414415796,0.010752
471,train,low_load,ttl_exceeded,0,1,12,-15.977216023482852,0.01064
472,train,medium_load,delivered,1,0,3,-0.9497484525248119,0.010752
473,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.764186316009706,0.01064
474,train,frequent_break,no_valid_action,0,1,6,-6.958974379758754,0.010752
475,train,fault_links,delivered,1,0,5,-4.308216910651476,0.010752
476,train,low_load,ttl_exceeded,0,1,12,-18.97163617237882,0.01064
477,train,medium_load,delivered,1,0,3,-1.6544229326781608,0.010752
478,train,hotspot_high_load,delivered,1,0,6,-5.1925389987187405,0.010752
479,train,frequent_break,no_valid_action,0,1,5,-5.360630926394653,0.010752
480,train,fault_links,delivered,1,0,11,-9.851229221944218,0.010690909090909091
481,train,low_load,delivered,1,0,3,-0.9263583873078138,0.010752
482,train,medium_load,delivered,1,0,8,-9.085759707070341,0.010752
483,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.228360073134052,0.01064
484,train,frequent_break,no_valid_action,0,1,9,-8.788056628945455,0.010752
485,train,fault_links,delivered,1,0,3,-1.538819685460342,0.010752
486,train,low_load,delivered,1,0,2,-0.6598867162319337,0.010752
487,train,medium_load,ttl_exceeded,0,1,12,-16.053458298720717,0.01064
488,train,hotspot_high_load,no_valid_action,0,1,11,-13.068104365898584,0.010690909090909091
489,train,frequent_break,delivered,1,0,2,-0.2529593450254519,0.010752
490,train,fault_links,ttl_exceeded,0,1,12,-17.50349332964595,0.01064
491,train,low_load,ttl_exceeded,0,1,12,-16.368537779972932,0.01064
492,train,medium_load,no_valid_action,0,1,6,-7.287100484889778,0.010752
493,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.980404089799215,0.01064
494,train,frequent_break,delivered,1,0,4,-1.7049338513749586,0.010752
495,train,fault_links,no_valid_action,0,1,11,-12.329936503150574,0.010690909090909091
496,train,low_load,ttl_exceeded,0,1,12,-17.14581680497661,0.01064
497,train,medium_load,ttl_exceeded,0,1,12,-16.878587763910605,0.01064
498,train,hotspot_high_load,delivered,1,0,8,-7.0975718772821645,0.010752
499,train,frequent_break,no_valid_action,0,1,8,-9.948035738023856,0.010752
500,train,fault_links,ttl_exceeded,0,1,12,-18.03408223974324,0.01064
500,eval,low_load,delivered,1,0,2,-0.7840066129994272,0.010752
500,eval,medium_load,delivered,1,0,2,-0.7840066129994272,0.010752
500,eval,hotspot_high_load,delivered,1,0,2,-0.7840066129994272,0.010752
500,eval,frequent_break,delivered,1,0,2,-0.7549299675517245,0.010752
500,eval,fault_links,delivered,1,0,4,-2.6429621959357137,0.010752
501,train,low_load,delivered,1,0,1,1.3395691390712476,0.010752
502,train,medium_load,ttl_exceeded,0,1,12,-17.603187910434432,0.01064
503,train,hotspot_high_load,delivered,1,0,7,-7.248376923144445,0.010752
504,train,frequent_break,no_valid_action,0,1,5,-5.08673248640595,0.010752
505,train,fault_links,ttl_exceeded,0,1,12,-17.270193697775348,0.01064
506,train,low_load,ttl_exceeded,0,1,12,-15.33070359982221,0.01064
507,train,medium_load,ttl_exceeded,0,1,12,-16.94010731767952,0.01064
508,train,hotspot_high_load,no_valid_action,0,1,11,-13.07785670531793,0.010690909090909091
509,train,frequent_break,delivered,1,0,3,-1.6544229326781608,0.010752
510,train,fault_links,delivered,1,0,7,-8.036117931323261,0.010752
511,train,low_load,delivered,1,0,10,-9.685606843277164,0.0107296
512,train,medium_load,delivered,1,0,7,-5.651983973578674,0.010752
513,train,hotspot_high_load,delivered,1,0,9,-7.68184394907539,0.010752
514,train,frequent_break,no_valid_action,0,1,8,-9.162037760080722,0.010752
515,train,fault_links,delivered,1,0,8,-7.080674764371468,0.010752
516,train,low_load,ttl_exceeded,0,1,12,-16.721475831153832,0.01064
517,train,medium_load,delivered,1,0,11,-10.72391206626982,0.010690909090909091
518,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.393657337439414,0.01064
519,train,frequent_break,ttl_exceeded,0,1,12,-17.58694022923338,0.01064
520,train,fault_links,delivered,1,0,4,-2.56845500588957,0.010752
521,train,low_load,ttl_exceeded,0,1,12,-16.819054950926045,0.01064
522,train,medium_load,delivered,1,0,3,-0.8967542166409586,0.010752
523,train,hotspot_high_load,delivered,1,0,7,-6.234092381617343,0.010752
524,train,frequent_break,no_valid_action,0,1,5,-6.349018440975054,0.010752
525,train,fault_links,ttl_exceeded,0,1,12,-17.878508069751252,0.01064
526,train,low_load,delivered,1,0,5,-4.101556842548861,0.010752
527,train,medium_load,delivered,1,0,5,-3.7680481534400037,0.010752
528,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.397210394088123,0.01064
529,train,frequent_break,delivered,1,0,1,1.3533932041307901,0.010752
530,train,fault_links,ttl_exceeded,0,1,12,-16.13027079344949,0.01064
531,train,low_load,ttl_exceeded,0,1,12,-15.065611844796507,0.01064
532,train,medium_load,delivered,1,0,2,-0.11111013041890039,0.010752
533,train,hotspot_high_load,delivered,1,0,5,-3.71359099807651,0.010752
534,train,frequent_break,no_valid_action,0,1,2,-2.2659275263790617,0.010752
535,train,fault_links,delivered,1,0,6,-4.331527649104826,0.010752
536,train,low_load,delivered,1,0,8,-7.5640471985928865,0.010752
537,train,medium_load,ttl_exceeded,0,1,12,-17.67026657795451,0.01064
538,train,hotspot_high_load,no_valid_action,0,1,7,-8.007652731991406,0.010752
539,train,frequent_break,delivered,1,0,2,-0.7549299675517245,0.010752
540,train,fault_links,delivered,1,0,6,-5.286292097945564,0.010752
541,train,low_load,delivered,1,0,6,-4.778077462358899,0.010752
542,train,medium_load,delivered,1,0,12,-10.548139018328419,0.01064
543,train,hotspot_high_load,delivered,1,0,2,-0.11111013041890039,0.010752
544,train,frequent_break,no_valid_action,0,1,11,-12.854816067527395,0.010690909090909091
545,train,fault_links,ttl_exceeded,0,1,12,-19.586153218710784,0.01064
546,train,low_load,ttl_exceeded,0,1,12,-18.49305557305885,0.01064
547,train,medium_load,delivered,1,0,5,-3.884542054597799,0.010752
548,train,hotspot_high_load,delivered,1,0,1,1.3251132837680664,0.010752
549,train,frequent_break,delivered,1,0,5,-4.303008434496814,0.010752
550,train,fault_links,delivered,1,0,10,-8.940821033684085,0.0107296
551,train,low_load,delivered,1,0,2,-0.36353416707569153,0.010752
552,train,medium_load,delivered,1,0,11,-9.31782453173152,0.010690909090909091
553,train,hotspot_high_load,delivered,1,0,11,-8.90204553437498,0.010690909090909091
554,train,frequent_break,ttl_exceeded,0,1,12,-17.281817363557277,0.01064
555,train,fault_links,delivered,1,0,10,-9.67761441053806,0.0107296
556,train,low_load,ttl_exceeded,0,1,12,-18.21433740313111,0.01064
557,train,medium_load,delivered,1,0,11,-10.187180092775137,0.010690909090909091
558,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.124783105064544,0.01064
559,train,frequent_break,delivered,1,0,3,-1.0340496826997847,0.010752
560,train,fault_links,delivered,1,0,7,-6.254569381990041,0.010752
561,train,low_load,ttl_exceeded,0,1,12,-15.688585190927387,0.01064
562,train,medium_load,delivered,1,0,10,-9.179644613902937,0.0107296
563,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.37881596612639,0.01064
564,train,frequent_break,delivered,1,0,3,-1.8710341081465711,0.010752
565,train,fault_links,ttl_exceeded,0,1,12,-17.26711237571748,0.01064
566,train,low_load,ttl_exceeded,0,1,12,-16.965751416093678,0.01064
567,train,medium_load,ttl_exceeded,0,1,12,-17.219335851316625,0.01064
568,train,hotspot_high_load,delivered,1,0,3,-1.6840022895001807,0.010752
569,train,frequent_break,no_valid_action,0,1,1,-1.1776540638431852,0.010752
570,train,fault_links,delivered,1,0,3,-0.9176477860156003,0.010752
571,train,low_load,delivered,1,0,4,-2.2709458121815347,0.010752
572,train,medium_load,delivered,1,0,10,-9.733694066911657,0.0107296
573,train,hotspot_high_load,ttl_exceeded,0,1,12,-15.714808617306456,0.01064
574,train,frequent_break,no_valid_action,0,1,6,-7.921367364373178,0.010752
575,train,fault_links,no_valid_action,0,1,9,-9.825339663395287,0.010752
576,train,low_load,delivered,1,0,4,-2.48574421016272,0.010752
577,train,medium_load,delivered,1,0,12,-9.700820182697575,0.01064
578,train,hotspot_high_load,delivered,1,0,2,-0.2812392653881757,0.010752
579,train,frequent_break,no_valid_action,0,1,0,0.0,0.0
580,train,fault_links,ttl_exceeded,0,1,12,-15.307486103642177,0.01064
581,train,low_load,delivered,1,0,4,-2.28051181233899,0.010752
582,train,medium_load,ttl_exceeded,0,1,12,-18.257114302463805,0.01064
583,train,hotspot_high_load,no_valid_action,0,1,9,-11.293009055746587,0.010752
584,train,frequent_break,delivered,1,0,3,-1.0965409913476527,0.010752
585,train,fault_links,ttl_exceeded,0,1,12,-16.636114893994517,0.01064
586,train,low_load,ttl_exceeded,0,1,12,-14.55925686081466,0.01064
587,train,medium_load,ttl_exceeded,0,1,12,-18.372755762872092,0.01064
588,train,hotspot_high_load,delivered,1,0,6,-3.663641493752643,0.010752
589,train,frequent_break,ttl_exceeded,0,1,12,-17.288233474472477,0.01064
590,train,fault_links,ttl_exceeded,0,1,12,-17.069908377144806,0.01064
591,train,low_load,delivered,1,0,4,-4.302175628095396,0.010752
592,train,medium_load,delivered,1,0,7,-6.02321063282389,0.010752
593,train,hotspot_high_load,delivered,1,0,10,-10.415822866187575,0.0107296
594,train,frequent_break,delivered,1,0,1,0.565,0.010752
595,train,fault_links,ttl_exceeded,0,1,12,-17.162821325338296,0.01064
596,train,low_load,delivered,1,0,12,-10.861113662624215,0.01064
597,train,medium_load,ttl_exceeded,0,1,12,-17.237146852593014,0.01064
598,train,hotspot_high_load,delivered,1,0,5,-4.0821024567333275,0.010752
599,train,frequent_break,delivered,1,0,4,-2.700610269954845,0.010752
600,train,fault_links,no_valid_action,0,1,10,-12.463426242453679,0.0107296
600,eval,low_load,delivered,1,0,3,-1.801707387812665,0.010752
600,eval,medium_load,delivered,1,0,3,-1.801707387812665,0.010752
600,eval,hotspot_high_load,delivered,1,0,1,0.6650760222723293,0.010752
600,eval,frequent_break,delivered,1,0,3,-1.801707387812665,0.010752
600,eval,fault_links,delivered,1,0,3,-1.801707387812665,0.010752
601,train,low_load,delivered,1,0,3,-0.9918643614952329,0.010752
602,train,medium_load,delivered,1,0,1,1.3708711561140938,0.010752
603,train,hotspot_high_load,delivered,1,0,2,-0.1508574939307863,0.010752
604,train,frequent_break,no_valid_action,0,1,3,-3.6840022895001807,0.010752
605,train,fault_links,delivered,1,0,9,-8.684832354202108,0.010752
606,train,low_load,delivered,1,0,12,-12.362533352925201,0.01064
607,train,medium_load,delivered,1,0,8,-7.75772372260628,0.010752
608,train,hotspot_high_load,delivered,1,0,7,-6.1469346085355205,0.010752
609,train,frequent_break,no_valid_action,0,1,9,-9.962764970684438,0.010752
610,train,fault_links,delivered,1,0,3,-1.8544989549504907,0.010752
611,train,low_load,delivered,1,0,9,-7.429696322513468,0.010752
612,train,medium_load,delivered,1,0,3,-1.8710341081465711,0.010752
613,train,hotspot_high_load,delivered,1,0,4,-3.157579707895663,0.010752
614,train,frequent_break,ttl_exceeded,0,1,12,-17.81113822423241,0.01064
615,train,fault_links,delivered,1,0,8,-7.063744446682197,0.010752
616,train,low_load,ttl_exceeded,0,1,12,-15.507840416592316,0.01064
617,train,medium_load,delivered,1,0,10,-8.56625833069284,0.0107296
618,train,hotspot_high_load,delivered,1,0,3,-1.2499292957684873,0.010752
619,train,frequent_break,delivered,1,0,4,-2.906975958321941,0.010752
620,train,fault_links,delivered,1,0,1,0.6650760222723293,0.010752
621,train,low_load,ttl_exceeded,0,1,12,-16.136560054143324,0.01064
622,train,medium_load,delivered,1,0,7,-6.1950630601990415,0.010752
623,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.489122145750393,0.01064
624,train,frequent_break,no_valid_action,0,1,3,-3.693568289657636,0.010752
625,train,fault_links,delivered,1,0,9,-6.7606878833166455,0.010752
626,train,low_load,delivered,1,0,3,-0.9918643614952325,0.010752
627,train,medium_load,ttl_exceeded,0,1,12,-16.878425916671084,0.01064
628,train,hotspot_high_load,delivered,1,0,6,-4.212965363176286,0.010752
629,train,frequent_break,no_valid_action,0,1,10,-13.240194647524431,0.0107296
630,train,fault_links,ttl_exceeded,0,1,12,-16.39379381492002,0.01064
631,train,low_load,ttl_exceeded,0,1,12,-16.89010172289411,0.01064
632,train,medium_load,no_valid_action,0,1,11,-12.28584116721052,0.010690909090909091
633,train,hotspot_high_load,delivered,1,0,1,1.3300031389137923,0.010752
634,train,frequent_break,no_valid_action,0,1,9,-10.656090376489022,0.010752
635,train,fault_links,delivered,1,0,2,0.5446323287817596,0.010752
636,train,low_load,ttl_exceeded,0,1,12,-15.166438517289727,0.01064
637,train,medium_load,delivered,1,0,6,-4.2607572227238,0.010752
638,train,hotspot_high_load,delivered,1,0,12,-12.395411754404394,0.01064
639,train,frequent_break,no_valid_action,0,1,9,-11.228207687442271,0.010752
640,train,fault_links,delivered,1,0,2,-0.016977645263298813,0.010752
641,train,low_load,delivered,1,0,7,-6.009082837671669,0.010752
642,train,medium_load,delivered,1,0,5,-4.398565150743844,0.010752
643,train,hotspot_high_load,ttl_exceeded,0,1,12,-18.393002927175324,0.01064
644,train,frequent_break,no_valid_action,0,1,8,-9.415646785459838,0.010752
645,train,fault_links,delivered,1,0,12,-12.043492420632285,0.01064
646,train,low_load,ttl_exceeded,0,1,12,-17.192368700418456,0.01064
647,train,medium_load,delivered,1,0,7,-5.536994620070185,0.010752
648,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.238751447252227,0.01064
649,train,frequent_break,ttl_exceeded,0,1,12,-16.917450412241177,0.01064
650,train,fault_links,no_valid_action,0,1,8,-9.1854161380593,0.010752
651,train,low_load,ttl_exceeded,0,1,12,-16.465847164301515,0.01064
652,train,medium_load,ttl_exceeded,0,1,12,-16.200578165291144,0.01064
653,train,hotspot_high_load,delivered,1,0,4,-2.9540941629737185,0.010752
654,train,frequent_break,delivered,1,0,5,-4.0189552905265975,0.010752
655,train,fault_links,no_valid_action,0,1,9,-12.223039374965428,0.010752
656,train,low_load,ttl_exceeded,0,1,12,-17.779833654262422,0.01064
657,train,medium_load,delivered,1,0,6,-3.7599527459174324,0.010752
658,train,hotspot_high_load,delivered,1,0,1,0.6650760222723293,0.010752
659,train,frequent_break,delivered,1,0,3,-1.8710341081465711,0.010752
660,train,fault_links,delivered,1,0,8,-6.809205642481057,0.010752
661,train,low_load,delivered,1,0,8,-7.742564301330232,0.010752
662,train,medium_load,delivered,1,0,11,-10.132093301243197,0.010690909090909091
663,train,hotspot_high_load,delivered,1,0,11,-8.96698654218438,0.010690909090909091
664,train,frequent_break,no_valid_action,0,1,5,-6.807576104080416,0.010752
665,train,fault_links,ttl_exceeded,0,1,12,-17.66710564148217,0.01064
666,train,low_load,ttl_exceeded,0,1,12,-16.149178151799024,0.01064
667,train,medium_load,delivered,1,0,2,-0.7840066129994272,0.010752
668,train,hotspot_high_load,delivered,1,0,9,-8.1745751304698,0.010752
669,train,frequent_break,no_valid_action,0,1,5,-5.44067790328526,0.010752
670,train,fault_links,ttl_exceeded,0,1,12,-16.825740967031674,0.01064
671,train,low_load,delivered,1,0,8,-7.051171558885883,0.010752
672,train,medium_load,delivered,1,0,9,-8.285493938882645,0.010752
673,train,hotspot_high_load,delivered,1,0,5,-3.7506263152852606,0.010752
674,train,frequent_break,delivered,1,0,1,1.3912391246509694,0.010752
675,train,fault_links,delivered,1,0,4,-2.1695630019808694,0.010752
676,train,low_load,delivered,1,0,10,-10.195582932096004,0.0107296
677,train,medium_load,delivered,1,0,4,-3.50739658374507,0.010752
678,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.587463459316975,0.01064
679,train,frequent_break,no_valid_action,0,1,3,-4.661358538980296,0.010752
680,train,fault_links,ttl_exceeded,0,1,12,-16.380230122488907,0.01064
681,train,low_load,delivered,1,0,4,-2.3517280521164485,0.010752
682,train,medium_load,delivered,1,0,5,-3.330899414083978,0.010752
683,train,hotspot_high_load,delivered,1,0,12,-10.62698812476665,0.01064
684,train,frequent_break,no_valid_action,0,1,8,-9.511402383537046,0.010752
685,train,fault_links,delivered,1,0,3,-0.39149037318735136,0.010752
686,train,low_load,delivered,1,0,7,-5.3673759726777135,0.010752
687,train,medium_load,delivered,1,0,3,-1.0346784200765362,0.010752
688,train,hotspot_high_load,delivered,1,0,3,-1.0796948296079878,0.010752
689,train,frequent_break,ttl_exceeded,0,1,12,-16.43353202454665,0.01064
690,train,fault_links,delivered,1,0,11,-9.42613769082838,0.010690909090909091
691,train,low_load,delivered,1,0,3,-1.2594038415100386,0.010752
692,train,medium_load,delivered,1,0,2,-0.2529593450254519,0.010752
693,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.253987926423356,0.01064
694,train,frequent_break,delivered,1,0,5,-5.13127338797012,0.010752
695,train,fault_links,ttl_exceeded,0,1,12,-17.18281867173661,0.01064
696,train,low_load,ttl_exceeded,0,1,12,-18.157837843670002,0.01064
697,train,medium_load,delivered,1,0,9,-7.823274032091852,0.010752
698,train,hotspot_high_load,delivered,1,0,11,-10.779772089609363,0.010690909090909091
699,train,frequent_break,no_valid_action,0,1,3,-3.754131424469456,0.010752
700,train,fault_links,ttl_exceeded,0,1,12,-18.426242188183117,0.01064
700,eval,low_load,delivered,1,0,3,-1.3432576877718123,0.010752
700,eval,medium_load,delivered,1,0,3,-1.3432576877718123,0.010752
700,eval,hotspot_high_load,delivered,1,0,1,0.565,0.010752
700,eval,frequent_break,delivered,1,0,3,-1.3432576877718123,0.010752
700,eval,fault_links,delivered,1,0,7,-4.82481095335104,0.010752
701,train,low_load,ttl_exceeded,0,1,12,-17.154689956552488,0.01064
702,train,medium_load,delivered,1,0,11,-10.196891926008494,0.010690909090909091
703,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.056137852722834,0.01064
704,train,frequent_break,delivered,1,0,4,-2.1695630019808694,0.010752
705,train,fault_links,delivered,1,0,3,-0.9176477860156003,0.010752
706,train,low_load,ttl_exceeded,0,1,12,-17.44658885522572,0.01064
707,train,medium_load,ttl_exceeded,0,1,12,-16.29256621524776,0.01064
708,train,hotspot_high_load,delivered,1,0,3,-2.0879593450254523,0.010752
709,train,frequent_break,delivered,1,0,2,-0.29543086092875237,0.010752
710,train,fault_links,delivered,1,0,12,-12.529765520863902,0.01064
711,train,low_load,ttl_exceeded,0,1,12,-17.20118206220922,0.01064
712,train,medium_load,delivered,1,0,11,-9.728927893141849,0.010690909090909091
713,train,hotspot_high_load,delivered,1,0,4,-2.1264903731873512,0.010752
714,train,frequent_break,no_valid_action,0,1,11,-12.661596635792888,0.010690909090909091
715,train,fault_links,delivered,1,0,1,0.565,0.010752
716,train,low_load,delivered,1,0,2,-0.18153077359688052,0.010752
717,train,medium_load,delivered,1,0,7,-6.638213771737681,0.010752
718,train,hotspot_high_load,delivered,1,0,10,-9.428876863000674,0.0107296
719,train,frequent_break,no_valid_action,0,1,7,-9.424216896216102,0.010752
720,train,fault_links,delivered,1,0,7,-5.218595757787085,0.010752
721,train,low_load,ttl_exceeded,0,1,12,-17.9378249031446,0.01064
722,train,medium_load,delivered,1,0,7,-7.097600784102286,0.010752
723,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.73233668576453,0.01064
724,train,frequent_break,no_valid_action,0,1,1,-0.7604308609287525,0.010752
725,train,fault_links,delivered,1,0,11,-9.843258558644022,0.010690909090909091
726,train,low_load,delivered,1,0,2,-0.2816067958692099,0.010752
727,train,medium_load,ttl_exceeded,0,1,12,-16.461494636377193,0.01064
728,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.693479997907602,0.01064
729,train,frequent_break,delivered,1,0,5,-5.1719776452633,0.010752
730,train,fault_links,delivered,1,0,9,-8.566723431522908,0.010752
