packet_id,delivered,delay_ms
1,1,1855.11
2,1,1716.89
3,1,1029.33
4,1,341.778
5,1,687.556
6,1,345.778
7,1,691.556
8,1,687.556
9,1,683.556
10,1,1029.33
11,1,1375.11
12,1,2188.89
13,1,1017.33
14,1,679.556
15,1,1692.89
16,1,1025.33
17,1,1351.11
18,1,2042.67
19,1,687.556
20,1,1033.33
21,1,1876.44
22,1,859.111
23,1,1518.67
24,1,1021.33
25,1,708.889
26,1,1033.33
27,1,345.778
28,1,1371.11
29,1,684.889
30,1,687.556
31,1,852.444
32,1,687.556
33,1,1033.33
34,1,1371.11
35,1,1521.33
36,1,1210.22
37,1,1025.33
38,1,687.556
39,1,1355.11
40,1,345.778
41,1,522.667
42,1,1377.78
43,1,1192.89
44,1,859.111
45,1,345.778
46,1,1211.56
47,1,1029.33
48,1,544
49,1,1029.33
50,1,687.556
51,1,1029.33
52,1,1045.33
53,1,1033.33
54,1,683.556
55,1,1371.11
56,1,879.111
57,1,1029.33
58,1,345.778
59,1,1855.11
60,1,683.556
61,1,687.556
62,1,1196.89
63,1,683.556
64,1,1029.33
65,1,1021.33
66,1,687.556
67,1,363.111
68,1,1188.89
69,1,1030.67
70,1,687.556
71,1,2867.11
72,1,1716.89
73,1,1025.33
74,1,341.778
75,1,1550.67
76,1,1359.11
77,1,2058.67
78,1,1375.11
79,1,2052
80,1,1718.22
81,1,1033.33
82,1,687.556
83,1,1384.44
84,1,522.667
85,1,359.111
86,1,702.222
87,1,1716.89
88,1,690.222
89,1,1029.33
90,1,683.556
91,1,2053.33
92,1,1719.56
93,1,341.778
94,1,687.556
95,1,1029.33
96,1,341.778
97,1,885.778
98,1,363.111
99,1,345.778
100,1,1025.33
101,1,1887.11
102,1,1029.33
103,1,2054.67
104,1,1371.11
105,1,1025.33
106,1,1679.56
107,1,683.556
108,1,1720.89
109,1,1888.44
110,1,1859.11
111,1,345.778
112,1,1684.89
113,1,687.556
114,1,683.556
115,1,1029.33
116,1,1680.89
117,1,345.778
118,1,521.333
119,1,1347.11
120,1,517.333
121,1,687.556
122,1,351.111
123,1,683.556
124,1,1371.11
125,1,345.778
126,1,1033.33
127,1,1855.11
128,1,683.556
129,1,1033.33
130,1,1014.67
131,1,1212.89
132,1,683.556
133,1,1371.11
134,1,687.556
135,1,1371.11
136,1,1375.11
137,1,1025.33
138,1,1021.33
139,1,683.556
140,1,345.778
141,1,687.556
142,1,1204.89
143,1,1188.89
144,1,683.556
145,1,683.556
146,1,1025.33
147,1,708.889
148,1,683.556
149,1,700.889
150,1,341.778
151,1,538.667
152,1,1029.33
153,1,522.667
154,1,1351.11
155,1,1029.33
156,1,1029.33
157,1,1371.11
158,1,863.111
159,1,1033.33
160,1,341.778
161,1,683.556
162,1,345.778
163,1,1179.56
164,1,341.778
166,1,683.556
167,1,341.778
168,1,1029.33
169,1,683.556
171,1,345.778
172,1,691.556
174,1,683.556
175,1,341.778
176,1,341.778
180,1,341.778
181,1,345.778
182,1,345.778
184,1,341.778
185,1,341.778
1000001,1,1029.33
1000002,1,687.556
1000003,1,345.778
1000004,1,687.556
1000005,1,1700.89
1000006,1,1021.33
1000007,1,1355.11
1000008,1,683.556
1000009,1,1688.89
1000010,1,683.556
1000011,1,1021.33
1000012,1,1371.11
1000013,1,341.778
1000014,1,345.778
1000015,1,345.778
1000016,1,1521.33
1000017,1,2356.44
1000018,1,1343.11
1000019,1,2190.22
1000020,1,1029.33
1000021,1,1029.33
1000022,1,1522.67
1000023,1,1033.33
1000024,1,1029.33
1000025,1,687.556
1000026,1,1716.89
1000027,1,345.778
1000028,1,1530.67
1000029,1,863.111
1000030,1,341.778
1000031,1,1524
1000032,1,1517.33
1000033,1,1175.56
1000034,1,1033.33
1000035,1,708.889
1000036,1,696.889
1000037,1,1396.44
1000038,1,1025.33
1000039,1,1357.78
1000040,1,1029.33
1000041,1,683.556
