group,ratio_mean,ratio_ci95_low,ratio_ci95_high,n_paired
exo10,0.9985257396213542,0.9811547934968092,1.0157798730341818,15
exo14,0.9769434167098306,0.9606403211459578,0.9952993407225676,15
exo2,0.9744810417649437,0.9652221308404939,0.9832476458893838,15
exo20,0.9618186952649012,0.9494320599913932,0.9733158660456074,15
exo28,0.968933897573493,0.9538049957103593,0.982811626474239,15
exo4,0.9886343541942957,0.9689020059054821,1.0089908202490583,15
exo6,1.0025735544386074,0.9906525803241008,1.015002459934479,15
exo8,1.0304860875353419,1.0174822243420794,1.0423612711462733,15
