group,ratio_mean,ratio_ci95_low,ratio_ci95_high,n_paired
exo10,1.0681361423927844,1.0511522433877152,1.0856554837121888,15
exo14,1.046363092470464,1.030715855902328,1.0643387751047948,15
exo2,0.9954206064362606,0.9886104783599092,1.0022911482403132,15
exo20,1.0281717886643087,1.0120290216116932,1.0436121114500028,15
exo28,1.0294504096811088,1.0164050295035292,1.0423958561483104,15
exo4,1.0470037039572537,1.0272163752549968,1.0664238385267237,15
exo6,1.0693964807379772,1.056875292877226,1.082255369120616,15
exo8,1.1006599438217557,1.08631974248927,1.1162780632984903,15
