scenario,policy,policy_seed,workload_seed,generated,delivered,dropped,backlog,delivery_ratio,drop_rate,throughput_packets_per_slot,average_delay_slots,p95_delay_slots,mean_queue_packets,max_queue_packets,routing_switches,episode_reward,global_delay_cost,global_queue_cost,global_load_imbalance,global_switch_cost,global_throughput_reward,global_control_overhead_ratio,global_drop_cost,class_0_delivery_ratio,class_1_delivery_ratio,class_2_delivery_ratio
low_load,mappo,7,11001,66,60,0,6,0.9090909090909091,0.0,2.0,3.9,7.0,0.25972222222222224,2,1,12.813095332719309,0.18771528211258712,0.005771604938271605,0.8263448963887166,0.005555555555555555,0.35857142857142854,0.13961512572359683,0.0,1.0,0.8235294117647058,0.8
low_load,mappo,7,11002,66,59,0,7,0.8939393939393939,0.0,1.9666666666666666,5.135593220338983,9.0,0.36666666666666664,3,1,5.8843231038597565,0.251599224352322,0.008179012345679013,0.7918675681212354,0.005555555555555555,0.2729016354016354,0.11218865189179071,0.0,0.896551724137931,0.88,0.9166666666666666
low_load,mappo,7,11003,66,59,1,6,0.8939393939393939,0.015151515151515152,1.9666666666666666,4.254237288135593,8.0,0.2986111111111111,3,1,8.27430415270132,0.2164565707129866,0.006635802469135802,0.8074684093508288,0.005555555555555555,0.30158730158730157,0.1263018890562549,0.005555555555555555,0.9354838709677419,0.7777777777777778,0.9411764705882353
low_load,mappo,7,11004,66,61,0,5,0.9242424242424242,0.0,2.033333333333333,4.163934426229508,6.0,0.2847222222222222,3,1,10.891851995671168,0.19979078163072306,0.0062962962962962955,0.8078432045156315,0.0047619047619047615,0.33123015873015876,0.12834064199574366,0.0,0.9714285714285714,0.8571428571428571,0.9
low_load,mappo,7,11005,66,60,0,6,0.9090909090909091,0.0,2.0,4.3,7.0,0.2986111111111111,3,0,10.228474177431115,0.20346323536048214,0.006635802469135804,0.813653830595163,0.0,0.3220238095238095,0.12961219404608101,0.0,0.8648648648648649,1.0,0.875
low_load,mappo,7,11006,66,59,0,7,0.8939393939393939,0.0,1.9666666666666666,4.237288135593221,7.0,0.2902777777777778,3,0,11.052318873043818,0.1787030699921192,0.00648148148148148,0.8294464001429172,0.0,0.32425925925925914,0.13274994225461847,0.0,0.8529411764705882,1.0,0.8333333333333334
low_load,mappo,7,11007,66,57,1,8,0.8636363636363636,0.015151515151515152,1.9,4.12280701754386,7.0,0.28888888888888886,3,3,10.63781899403423,0.16380823547824602,0.006481481481481483,0.8149986001594466,0.01865079365079365,0.316415343915344,0.12902170842234373,0.005555555555555555,0.8285714285714286,0.95,0.8181818181818182
low_load,mappo,7,11008,66,59,0,7,0.8939393939393939,0.0,1.9666666666666666,3.9152542372881354,7.0,0.2625,3,0,11.444206277717585,0.19287428626808573,0.005864197530864197,0.8309574164626675,0.0,0.33797619047619054,0.1381745242275089,0.0,0.9032258064516129,0.9473684210526315,0.8125
low_load,mappo,7,11009,66,59,0,7,0.8939393939393939,0.0,1.9666666666666666,4.372881355932203,7.099999999999994,0.30277777777777776,3,0,10.175381800800112,0.1987929198614364,0.006759259259259259,0.8214987835889087,0.0,0.3192063492063492,0.12883099424960007,0.0,0.868421052631579,0.9375,0.9166666666666666
low_load,mappo,7,11010,66,61,0,5,0.9242424242424242,0.0,2.033333333333333,4.508196721311475,8.0,0.3138888888888889,3,0,9.318640094241122,0.20878500843992245,0.006944444444444446,0.8014758227582881,0.0,0.30854497354497357,0.11980464343936194,0.0,0.9696969696969697,0.9545454545454546,0.7272727272727273
low_load,mappo,7,11011,66,61,0,5,0.9242424242424242,0.0,2.033333333333333,4.0,7.0,0.2777777777777778,2,1,11.313770695721525,0.1750720174628226,0.006141975308641976,0.8270587394952431,0.0047619047619047615,0.3268650793650794,0.12960616261133132,0.0,0.918918918918919,0.8888888888888888,1.0
low_load,mappo,7,11012,66,60,0,6,0.9090909090909091,0.0,2.0,4.216666666666667,8.0,0.2861111111111111,2,1,10.142722653979646,0.20761560168308185,0.006358024691358026,0.8126477881072272,0.0047619047619047615,0.32317460317460317,0.1333927001727947,0.0,1.0,0.8333333333333334,0.75
low_load,mappo,7,11013,66,58,1,7,0.8787878787878788,0.015151515151515152,1.9333333333333333,4.637931034482759,7.149999999999999,0.33055555555555555,3,0,7.773028967373886,0.20071759223994448,0.0073765432098765425,0.7955875159954119,0.0,0.2817195767195767,0.11493942785970283,0.0033333333333333335,0.9130434782608695,0.9047619047619048,0.8181818181818182
low_load,mappo,7,11014,66,59,0,7,0.8939393939393939,0.0,1.9666666666666666,3.8135593220338984,6.099999999999994,0.25416666666666665,2,0,11.191010616737154,0.19289382761315454,0.005679012345679011,0.8215020326495532,0.0,0.3332804232804233,0.13939918581621583,0.0,0.8181818181818182,0.9523809523809523,1.0
low_load,mappo,7,11015,66,58,0,8,0.8787878787878788,0.0,1.9333333333333333,4.189655172413793,8.0,0.2833333333333333,3,0,8.5074339050175,0.21724989755031945,0.006358024691358025,0.8213178709875386,0.0,0.30064814814814816,0.13247061726886492,0.0,0.918918918918919,0.8125,0.8461538461538461
