scenario,policy,policy_seed,workload_seed,generated,delivered,dropped,backlog,delivery_ratio,drop_rate,throughput_packets_per_slot,average_delay_slots,p95_delay_slots,mean_queue_packets,max_queue_packets,routing_switches,episode_reward,global_delay_cost,global_queue_cost,global_load_imbalance,global_switch_cost,global_throughput_reward,global_control_overhead_ratio,global_drop_cost,class_0_delivery_ratio,class_1_delivery_ratio,class_2_delivery_ratio
exo2,mappo,1024,18001,64,56,0,8,0.875,0.0,1.8666666666666667,3.7142857142857144,6.0,0.23333333333333334,3,3,13.875127391636912,0.16507191119796857,0.005308641975308642,0.8692397620083717,0.020555555555555556,0.36904761904761896,0.15237079617177302,0.0,0.9090909090909091,0.8571428571428571,0.8
exo2,mappo,1024,18002,64,58,0,6,0.90625,0.0,1.9333333333333333,4.155172413793103,7.149999999999999,0.26944444444444443,3,3,12.835346847122114,0.16337612159196274,0.006049382716049384,0.8599503106454339,0.016984126984126983,0.3498809523809524,0.14309525631663186,0.0,0.9333333333333333,0.8571428571428571,0.9230769230769231
exo2,mappo,1024,18003,64,57,0,7,0.890625,0.0,1.9,3.9298245614035086,6.0,0.25,2,5,13.332400788050025,0.1577825219587613,0.0056481481481481495,0.8624311334255078,0.03277777777777778,0.3570238095238096,0.14534550070565336,0.0,0.868421052631579,0.8666666666666667,1.0
exo2,mappo,1024,18004,64,57,0,7,0.890625,0.0,1.9,4.245614035087719,7.0,0.275,4,5,11.233315199448477,0.17854617981977336,0.0062037037037037035,0.845348337108036,0.02976190476190476,0.33111111111111113,0.13782024794685416,0.0,0.9,0.85,0.9285714285714286
exo2,mappo,1024,18005,64,59,0,5,0.921875,0.0,1.9666666666666666,3.4915254237288136,5.0,0.2152777777777778,2,2,15.785145442072686,0.16449417722898885,0.004814814814814815,0.8688476926045731,0.013333333333333334,0.40007936507936503,0.16089750415009357,0.0,0.9714285714285714,0.8947368421052632,0.8
exo2,mappo,1024,18006,64,59,0,5,0.921875,0.0,1.9666666666666666,3.7457627118644066,6.0,0.2375,3,2,15.09967858375933,0.16983036921746492,0.005308641975308642,0.8648571272655368,0.01111111111111111,0.39079365079365075,0.15479464382169508,0.0,0.9629629629629629,0.9259259259259259,0.8
exo2,mappo,1024,18007,64,58,1,5,0.90625,0.015625,1.9333333333333333,3.8793103448275863,5.0,0.25833333333333336,2,1,13.263334923308157,0.15729792430840464,0.005771604938271604,0.8527235144343225,0.0047619047619047615,0.35698412698412696,0.14193339679337288,0.0047619047619047615,0.9444444444444444,0.8125,0.9166666666666666
exo2,mappo,1024,18008,64,55,0,9,0.859375,0.0,1.8333333333333333,3.9454545454545453,6.0,0.25277777777777777,3,3,11.05776270764141,0.19186118601757338,0.005771604938271604,0.8567185052142602,0.01638888888888889,0.3342857142857143,0.14551240049320416,0.0,0.8260869565217391,0.92,0.8125
exo2,mappo,1024,18009,64,57,0,7,0.890625,0.0,1.9,4.035087719298246,7.0,0.25972222222222224,2,2,11.251339116453261,0.1766764377012408,0.005864197530864197,0.8475023765550862,0.010317460317460317,0.328452380952381,0.13678599244720208,0.0,0.8292682926829268,1.0,1.0
exo2,mappo,1024,18010,64,59,0,5,0.921875,0.0,1.9666666666666666,3.864406779661017,6.099999999999994,0.24583333333333332,3,0,16.1059464874846,0.15703679814467186,0.005493827160493827,0.8632639454484169,0.0,0.4002777777777777,0.1593241822149351,0.0,0.90625,1.0,0.8666666666666667
