group,ratio_mean,ratio_ci95_low,ratio_ci95_high,n_paired
tle_oneweb_24,0.9602315957469822,0.9450484359141655,0.9758467432782928,50
tle_starlink_24,0.935380318941336,0.9200724553627633,0.9515694987262494,50
