scenario,policy,policy_seed,workload_seed,generated,delivered,dropped,backlog,delivery_ratio,drop_rate,throughput_packets_per_slot,average_delay_slots,p95_delay_slots,mean_queue_packets,max_queue_packets,routing_switches,episode_reward,class_0_delivery_ratio,class_1_delivery_ratio,class_2_delivery_ratio
medium_load,random,-1,11014,192,46,38,108,0.23958333333333334,0.19791666666666666,1.5333333333333334,10.065217391304348,20.0,2.7930555555555556,14,233,-37.64369538356708,0.3020833333333333,0.1111111111111111,0.2619047619047619
medium_load,random,-1,11015,192,31,49,112,0.16145833333333334,0.2552083333333333,1.0333333333333334,8.387096774193548,20.5,2.908333333333333,15,236,-40.679476305326105,0.19318181818181818,0.0847457627118644,0.2
medium_load,random,-1,11016,192,36,38,118,0.1875,0.19791666666666666,1.2,10.555555555555555,20.5,3.026388888888889,12,258,-37.86534252564185,0.22641509433962265,0.0784313725490196,0.22857142857142856
medium_load,random,-1,11017,192,24,56,112,0.125,0.2916666666666667,0.8,9.416666666666666,17.849999999999998,3.0652777777777778,12,237,-41.515773974488695,0.17204301075268819,0.03125,0.17142857142857143
medium_load,random,-1,11018,192,27,54,111,0.140625,0.28125,0.9,9.88888888888889,18.0,3.0277777777777777,16,262,-41.93866034169948,0.1511627906976744,0.11267605633802817,0.17142857142857143
medium_load,random,-1,11019,192,27,54,111,0.140625,0.28125,0.9,9.0,16.0,3.022222222222222,13,214,-41.08670535112212,0.16326530612244897,0.11666666666666667,0.11764705882352941
medium_load,random,-1,11020,192,32,44,116,0.16666666666666666,0.22916666666666666,1.0666666666666667,10.21875,19.349999999999998,3.047222222222222,11,259,-38.72907317097155,0.1941747572815534,0.08163265306122448,0.2
frequent_break,mappo,7,11001,192,60,47,85,0.3125,0.24479166666666666,2.0,7.483333333333333,18.19999999999999,2.236111111111111,26,21,-35.91936627292272,0.3409090909090909,0.31666666666666665,0.25
frequent_break,mappo,7,11002,192,52,48,92,0.2708333333333333,0.25,1.7333333333333334,8.442307692307692,20.799999999999983,2.5458333333333334,23,29,-36.075524180871305,0.2840909090909091,0.24285714285714285,0.29411764705882354
frequent_break,mappo,7,11003,192,39,80,73,0.203125,0.4166666666666667,1.3,6.487179487179487,13.600000000000009,2.1625,19,31,-40.625265503161415,0.24468085106382978,0.11940298507462686,0.25806451612903225
frequent_break,mappo,7,11004,192,66,39,87,0.34375,0.203125,2.2,6.863636363636363,15.0,2.0597222222222222,36,11,-31.10188399052052,0.411214953271028,0.2608695652173913,0.2564102564102564
frequent_break,mappo,7,11005,192,76,48,68,0.3958333333333333,0.25,2.533333333333333,7.434210526315789,14.25,1.9458333333333333,25,6,-29.901283047658026,0.3761467889908257,0.2765957446808511,0.6111111111111112
frequent_break,mappo,7,11006,192,63,42,87,0.328125,0.21875,2.1,7.492063492063492,16.9,2.3680555555555554,23,37,-35.39521441097956,0.3783783783783784,0.1836734693877551,0.375
