group,baseline,metric,n_paired,mappo_mean,baseline_mean,mean_diff,median_diff,cohens_dz,wilcoxon_stat,raw_p,bh_p
n132,full_heuristic,average_delay_slots,20,11.369164127151091,10.615684696208953,0.7534794309421355,0.9390742221654618,0.8167165883849555,28.0,0.002712249755859375,0.00325469970703125
n132,full_heuristic,p95_delay_slots,20,22.78249999999999,22.022499999999997,0.7600000000000016,0.7125000000000004,0.3141367284165214,72.0,0.2305126190185547,0.2305126190185547
n132,full_heuristic,mean_queue_packets,20,2.9903835227272726,3.2813636363636363,-0.2909801136363637,-0.2906407828282831,-9.38597271784041,0.0,1.9073486328125e-06,3.814697265625e-06
n24,global_dijkstra,delivery_ratio,20,0.7872721354166667,0.7328125000000001,0.05445963541666667,0.056966145833333315,2.153775763962735,0.0,8.844915021211901e-05,8.844915021211901e-05
n24,global_dijkstra,drop_rate,20,0.004361979166666667,0.020572916666666666,-0.0162109375,-0.015299479166666668,-2.152808799371279,0.0,8.819870204194453e-05,8.844915021211901e-05
n24,global_dijkstra,throughput_packets_per_slot,20,5.038541666666666,4.6899999999999995,0.3485416666666667,0.3645833333333335,2.1537757639627357,0.0,1.9073486328125e-06,5.7220458984375e-06
n24,global_dijkstra,average_delay_slots,20,5.772040475173258,6.262707997917664,-0.4906675227444056,-0.4343589291192935,-1.1385303093802557,10.0,8.20159912109375e-05,8.844915021211901e-05
n24,global_dijkstra,p95_delay_slots,20,10.079999999999998,12.077499999999997,-1.9975,-1.8125000000000018,-1.9025249982082608,1.0,3.814697265625e-06,7.62939453125e-06
n24,global_dijkstra,mean_queue_packets,20,1.2250520833333332,1.3939583333333334,-0.16890624999999998,-0.1659722222222222,-1.7872406068030608,0.0,1.9073486328125e-06,5.7220458984375e-06
n24,full_heuristic,delivery_ratio,20,0.7872721354166667,0.34505208333333337,0.44222005208333337,0.43782552083333337,12.496896023508345,0.0,8.844915021211901e-05,8.844915021211901e-05
n24,full_heuristic,drop_rate,20,0.004361979166666667,0.15989583333333335,-0.15553385416666668,-0.15657552083333334,-6.718776226005691,0.0,8.832385863081277e-05,8.844915021211901e-05
n24,full_heuristic,throughput_packets_per_slot,20,5.038541666666666,2.2083333333333335,2.8302083333333337,2.8020833333333335,12.496896023508338,0.0,8.844915021211901e-05,8.844915021211901e-05
n24,full_heuristic,average_delay_slots,20,5.772040475173258,8.738345779929324,-2.9663053047560686,-2.934169280909846,-4.5538297263916805,0.0,1.9073486328125e-06,3.814697265625e-06
n24,full_heuristic,p95_delay_slots,20,10.079999999999998,18.919999999999995,-8.839999999999998,-8.606249999999994,-4.582092379268058,0.0,1.9073486328125e-06,3.814697265625e-06
n24,full_heuristic,mean_queue_packets,20,1.2250520833333332,2.454027777777778,-1.2289756944444443,-1.2389756944444443,-8.751221816852711,0.0,1.9073486328125e-06,3.814697265625e-06
n66,global_dijkstra,delivery_ratio,20,0.3876218323586745,0.3250487329434698,0.06257309941520467,0.06408382066276802,6.272435328453725,0.0,8.819870204194453e-05,0.00013248578794621915
n66,global_dijkstra,drop_rate,20,0.13792641325536062,0.1709551656920078,-0.03302875243664717,-0.033382066276803124,-5.162870569360368,0.0,8.832385863081277e-05,0.00013248578794621915
n66,global_dijkstra,throughput_packets_per_slot,20,6.628333333333333,5.558333333333333,1.0700000000000003,1.0958333333333337,6.272435328453735,0.0,8.832385863081277e-05,0.00013248578794621915
n66,global_dijkstra,average_delay_slots,20,9.822281652498544,9.589269297955154,0.23301235454339117,0.30830979355292776,0.7928916647273845,28.0,0.002712249755859375,0.00325469970703125
n66,global_dijkstra,p95_delay_slots,20,19.6709375,20.422499999999996,-0.7515624999999998,-0.6781249999999961,-0.75640053111523,30.0,0.008903385115881386,0.008903385115881386
n66,global_dijkstra,mean_queue_packets,20,2.3528661616161615,2.525782828282828,-0.17291666666666664,-0.1679608585858583,-5.61416549660618,0.0,1.9073486328125e-06,1.1444091796875e-05
n66,full_heuristic,delivery_ratio,20,0.3876218323586745,0.12076023391812865,0.2668615984405458,0.26693469785575047,16.240345696393877,0.0,8.844915021211901e-05,0.00010613898025454281
n66,full_heuristic,drop_rate,20,0.13792641325536062,0.2713450292397661,-0.13341861598440544,-0.13352826510721247,-13.358653335569135,0.0,1.9073486328125e-06,3.814697265625e-06
n66,full_heuristic,throughput_packets_per_slot,20,6.628333333333333,2.0650000000000004,4.5633333333333335,4.564583333333333,16.240345696393874,0.0,1.9073486328125e-06,3.814697265625e-06
n66,full_heuristic,average_delay_slots,20,9.822281652498544,10.566353805867596,-0.744072153369051,-0.6603141802073891,-1.225617295601375,9.0,6.29425048828125e-05,9.441375732421875e-05
n66,full_heuristic,p95_delay_slots,20,19.6709375,21.129999999999995,-1.4590625000000002,-1.2375000000000025,-0.8735961044046497,25.0,0.0028184607653082517,0.0028184607653082513
n66,full_heuristic,mean_queue_packets,20,2.3528661616161615,3.0181565656565654,-0.6652904040404041,-0.6689709595959596,-12.110810005998191,0.0,1.9073486328125e-06,3.814697265625e-06
