group,ratio_mean,ratio_ci95_low,ratio_ci95_high,n_paired
n110,1.054884117009089,1.0430291529861906,1.0672186363087424,20
n132,0.9449478925509753,0.9342071315823651,0.9544025703731615,20
n24,1.0743685620664747,1.0584924697655225,1.0897339303350593,20
n66,1.1924724662953403,1.1769231910878832,1.208206475243756,20
