time_slot,src,dst,delay_ms,available,capacity_mbps,reliability,t_rem,is_cross,shell_src,shell_dst
1,1,2,0.9986323729964445,True,100.0,0.995,120,False,1,1
1,2,1,0.9986323729964445,True,100.0,0.995,120,False,1,1
1,1,37,1.7691625530406418,True,100.0,0.995,120,True,1,1
1,37,1,1.7691625530406418,True,100.0,0.995,120,True,1,1
1,1,94,5.46491618335856,True,100.0,0.995,120,True,1,1
1,94,1,5.46491618335856,True,100.0,0.995,120,True,1,1
1,1,95,6.010435806324917,True,100.0,0.995,120,True,1,1
1,95,1,6.010435806324917,True,100.0,0.995,120,True,1,1
1,2,3,2.7449687136377867,True,100.0,0.995,120,False,1,1
1,3,2,2.7449687136377867,True,100.0,0.995,120,False,1,1
1,2,37,2.579659933263276,True,100.0,0.995,120,True,1,1
1,37,2,2.579659933263276,True,100.0,0.995,120,True,1,1
1,2,94,6.330852323737461,True,100.0,0.995,120,True,1,1
1,94,2,6.330852323737461,True,100.0,0.995,120,True,1,1
1,2,95,6.934683624824968,True,100.0,0.995,120,True,1,1
1,95,2,6.934683624824968,True,100.0,0.995,120,True,1,1
1,3,4,3.150921511126242,True,100.0,0.995,120,False,1,1
1,4,3,3.150921511126242,True,100.0,0.995,120,False,1,1
1,3,37,1.105254327201808,True,100.0,0.995,120,True,1,1
1,37,3,1.105254327201808,True,100.0,0.995,120,True,1,1
1,3,38,4.715759584486335,True,100.0,0.995,120,True,1,1
1,38,3,4.715759584486335,True,100.0,0.995,120,True,1,1
1,3,39,6.231556014238976,True,100.0,0.995,120,True,1,1
1,39,3,6.231556014238976,True,100.0,0.995,120,True,1,1
1,4,5,1.9238394479699652,True,100.0,0.995,120,False,1,1
1,5,4,1.9238394479699652,True,100.0,0.995,120,False,1,1
1,4,37,4.12788468901479,True,100.0,0.995,120,True,1,1
1,37,4,4.12788468901479,True,100.0,0.995,120,True,1,1
1,4,38,2.886014169378454,True,100.0,0.995,120,True,1,1
1,38,4,2.886014169378454,True,100.0,0.995,120,True,1,1
