time_slot,src,dst,delay_ms,available,capacity_mbps,reliability,t_rem,is_cross,shell_src,shell_dst
1,1,2,4.608665250635381,True,100.0,0.995,120,False,1,1
1,2,1,4.608665250635381,True,100.0,0.995,120,False,1,1
1,1,43,11.091289959525351,True,100.0,0.995,120,True,1,1
1,43,1,11.091289959525351,True,100.0,0.995,120,True,1,1
1,1,44,6.701979933618441,True,100.0,0.995,120,True,1,1
1,44,1,6.701979933618441,True,100.0,0.995,120,True,1,1
1,1,45,2.7786589830957644,True,100.0,0.995,120,True,1,1
1,45,1,2.7786589830957644,True,100.0,0.995,120,True,1,1
1,1,46,3.583787502151941,True,100.0,0.995,120,True,1,1
1,46,1,3.583787502151941,True,100.0,0.995,120,True,1,1
1,2,3,4.6381081215395445,True,100.0,0.995,120,False,1,1
1,3,2,4.6381081215395445,True,100.0,0.995,120,False,1,1
1,2,44,11.035602263044263,True,100.0,0.995,120,True,1,1
1,44,2,11.035602263044263,True,100.0,0.995,120,True,1,1
1,2,45,6.610819200134144,True,100.0,0.995,120,True,1,1
1,45,2,6.610819200134144,True,100.0,0.995,120,True,1,1
1,2,46,2.551500916309824,True,100.0,0.995,120,True,1,1
1,46,2,2.551500916309824,True,100.0,0.995,120,True,1,1
1,2,47,3.421231265849202,True,100.0,0.995,120,True,1,1
1,47,2,3.421231265849202,True,100.0,0.995,120,True,1,1
1,3,4,2.9641331055153204,True,100.0,0.995,120,False,1,1
1,4,3,2.9641331055153204,True,100.0,0.995,120,False,1,1
1,3,19,3.7617631959712314,True,100.0,0.995,120,True,1,1
1,19,3,3.7617631959712314,True,100.0,0.995,120,True,1,1
1,3,45,11.004600316859246,True,100.0,0.995,120,True,1,1
1,45,3,11.004600316859246,True,100.0,0.995,120,True,1,1
1,3,46,6.545799300885035,True,100.0,0.995,120,True,1,1
1,46,3,6.545799300885035,True,100.0,0.995,120,True,1,1
1,3,47,2.308393457123889,True,100.0,0.995,120,True,1,1
1,47,3,2.308393457123889,True,100.0,0.995,120,True,1,1
1,3,48,3.2092116605418766,True,100.0,0.995,120,True,1,1
1,48,3,3.2092116605418766,True,100.0,0.995,120,True,1,1
1,4,5,1.6440605528121641,True,100.0,0.995,120,False,1,1
1,5,4,1.6440605528121641,True,100.0,0.995,120,False,1,1
1,4,19,0.8881844167028323,True,100.0,0.995,120,True,1,1
1,19,4,0.8881844167028323,True,100.0,0.995,120,True,1,1
1,4,47,4.897008144961884,True,100.0,0.995,120,True,1,1
1,47,4,4.897008144961884,True,100.0,0.995,120,True,1,1
1,4,48,1.318167948674788,True,100.0,0.995,120,True,1,1
1,48,4,1.318167948674788,True,100.0,0.995,120,True,1,1
1,5,6,4.624561519498719,True,100.0,0.995,120,False,1,1
1,6,5,4.624561519498719,True,100.0,0.995,120,False,1,1
1,5,19,0.8952869932546976,True,100.0,0.995,120,True,1,1
1,19,5,0.8952869932546976,True,100.0,0.995,120,True,1,1
1,5,20,5.746361613750725,True,100.0,0.995,120,True,1,1
1,20,5,5.746361613750725,True,100.0,0.995,120,True,1,1
1,5,48,2.01325782239589,True,100.0,0.995,120,True,1,1
1,48,5,2.01325782239589,True,100.0,0.995,120,True,1,1
1,6,20,1.131767459259805,True,100.0,0.995,120,True,1,1
1,20,6,1.131767459259805,True,100.0,0.995,120,True,1,1
1,6,21,1.4529430488650017,True,100.0,0.995,120,True,1,1
1,21,6,1.4529430488650017,True,100.0,0.995,120,True,1,1
1,6,22,3.7575485809800386,True,100.0,0.995,120,True,1,1
1,22,6,3.7575485809800386,True,100.0,0.995,120,True,1,1
1,6,31,3.096772595615388,True,100.0,0.995,120,True,1,1
1,31,6,3.096772595615388,True,100.0,0.995,120,True,1,1
1,7,8,4.622029424941317,True,100.0,0.995,120,False,1,1
1,8,7,4.622029424941317,True,100.0,0.995,120,False,1,1
1,7,42,13.88990161960249,True,100.0,0.995,120,True,1,1
1,42,7,13.88990161960249,True,100.0,0.995,120,True,1,1
1,7,66,13.39987225031125,True,100.0,0.995,120,True,1,1
1,66,7,13.39987225031125,True,100.0,0.995,120,True,1,1
1,8,9,3.3744011841365382,True,100.0,0.995,120,False,1,1
1,9,8,3.3744011841365382,True,100.0,0.995,120,False,1,1
1,9,10,5.850742182044272,True,100.0,0.995,120,False,1,1
1,10,9,5.850742182044272,True,100.0,0.995,120,False,1,1
1,10,11,4.590039177813626,True,100.0,0.995,120,False,1,1
1,11,10,4.590039177813626,True,100.0,0.995,120,False,1,1
1,10,43,12.266364679313194,True,100.0,0.995,120,True,1,1
1,43,10,12.266364679313194,True,100.0,0.995,120,True,1,1
1,11,12,4.645223368333984,True,100.0,0.995,120,False,1,1
1,12,11,4.645223368333984,True,100.0,0.995,120,False,1,1
1,11,43,7.9651231414983155,True,100.0,0.995,120,True,1,1
1,43,11,7.9651231414983155,True,100.0,0.995,120,True,1,1
1,11,44,12.330340538392893,True,100.0,0.995,120,True,1,1
1,44,11,12.330340538392893,True,100.0,0.995,120,True,1,1
1,12,43,3.8050685860195252,True,100.0,0.995,120,True,1,1
1,43,12,3.8050685860195252,True,100.0,0.995,120,True,1,1
1,12,44,7.906365860329335,True,100.0,0.995,120,True,1,1
1,44,12,7.906365860329335,True,100.0,0.995,120,True,1,1
1,12,45,12.272314901291482,True,100.0,0.995,120,True,1,1
1,45,12,12.272314901291482,True,100.0,0.995,120,True,1,1
1,13,14,0.07944463027012319,True,100.0,0.995,120,False,1,1
1,14,13,0.07944463027012319,True,100.0,0.995,120,False,1,1
1,13,23,2.3591469131907727,True,100.0,0.995,120,True,1,1
1,23,13,2.3591469131907727,True,100.0,0.995,120,True,1,1
1,13,24,2.255944641857325,True,100.0,0.995,120,True,1,1
1,24,13,2.255944641857325,True,100.0,0.995,120,True,1,1
1,13,33,5.353969343010072,True,100.0,0.995,120,True,1,1
1,33,13,5.353969343010072,True,100.0,0.995,120,True,1,1
1,13,34,0.8021940955775246,True,100.0,0.995,120,True,1,1
1,34,13,0.8021940955775246,True,100.0,0.995,120,True,1,1
1,13,35,0.7626064948875884,True,100.0,0.995,120,True,1,1
1,35,13,0.7626064948875884,True,100.0,0.995,120,True,1,1
1,13,36,1.6509133434017667,True,100.0,0.995,120,True,1,1
1,36,13,1.6509133434017667,True,100.0,0.995,120,True,1,1
1,14,15,4.562570297235595,True,100.0,0.995,120,False,1,1
1,15,14,4.562570297235595,True,100.0,0.995,120,False,1,1
1,14,24,2.2222105645682464,True,100.0,0.995,120,True,1,1
1,24,14,2.2222105645682464,True,100.0,0.995,120,True,1,1
1,14,34,0.8142003502654827,True,100.0,0.995,120,True,1,1
1,34,14,0.8142003502654827,True,100.0,0.995,120,True,1,1
1,14,35,0.7695618853147171,True,100.0,0.995,120,True,1,1
1,35,14,0.7695618853147171,True,100.0,0.995,120,True,1,1
1,14,36,1.6077835842072863,True,100.0,0.995,120,True,1,1
1,36,14,1.6077835842072863,True,100.0,0.995,120,True,1,1
1,15,16,1.420246425322172,True,100.0,0.995,120,False,1,1
1,16,15,1.420246425322172,True,100.0,0.995,120,False,1,1
1,15,24,2.348729067399668,True,100.0,0.995,120,True,1,1
1,24,15,2.348729067399668,True,100.0,0.995,120,True,1,1
1,15,25,4.061259194153353,True,100.0,0.995,120,True,1,1
1,25,15,4.061259194153353,True,100.0,0.995,120,True,1,1
1,15,36,3.0046461212776676,True,100.0,0.995,120,True,1,1
1,36,15,3.0046461212776676,True,100.0,0.995,120,True,1,1
1,16,17,0.8944067100284926,True,100.0,0.995,120,False,1,1
1,17,16,0.8944067100284926,True,100.0,0.995,120,False,1,1
1,16,24,3.7621012347526768,True,100.0,0.995,120,True,1,1
1,24,16,3.7621012347526768,True,100.0,0.995,120,True,1,1
1,16,25,2.650899901866942,True,100.0,0.995,120,True,1,1
1,25,16,2.650899901866942,True,100.0,0.995,120,True,1,1
1,16,36,4.406788893191326,True,100.0,0.995,120,True,1,1
1,36,16,4.406788893191326,True,100.0,0.995,120,True,1,1
1,17,18,4.5967115156841905,True,100.0,0.995,120,False,1,1
1,18,17,4.5967115156841905,True,100.0,0.995,120,False,1,1
1,17,24,4.653458473710187,True,100.0,0.995,120,True,1,1
1,24,17,4.653458473710187,True,100.0,0.995,120,True,1,1
1,17,25,1.7973406689964655,True,100.0,0.995,120,True,1,1
1,25,17,1.7973406689964655,True,100.0,0.995,120,True,1,1
1,17,36,5.299325854228061,True,100.0,0.995,120,True,1,1
1,36,17,5.299325854228061,True,100.0,0.995,120,True,1,1
1,18,25,2.8845290924199904,True,100.0,0.995,120,True,1,1
1,25,18,2.8845290924199904,True,100.0,0.995,120,True,1,1
1,18,49,2.1574793650417976,True,100.0,0.995,120,True,1,1
1,49,18,2.1574793650417976,True,100.0,0.995,120,True,1,1
1,18,50,6.287701981733891,True,100.0,0.995,30,True,1,1
1,50,18,6.287701981733891,True,100.0,0.995,30,True,1,1
1,19,20,6.595177198884705,True,100.0,0.995,120,False,1,1
1,20,19,6.595177198884705,True,100.0,0.995,120,False,1,1
1,19,48,1.198404568200638,True,100.0,0.995,120,True,1,1
1,48,19,1.198404568200638,True,100.0,0.995,120,True,1,1
1,20,21,0.3234031426088027,True,100.0,0.995,120,False,1,1
1,21,20,0.3234031426088027,True,100.0,0.995,120,False,1,1
1,20,31,1.9703104403366511,True,100.0,0.995,120,True,1,1
1,31,20,1.9703104403366511,True,100.0,0.995,120,True,1,1
1,20,32,2.945232116636527,True,100.0,0.995,120,True,1,1
1,32,20,2.945232116636527,True,100.0,0.995,120,True,1,1
1,21,22,2.313719093201826,True,100.0,0.995,120,False,1,1
1,22,21,2.313719093201826,True,100.0,0.995,120,False,1,1
1,21,31,1.6509733231135308,True,100.0,0.995,120,True,1,1
1,31,21,1.6509733231135308,True,100.0,0.995,120,True,1,1
1,21,32,2.6257840889151094,True,100.0,0.995,120,True,1,1
1,32,21,2.6257840889151094,True,100.0,0.995,120,True,1,1
1,22,23,6.935948192337094,True,100.0,0.995,120,False,1,1
1,23,22,6.935948192337094,True,100.0,0.995,120,False,1,1
1,22,31,0.6651339977928249,True,100.0,0.995,120,True,1,1
1,31,22,0.6651339977928249,True,100.0,0.995,120,True,1,1
1,22,32,0.3133234335166428,True,100.0,0.995,120,True,1,1
1,32,22,0.3133234335166428,True,100.0,0.995,120,True,1,1
1,22,33,3.9458997486549303,True,100.0,0.995,120,True,1,1
1,33,22,3.9458997486549303,True,100.0,0.995,120,True,1,1
1,23,24,4.607645572552524,True,100.0,0.995,120,False,1,1
1,24,23,4.607645572552524,True,100.0,0.995,120,False,1,1
1,23,33,3.0061354783408993,True,100.0,0.995,120,True,1,1
1,33,23,3.0061354783408993,True,100.0,0.995,120,True,1,1
1,23,34,1.6184318319062778,True,100.0,0.995,120,True,1,1
