scenario,variant,metric,paired_samples,full_mean,ablated_mean,ablated_minus_full,median_difference,wilcoxon_statistic,raw_p_value,benjamini_hochberg_p
low_load,no_queue,delivery_ratio,400,0.9045833333333333,0.9057954545454544,0.0012121212121212128,0.0,4731.0,0.06522012708869782,0.07787477861337053
low_load,no_queue,drop_rate,400,0.002727272727272727,0.002575757575757576,-0.00015151515151515152,0.0,1551.0,0.5674194353065635,0.5946753907143023
low_load,no_queue,throughput_packets_per_slot,400,1.990083333333333,1.9927499999999998,0.0026666666666666687,0.0,4759.0,0.08581374570565978,0.1009573478890115
low_load,no_queue,average_delay_slots,400,4.077698827541444,4.048076936709305,-0.029621890832138842,-0.03019125683060131,28161.5,7.191629720515978e-05,0.00010787444580773967
low_load,no_queue,p95_delay_slots,400,6.874124999999998,6.765374999999998,-0.10874999999999986,0.0,10575.0,0.0011355447533954357,0.0016126079338160035
low_load,no_queue,mean_queue_packets,400,0.2775694444444444,0.2750347222222222,-0.002534722222222222,-0.002777777777777768,26599.5,5.1974849733873564e-05,7.894913883626365e-05
low_load,no_queue,routing_switches,400,0.94,0.915,-0.025,0.0,7283.0,0.5246690346113706,0.5547161599415372
low_load,no_queue,global_control_overhead_ratio,400,0.13270597612732374,0.13363757816802646,0.0009316020407027123,0.000828345478887299,29100.5,1.9942074548329888e-06,3.346921602516904e-06
low_load,no_lifetime,delivery_ratio,400,0.9045833333333333,0.9124242424242422,0.007840909090909082,0.0,3189.5,9.760290871881357e-22,2.4657576939489742e-21
low_load,no_lifetime,drop_rate,400,0.002727272727272727,0.0006060606060606061,-0.0021212121212121214,0.0,192.5,1.9310860164263534e-09,3.6207862807994124e-09
low_load,no_lifetime,throughput_packets_per_slot,400,1.990083333333333,2.007333333333333,0.017249999999999988,0.0,3129.5,1.0554588181429021e-20,2.611444498497902e-20
low_load,no_lifetime,average_delay_slots,400,4.077698827541444,3.8448734016328263,-0.2328254259086172,-0.2297814207650275,2072.5,1.063568771979527e-60,7.507544272796661e-60
low_load,no_lifetime,p95_delay_slots,400,6.874124999999998,6.087249999999999,-0.7868749999999991,-1.0,2261.5,4.497426171349382e-46,1.998856076155281e-45
low_load,no_lifetime,mean_queue_packets,400,0.2775694444444444,0.2561631944444444,-0.02140625,-0.020833333333333356,1002.5,6.79425760969385e-64,6.039340097505644e-63
low_load,no_lifetime,routing_switches,400,0.94,0.78,-0.16,0.0,7708.0,0.038855494233470074,0.04782214674888624
low_load,no_lifetime,global_control_overhead_ratio,400,0.13270597612732374,0.14080291198034417,0.008096935853020418,0.008019949876115845,263.0,1.9578673937233e-66,2.93680109058495e-65
low_load,no_credit,delivery_ratio,400,0.9045833333333333,0.900871212121212,-0.003712121212121211,0.0,12506.5,0.07953567406402001,0.09403232401657538
low_load,no_credit,drop_rate,400,0.002727272727272727,0.00409090909090909,0.0013636363636363635,0.0,1694.0,0.04797509014686154,0.05844681033120188
low_load,no_credit,throughput_packets_per_slot,400,1.990083333333333,1.9819166666666665,-0.008166666666666662,0.0,12771.5,0.139775602161457,0.15898646691350563
low_load,no_credit,average_delay_slots,400,4.077698827541444,4.119280400316605,0.04158157277516078,-0.07885523756599055,29732.5,6.767319335562944e-05,0.00010214821638585575
low_load,no_credit,p95_delay_slots,400,6.874124999999998,6.847124999999998,-0.02699999999999939,-0.04999999999999716,20057.5,0.0011690840605006862,0.0016504716148244983
low_load,no_credit,mean_queue_packets,400,0.2775694444444444,0.28198958333333335,0.004420138888888888,-0.006944444444444475,27158.0,6.670955866495276e-06,1.0891356516726981e-05
low_load,no_credit,routing_switches,400,0.94,2.385,1.445,0.0,6409.0,7.584607180089988e-10,1.4333115930878718e-09
low_load,no_credit,global_control_overhead_ratio,400,0.13270597612732374,0.13394064878950038,0.0012346726621766146,0.004060222772978114,21401.0,6.384241728014398e-16,1.4057046006637207e-15
low_load,no_packet_context,delivery_ratio,400,0.9045833333333333,0.9070833333333332,0.0025,0.0,3457.5,1.735611151804337e-05,2.7404386607436898e-05
low_load,no_packet_context,drop_rate,400,0.002727272727272727,0.0021590909090909087,-0.0005681818181818183,0.0,987.0,0.09157475836926679,0.10720947321280015
low_load,no_packet_context,throughput_packets_per_slot,400,1.990083333333333,1.995583333333333,0.005500000000000005,0.0,3375.0,2.0118224228577166e-05,3.155799878992496e-05
low_load,no_packet_context,average_delay_slots,400,4.077698827541444,4.033930575141261,-0.04376825240018266,-0.033333333333333215,24623.5,6.6295861069028256e-09,1.20537929216415e-08
low_load,no_packet_context,p95_delay_slots,400,6.874124999999998,6.648749999999998,-0.2253749999999998,0.0,9349.0,1.8181096373539746e-08,3.280799345601157e-08
low_load,no_packet_context,mean_queue_packets,400,0.2775694444444444,0.2734270833333333,-0.004142361111111111,-0.0027777777777778234,22491.0,5.450963288393636e-10,1.0465849513715782e-09
low_load,no_packet_context,routing_switches,400,0.94,2.2625,1.3225,1.0,4699.0,3.990080332898662e-33,1.2277170255072807e-32
low_load,no_packet_context,global_control_overhead_ratio,400,0.13270597612732374,0.13417202573484663,0.0014660496075228962,0.001192376246441508,21986.0,7.752366204038231e-15,1.6612213294367638e-14
low_load,flat_critic,delivery_ratio,400,0.9045833333333333,0.9054545454545453,0.0008712121212121213,0.0,6294.0,0.1751766013692665,0.19379785441842287
low_load,flat_critic,drop_rate,400,0.002727272727272727,0.0026893939393939394,-3.7878787878787845e-05,0.0,1284.0,0.8517383145715685,0.8661745571914256
low_load,flat_critic,throughput_packets_per_slot,400,1.990083333333333,1.992,0.0019166666666666676,0.0,6234.0,0.16428007530506428,0.18338240964286245
low_load,flat_critic,average_delay_slots,400,4.077698827541444,4.0642012468415825,-0.01349758069986167,-0.0025423728813556146,33965.0,0.12327570049932662,0.1422411928838384
low_load,flat_critic,p95_delay_slots,400,6.874124999999998,6.766874999999998,-0.10724999999999982,0.0,11960.0,0.008898178523298174,0.01160631981299762
low_load,flat_critic,mean_queue_packets,400,0.2775694444444444,0.27641666666666664,-0.0011527777777777775,-0.001388888888888884,32199.5,0.07449341623105331,0.08850702918540987
low_load,flat_critic,routing_switches,400,0.94,1.38,0.44,0.0,8732.0,2.0454226376546278e-07,3.531664985878494e-07
low_load,flat_critic,global_control_overhead_ratio,400,0.13270597612732374,0.13336574719756616,0.0006597710702424387,0.0005887124754620846,32096.0,0.000710280673453983,0.0010146866763628328
low_load,no_ppo_protection,delivery_ratio,400,0.9045833333333333,0.8602651515151514,-0.0443181818181818,-0.030303030303030276,1422.0,9.867271187045227e-44,3.882205057198122e-43
low_load,no_ppo_protection,drop_rate,400,0.002727272727272727,0.013333333333333332,0.010606060606060605,0.0,1230.0,7.527491783728707e-28,2.1766241302348067e-27
low_load,no_ppo_protection,throughput_packets_per_slot,400,1.990083333333333,1.8925833333333333,-0.09749999999999998,-0.06666666666666665,1480.5,2.517056445820081e-43,9.743444306400313e-43
low_load,no_ppo_protection,average_delay_slots,400,4.077698827541444,4.463970383297285,0.38627155575584177,0.2950686348752627,6851.5,5.680571580054632e-45,2.3107409817171384e-44
