group,baseline,metric,n_paired,mappo_mean,baseline_mean,mean_diff,median_diff,cohens_dz,wilcoxon_stat,raw_p,bh_p
fr0.00,global_dijkstra,delivery_ratio,15,0.7899739583333333,0.7284722222222222,0.06150173611111112,0.05794270833333337,3.2597238194854836,0.0,0.0006533107814151377,0.0006533107814151377
fr0.00,global_dijkstra,drop_rate,15,0.0051649305555555546,0.020138888888888887,-0.014973958333333337,-0.013671875,-1.8815294214205445,0.0,0.0006533107814151377,0.0006533107814151377
fr0.00,global_dijkstra,throughput_packets_per_slot,15,5.055833333333333,4.662222222222223,0.39361111111111113,0.37083333333333357,3.2597238194854814,0.0,6.103515625e-05,0.0001220703125
fr0.00,global_dijkstra,average_delay_slots,15,5.753578999973802,6.2981752158565545,-0.5445962158827503,-0.5684047323052708,-1.8226741286760009,1.0,0.0001220703125,0.00018310546875
fr0.00,global_dijkstra,p95_delay_slots,15,10.255416666666665,12.663333333333332,-2.407916666666667,-2.1937500000000014,-1.728928971718569,0.0,6.103515625e-05,0.0001220703125
fr0.00,global_dijkstra,mean_queue_packets,15,1.2214467592592593,1.4229629629629632,-0.20151620370370366,-0.20798611111111098,-3.112759141329238,0.0,6.103515625e-05,0.0001220703125
fr0.00,full_heuristic,delivery_ratio,15,0.7899739583333333,0.3253472222222222,0.4646267361111111,0.4654947916666666,14.674762989598182,0.0,6.103515625e-05,6.103515625e-05
fr0.00,full_heuristic,drop_rate,15,0.0051649305555555546,0.16145833333333334,-0.15629340277777778,-0.16145833333333331,-6.499670246635292,0.0,6.103515625e-05,6.103515625e-05
fr0.00,full_heuristic,throughput_packets_per_slot,15,5.055833333333333,2.082222222222222,2.973611111111111,2.9791666666666674,14.674762989598175,0.0,6.103515625e-05,6.103515625e-05
fr0.00,full_heuristic,average_delay_slots,15,5.753578999973802,8.698391635640421,-2.944812635666618,-2.9685738367804397,-5.759180916908877,0.0,6.103515625e-05,6.103515625e-05
fr0.00,full_heuristic,p95_delay_slots,15,10.255416666666665,18.27333333333333,-8.017916666666668,-7.96875,-3.6534404156031135,0.0,6.103515625e-05,6.103515625e-05
fr0.00,full_heuristic,mean_queue_packets,15,1.2214467592592593,2.5055555555555555,-1.284108796296296,-1.3079861111111108,-12.963771899934004,0.0,6.103515625e-05,6.103515625e-05
fr0.04,global_dijkstra,delivery_ratio,15,0.78359375,0.7256944444444444,0.05789930555555554,0.05924479166666674,2.7868624179640094,0.0,0.0006533107814151377,0.0006533107814151377
fr0.04,global_dijkstra,drop_rate,15,0.005902777777777777,0.02222222222222222,-0.016319444444444445,-0.013671875,-1.8497592005513048,0.0,0.0006483852534615971,0.0006533107814151377
fr0.04,global_dijkstra,throughput_packets_per_slot,15,5.015000000000001,4.644444444444445,0.3705555555555557,0.3791666666666673,2.7868624179640116,0.0,0.0006533107814151377,0.0006533107814151377
fr0.04,global_dijkstra,average_delay_slots,15,5.832647754430891,6.335374435995614,-0.5027266815647244,-0.4085871105779253,-1.2081216292257406,4.0,0.00042724609375,0.0006533107814151377
fr0.04,global_dijkstra,p95_delay_slots,15,10.550416666666665,12.476666666666665,-1.9262500000000011,-1.9250000000000114,-1.4186114972597208,0.0,6.103515625e-05,0.00018310546875
fr0.04,global_dijkstra,mean_queue_packets,15,1.2449768518518518,1.4362962962962966,-0.1913194444444444,-0.20017361111111098,-2.2025819936472053,0.0,6.103515625e-05,0.00018310546875
fr0.04,full_heuristic,delivery_ratio,15,0.78359375,0.33402777777777776,0.4495659722222223,0.4505208333333333,15.246620350504156,0.0,0.0006533107814151377,0.0006533107814151377
fr0.04,full_heuristic,drop_rate,15,0.005902777777777777,0.159375,-0.15347222222222223,-0.15299479166666666,-6.6076063767751485,0.0,0.0006533107814151377,0.0006533107814151377
fr0.04,full_heuristic,throughput_packets_per_slot,15,5.015000000000001,2.137777777777778,2.8772222222222226,2.8833333333333337,15.24662035050416,0.0,0.0006533107814151377,0.0006533107814151377
fr0.04,full_heuristic,average_delay_slots,15,5.832647754430891,9.083716049806988,-3.251068295376098,-3.2623025064011397,-6.344364230132772,0.0,6.103515625e-05,0.0001220703125
fr0.04,full_heuristic,p95_delay_slots,15,10.550416666666665,19.92666666666667,-9.376249999999999,-9.249999999999996,-6.184758425022336,0.0,6.103515625e-05,0.0001220703125
fr0.04,full_heuristic,mean_queue_packets,15,1.2449768518518518,2.513703703703704,-1.2687268518518517,-1.2680555555555557,-12.443171259436763,0.0,6.103515625e-05,0.0001220703125
fr0.08,global_dijkstra,delivery_ratio,15,0.7623697916666666,0.7114583333333333,0.050911458333333326,0.05208333333333337,2.6810665689870805,0.0,6.103515625e-05,7.32421875e-05
fr0.08,global_dijkstra,drop_rate,15,0.012586805555555554,0.029513888888888895,-0.016927083333333332,-0.011067708333333334,-1.3340226374172899,0.0,6.103515625e-05,7.32421875e-05
fr0.08,global_dijkstra,throughput_packets_per_slot,15,4.879166666666667,4.553333333333333,0.32583333333333314,0.33333333333333304,2.6810665689870787,0.0,6.103515625e-05,7.32421875e-05
fr0.08,global_dijkstra,average_delay_slots,15,6.05719541542274,6.489677967463303,-0.43248255204056346,-0.3451765244466065,-1.1829185580386719,1.0,0.0001220703125,0.0001220703125
fr0.08,global_dijkstra,p95_delay_slots,15,10.924999999999999,12.959999999999999,-2.0350000000000015,-1.96875,-1.4416804829808063,0.0,6.103515625e-05,7.32421875e-05
fr0.08,global_dijkstra,mean_queue_packets,15,1.3113773148148151,1.4820370370370373,-0.1706597222222222,-0.17760416666666656,-2.123412287610057,0.0,6.103515625e-05,7.32421875e-05
fr0.08,full_heuristic,delivery_ratio,15,0.7623697916666666,0.3267361111111111,0.4356336805555555,0.4329427083333334,15.45246223684075,0.0,0.0006533107814151377,0.0006533107814151377
fr0.08,full_heuristic,drop_rate,15,0.012586805555555554,0.159375,-0.14678819444444446,-0.146484375,-7.272109385366179,0.0,6.103515625e-05,9.1552734375e-05
fr0.08,full_heuristic,throughput_packets_per_slot,15,4.879166666666667,2.091111111111111,2.788055555555556,2.770833333333333,15.452462236840757,0.0,0.0006533107814151377,0.0006533107814151377
fr0.08,full_heuristic,average_delay_slots,15,6.05719541542274,9.08910887505447,-3.03191345963173,-3.1234230800069565,-4.481639832985527,0.0,6.103515625e-05,9.1552734375e-05
fr0.08,full_heuristic,p95_delay_slots,15,10.924999999999999,19.169999999999998,-8.245000000000001,-8.55,-3.525637992495506,0.0,6.103515625e-05,9.1552734375e-05
fr0.08,full_heuristic,mean_queue_packets,15,1.3113773148148151,2.539074074074074,-1.2276967592592594,-1.2225694444444444,-13.922584685624134,0.0,6.103515625e-05,9.1552734375e-05
fr0.12,global_dijkstra,delivery_ratio,15,0.6809027777777777,0.6163194444444445,0.06458333333333334,0.0625,2.713672081122227,0.0,6.103515625e-05,0.0001220703125
fr0.12,global_dijkstra,drop_rate,15,0.03932291666666667,0.06215277777777779,-0.022829861111111117,-0.020833333333333336,-1.4208952720722647,0.0,6.103515625e-05,0.0001220703125
fr0.12,global_dijkstra,throughput_packets_per_slot,15,4.357777777777778,3.944444444444444,0.4133333333333334,0.3999999999999999,2.7136720811222257,0.0,6.103515625e-05,0.0001220703125
fr0.12,global_dijkstra,average_delay_slots,15,6.853817242868307,6.857115519786282,-0.0032982769179762173,-0.1354537286927684,-0.005158046897837276,59.0,0.97796630859375,0.97796630859375
fr0.12,global_dijkstra,p95_delay_slots,15,13.304166666666665,13.979999999999997,-0.6758333333333325,-1.0375000000000085,-0.42429711304317325,31.0,0.10699462890625,0.1283935546875
fr0.12,global_dijkstra,mean_queue_packets,15,1.5830439814814816,1.7218518518518517,-0.13880787037037037,-0.14131944444444433,-1.1973657255931276,6.0,0.0008544921875,0.00128173828125
fr0.12,full_heuristic,delivery_ratio,15,0.6809027777777777,0.2947916666666666,0.3861111111111111,0.4049479166666666,4.920632793933572,0.0,6.103515625e-05,9.1552734375e-05
fr0.12,full_heuristic,drop_rate,15,0.03932291666666667,0.1840277777777778,-0.1447048611111111,-0.14453125,-6.05270667656306,0.0,6.103515625e-05,9.1552734375e-05
fr0.12,full_heuristic,throughput_packets_per_slot,15,4.357777777777778,1.886666666666667,2.4711111111111106,2.5916666666666672,4.920632793933571,0.0,6.103515625e-05,9.1552734375e-05
fr0.12,full_heuristic,average_delay_slots,15,6.853817242868307,8.544016393082844,-1.6901991502145381,-1.6520093610879165,-1.9964784165153922,1.0,0.0001220703125,0.0001220703125
fr0.12,full_heuristic,p95_delay_slots,15,13.304166666666665,18.599999999999998,-5.295833333333334,-5.087499999999999,-2.118917377363424,1.0,0.0001220703125,0.0001220703125
fr0.12,full_heuristic,mean_queue_packets,15,1.5830439814814816,2.570092592592593,-0.9870486111111113,-1.0616319444444442,-4.546192817072787,0.0,6.103515625e-05,9.1552734375e-05
fr0.16,global_dijkstra,delivery_ratio,15,0.6546440972222223,0.5895833333333333,0.06506076388888887,0.05989583333333337,2.1571918423290057,0.0,6.103515625e-05,0.0001220703125
fr0.16,global_dijkstra,drop_rate,15,0.05143229166666666,0.07499999999999998,-0.023567708333333333,-0.018880208333333343,-1.563768572257238,0.0,6.103515625e-05,0.0001220703125
fr0.16,global_dijkstra,throughput_packets_per_slot,15,4.189722222222222,3.773333333333333,0.4163888888888889,0.38333333333333286,2.157191842329007,0.0,6.103515625e-05,0.0001220703125
fr0.16,global_dijkstra,average_delay_slots,15,7.026973703458045,7.044933936616718,-0.017960233158673233,-0.009406969633811713,-0.024460233562809554,56.0,0.846923828125,0.846923828125
fr0.16,global_dijkstra,p95_delay_slots,15,13.587083333333334,14.53333333333333,-0.946249999999999,-1.725000000000005,-0.42526512822684653,34.0,0.15142822265625,0.1817138671875
fr0.16,global_dijkstra,mean_queue_packets,15,1.6380324074074073,1.782777777777778,-0.14474537037037039,-0.13402777777777786,-1.176574475180648,5.0,0.0006103515625,0.00091552734375
fr0.16,full_heuristic,delivery_ratio,15,0.6546440972222223,0.2899305555555555,0.36471354166666664,0.376953125,4.484487401895961,0.0,6.103515625e-05,6.103515625e-05
fr0.16,full_heuristic,drop_rate,15,0.05143229166666666,0.1961805555555556,-0.1447482638888889,-0.14192708333333331,-4.6184099152118945,0.0,6.103515625e-05,6.103515625e-05
fr0.16,full_heuristic,throughput_packets_per_slot,15,4.189722222222222,1.8555555555555554,2.334166666666667,2.4124999999999996,4.4844874018959615,0.0,6.103515625e-05,6.103515625e-05
fr0.16,full_heuristic,average_delay_slots,15,7.026973703458045,8.940938279506378,-1.9139645760483353,-1.748973076787676,-2.522152443608273,0.0,6.103515625e-05,6.103515625e-05
fr0.16,full_heuristic,p95_delay_slots,15,13.587083333333334,19.096666666666668,-5.509583333333333,-5.399999999999999,-3.0371533505164447,0.0,6.103515625e-05,6.103515625e-05
fr0.16,full_heuristic,mean_queue_packets,15,1.6380324074074073,2.572314814814815,-0.9342824074074073,-0.9274305555555555,-4.333051018492567,0.0,6.103515625e-05,6.103515625e-05
fr0.20,global_dijkstra,delivery_ratio,15,0.5977864583333333,0.5322916666666666,0.06549479166666668,0.05338541666666663,1.6459040394480164,0.0,0.0006533107814151377,0.001959932344245413
fr0.20,global_dijkstra,drop_rate,15,0.07634548611111111,0.10277777777777779,-0.02643229166666667,-0.01953125,-1.1531751099571128,7.0,0.00115966796875,0.0023193359375
fr0.20,global_dijkstra,throughput_packets_per_slot,15,3.825833333333333,3.4066666666666663,0.41916666666666647,0.3416666666666659,1.6459040394480153,0.0,0.0006533107814151377,0.001959932344245413
fr0.20,global_dijkstra,average_delay_slots,15,7.530004309278182,7.40802344811057,0.12198086116761094,-0.10099168283090076,0.17892923706118496,52.0,0.67877197265625,0.67877197265625
fr0.20,global_dijkstra,p95_delay_slots,15,14.64208333333333,15.409999999999997,-0.7679166666666662,-1.3125,-0.3822144413377699,35.0,0.1688232421875,0.202587890625
fr0.20,global_dijkstra,mean_queue_packets,15,1.7851041666666667,1.8985185185185185,-0.11341435185185186,-0.09062500000000018,-1.0647678736996888,9.0,0.00201416015625,0.003021240234375
fr0.20,full_heuristic,delivery_ratio,15,0.5977864583333333,0.26562499999999994,0.3321614583333334,0.34765625000000006,4.543852692432181,0.0,6.103515625e-05,0.0001220703125
fr0.20,full_heuristic,drop_rate,15,0.07634548611111111,0.2243055555555556,-0.14796006944444445,-0.15494791666666669,-4.0943521630821555,0.0,0.0006500242387180628,0.0007800290864616754
fr0.20,full_heuristic,throughput_packets_per_slot,15,3.825833333333333,1.6999999999999997,2.1258333333333335,2.225,4.543852692432182,0.0,6.103515625e-05,0.0001220703125
fr0.20,full_heuristic,average_delay_slots,15,7.530004309278182,9.069568214015968,-1.5395639047377885,-1.790247722713354,-1.3334404411160887,3.0,0.00030517578125,0.000457763671875
fr0.20,full_heuristic,p95_delay_slots,15,14.64208333333333,18.393333333333327,-3.7512499999999975,-4.318749999999984,-1.1882239505257737,6.0,0.0008544921875,0.0008544921875
fr0.20,full_heuristic,mean_queue_packets,15,1.7851041666666667,2.5757407407407404,-0.7906365740740741,-0.8213541666666666,-3.737091797643517,0.0,6.103515625e-05,0.0001220703125
