scenario,policy,policy_seed,workload_seed,generated,delivered,dropped,backlog,delivery_ratio,drop_rate,throughput_packets_per_slot,average_delay_slots,p95_delay_slots,mean_queue_packets,max_queue_packets,routing_switches,episode_reward,global_delay_cost,global_queue_cost,global_load_imbalance,global_switch_cost,global_throughput_reward,global_control_overhead_ratio,global_drop_cost,class_0_delivery_ratio,class_1_delivery_ratio,class_2_delivery_ratio
starlink_24,mappo_realism_transfer,1024,17001,192,77,45,70,0.4010416666666667,0.234375,2.566666666666667,8.792207792207792,19.0,2.2,11,35,-5.652814169732549,0.217180949590604,0.050679012345679,0.5951960049861599,0.07060824037217225,0.16070125508593003,0.03771012954286948,0.0873466140842302,0.48148148148148145,0.32857142857142857,0.36585365853658536
starlink_24,mappo_realism_transfer,1024,17002,192,71,40,81,0.3697916666666667,0.20833333333333334,2.3666666666666667,8.816901408450704,21.0,2.2875,19,30,-5.890813078849972,0.21371848813849254,0.05296296296296296,0.6125083500958881,0.06398214931496665,0.1486276683412906,0.0380030384042247,0.07983967271118973,0.39361702127659576,0.27450980392156865,0.425531914893617
starlink_24,mappo_realism_transfer,1024,17003,192,70,48,74,0.3645833333333333,0.25,2.3333333333333335,9.4,22.549999999999997,2.2847222222222223,14,32,-7.099144076297186,0.22214863455096437,0.05268518518518517,0.5921565586483176,0.06694793009421492,0.1447561163466736,0.03727122003062553,0.09276061099203513,0.44047619047619047,0.2361111111111111,0.4444444444444444
starlink_24,mappo_realism_transfer,1024,17004,192,66,40,86,0.34375,0.20833333333333334,2.2,8.681818181818182,19.5,2.3361111111111112,15,26,-6.658296815989453,0.2349174811767221,0.054197530864197534,0.6045156116440757,0.05302741834475581,0.14173612764944032,0.038483168534969546,0.07611730747179664,0.3225806451612903,0.3103448275862069,0.43902439024390244
starlink_24,mappo_realism_transfer,1024,17005,192,75,45,72,0.390625,0.234375,2.5,9.866666666666667,19.299999999999997,2.1625,17,17,-5.563039406756435,0.208740978021464,0.04990740740740741,0.575179813714097,0.03366887398234148,0.15235384355353396,0.03704868700789343,0.08675940259144593,0.4774774774774775,0.1875,0.3939393939393939
starlink_24,mappo_realism_transfer,1024,17006,192,67,45,80,0.3489583333333333,0.234375,2.2333333333333334,9.522388059701493,20.0,2.3,21,25,-7.784231033140305,0.24892070402049873,0.05320987654320987,0.549360878951992,0.04783181401215457,0.13695892801155957,0.037315110451741886,0.08683482839829589,0.37362637362637363,0.30357142857142855,0.35555555555555557
starlink_24,mappo_realism_transfer,1024,17007,192,63,48,81,0.328125,0.25,2.1,9.746031746031745,21.699999999999996,2.436111111111111,13,29,-7.744684180595208,0.21004945103630324,0.05626543209876544,0.5716626831826911,0.0589510950579062,0.12871586087917358,0.03735899735773426,0.09391683866529067,0.3854166666666667,0.24561403508771928,0.3076923076923077
starlink_24,mappo_realism_transfer,1024,17008,192,77,39,76,0.4010416666666667,0.203125,2.566666666666667,7.8441558441558445,16.0,2.1125,14,31,-4.362517674978427,0.19869531412132205,0.04891975308641975,0.5455796779857832,0.059513243894048856,0.15474913244650085,0.03663576572791251,0.0734801054924894,0.4659090909090909,0.3870967741935484,0.2857142857142857
starlink_24,mappo_realism_transfer,1024,17009,192,65,43,84,0.3385416666666667,0.22395833333333334,2.1666666666666665,9.476923076923077,20.599999999999994,2.3833333333333333,17,30,-7.131119539678331,0.21828198593132137,0.055185185185185184,0.57954777732676,0.05828388372893016,0.13140128161025993,0.03701004608857561,0.08238192735483758,0.3584905660377358,0.29545454545454547,0.3333333333333333
starlink_24,mappo_realism_transfer,1024,17010,192,65,41,86,0.3385416666666667,0.21354166666666666,2.1666666666666665,9.061538461538461,18.799999999999997,2.236111111111111,14,28,-6.460286949326269,0.20975993714776434,0.05197530864197531,0.5918452676516822,0.056966125406527894,0.13589749890059488,0.03806065361559532,0.0807069474213437,0.38,0.26,0.3333333333333333
