group,ratio_mean,ratio_ci95_low,ratio_ci95_high,n_paired
oneweb_24,0.900509040705548,0.8764545760701808,0.9255393361995212,20
starlink_24,0.9192120418861861,0.8981880252100839,0.9409792641792402,20
