load_point,policy,metric,n,mean,ci95_low,ci95_high
exo2,full_heuristic,delivery_ratio,15,0.5583333333333333,0.5333333333333333,0.5822916666666667
exo2,full_heuristic,drop_rate,15,0.13645833333333332,0.11979166666666667,0.153125
exo2,full_heuristic,throughput_packets_per_slot,15,1.1911111111111112,1.1377777777777778,1.2422222222222221
exo2,full_heuristic,average_delay_slots,15,7.090702246838224,6.716692219595735,7.473288708910377
exo2,full_heuristic,p95_delay_slots,15,12.686666666666664,12.066583333333332,13.343499999999995
exo2,full_heuristic,mean_queue_packets,15,0.6073148148148149,0.5927777777777778,0.6222222222222222
exo2,global_dijkstra,delivery_ratio,15,0.9083333333333333,0.8979166666666667,0.9177083333333333
exo2,global_dijkstra,drop_rate,15,0.0,0.0,0.0
exo2,global_dijkstra,throughput_packets_per_slot,15,1.9377777777777772,1.915555555555555,1.9577777777777774
exo2,global_dijkstra,average_delay_slots,15,3.863647154742851,3.7531031753133783,3.981194455552479
exo2,global_dijkstra,p95_delay_slots,15,6.1,5.81,6.399999999999998
exo2,global_dijkstra,mean_queue_packets,15,0.24638888888888885,0.23759259259259255,0.2557407407407407
exo2,mappo,delivery_ratio,120,0.9041666666666667,0.900390625,0.9079427083333333
exo2,mappo,drop_rate,120,0.0005208333333333333,0.00013020833333333333,0.0010416666666666667
exo2,mappo,throughput_packets_per_slot,120,1.9288888888888887,1.9208333333333332,1.936944444444444
exo2,mappo,average_delay_slots,120,3.876097853599161,3.8346447387854568,3.918845568439989
exo2,mappo,p95_delay_slots,120,6.1170833333333325,6.001666666666666,6.237510416666666
exo2,mappo,mean_queue_packets,120,0.24770833333333334,0.24431712962962962,0.2512039930555556
exo4,full_heuristic,delivery_ratio,15,0.428125,0.4114583333333333,0.44479166666666664
exo4,full_heuristic,drop_rate,15,0.15885416666666666,0.14321614583333334,0.17291666666666666
exo4,full_heuristic,throughput_packets_per_slot,15,1.8266666666666667,1.7555555555555558,1.8977777777777776
exo4,full_heuristic,average_delay_slots,15,8.170827825635374,7.760886499232543,8.557509667495365
exo4,full_heuristic,p95_delay_slots,15,16.923333333333332,16.06333333333333,17.70666666666666
exo4,full_heuristic,mean_queue_packets,15,1.463703703703704,1.4187037037037038,1.5099074074074075
exo4,global_dijkstra,delivery_ratio,15,0.8364583333333333,0.8203125,0.8536458333333333
exo4,global_dijkstra,drop_rate,15,0.0010416666666666667,0.0,0.0026041666666666665
exo4,global_dijkstra,throughput_packets_per_slot,15,3.5688888888888886,3.5,3.6422222222222222
exo4,global_dijkstra,average_delay_slots,15,4.975180550067112,4.788908148164084,5.141844480995046
exo4,global_dijkstra,p95_delay_slots,15,9.286666666666665,8.759916666666665,9.83
exo4,global_dijkstra,mean_queue_packets,15,0.6958333333333334,0.6633333333333334,0.723425925925926
exo4,mappo,delivery_ratio,120,0.87578125,0.8735026041666667,0.8780598958333333
exo4,mappo,drop_rate,120,0.0008463541666666667,0.0004557291666666667,0.0013671875
exo4,mappo,throughput_packets_per_slot,120,3.7366666666666664,3.7269444444444444,3.746388888888889
exo4,mappo,average_delay_slots,120,4.46106698989217,4.414593069330806,4.506417113928186
exo4,mappo,p95_delay_slots,120,7.359166666666666,7.2349895833333315,7.481677083333333
exo4,mappo,mean_queue_packets,120,0.5925115740740741,0.5847447916666667,0.6001388888888889
exo6,full_heuristic,delivery_ratio,15,0.33645833333333336,0.3215277777777778,0.35173611111111114
exo6,full_heuristic,drop_rate,15,0.16145833333333334,0.15104166666666666,0.17118055555555556
exo6,full_heuristic,throughput_packets_per_slot,15,2.1533333333333338,2.057777777777778,2.2511111111111117
exo6,full_heuristic,average_delay_slots,15,8.870476940546501,8.636207627993082,9.13771365932031
exo6,full_heuristic,p95_delay_slots,15,19.319999999999993,18.60666666666666,20.07341666666666
exo6,full_heuristic,mean_queue_packets,15,2.4803703703703706,2.4241643518518514,2.535740740740741
exo6,global_dijkstra,delivery_ratio,15,0.732638888888889,0.7229166666666668,0.7440972222222222
exo6,global_dijkstra,drop_rate,15,0.01840277777777778,0.01423611111111111,0.02257812499999988
exo6,global_dijkstra,throughput_packets_per_slot,15,4.688888888888889,4.626666666666667,4.7622222222222215
