target_scale,n_sats,policy,metric,n,mean,ci95_low,ci95_high
n24,24,full_heuristic,delivery_ratio,20,0.38567708333333334,0.3739583333333333,0.3966145833333333
n24,24,full_heuristic,drop_rate,20,0.14453125,0.13645833333333335,0.15234374999999997
n24,24,full_heuristic,throughput_packets_per_slot,20,2.4683333333333337,2.393333333333333,2.538333333333333
n24,24,full_heuristic,average_delay_slots,20,8.308101314967448,8.007993134963414,8.60408722376238
n24,24,full_heuristic,p95_delay_slots,20,18.1175,17.434937499999997,18.789999999999992
n24,24,full_heuristic,mean_queue_packets,20,2.3088194444444445,2.2610399305555555,2.358263888888889
n24,24,global_dijkstra,delivery_ratio,20,0.7361979166666666,0.7255208333333334,0.746875
n24,24,global_dijkstra,drop_rate,20,0.021354166666666667,0.01744791666666667,0.025260416666666667
n24,24,global_dijkstra,throughput_packets_per_slot,20,4.711666666666667,4.6433333333333335,4.779999999999999
n24,24,global_dijkstra,average_delay_slots,20,6.103947407112111,5.96056138592321,6.2566012896954275
n24,24,global_dijkstra,p95_delay_slots,20,11.947499999999998,11.452437499999997,12.407499999999997
n24,24,global_dijkstra,mean_queue_packets,20,1.3622222222222224,1.325277777777778,1.3989600694444444
n24,24,mappo_transfer_n24,delivery_ratio,160,0.7872721354166666,0.78408203125,0.79052734375
n24,24,mappo_transfer_n24,drop_rate,160,0.004361979166666667,0.003548177083333333,0.005240885416666665
n24,24,mappo_transfer_n24,throughput_packets_per_slot,160,5.038541666666666,5.018125,5.059375
n24,24,mappo_transfer_n24,average_delay_slots,160,5.772040475173259,5.723247730756823,5.820766010679814
n24,24,mappo_transfer_n24,p95_delay_slots,160,10.08,9.9609375,10.1996953125
n24,24,mappo_transfer_n24,mean_queue_packets,160,1.2250520833333334,1.213142144097222,1.2369707031250001
n66,66,full_heuristic,delivery_ratio,20,0.07134502923976607,0.06686159844054582,0.07582846003898634
n66,66,full_heuristic,drop_rate,20,0.2977582846003898,0.2896686159844054,0.305458089668616
n66,66,full_heuristic,throughput_packets_per_slot,20,1.2200000000000002,1.1433333333333338,1.2966666666666666
n66,66,full_heuristic,average_delay_slots,20,10.445907088331541,10.036710059968108,10.918464887877773
n66,66,full_heuristic,p95_delay_slots,20,20.994999999999997,20.1574375,21.822562499999997
n66,66,full_heuristic,mean_queue_packets,20,3.1519949494949495,3.135352904040404,3.170960858585858
n66,66,global_dijkstra,delivery_ratio,20,0.3793372319688109,0.37212475633528264,0.38674463937621834
n66,66,global_dijkstra,drop_rate,20,0.1475633528265107,0.14142300194931773,0.15360623781676414
n66,66,global_dijkstra,throughput_packets_per_slot,20,6.486666666666667,6.363333333333334,6.613333333333334
n66,66,global_dijkstra,average_delay_slots,20,9.572517566125255,9.485747066357503,9.654909935632434
n66,66,global_dijkstra,p95_delay_slots,20,19.617499999999996,19.289937499999994,19.922499999999996
n66,66,global_dijkstra,mean_queue_packets,20,2.388686868686869,2.365404040404041,2.4139141414141414
n66,66,mappo_transfer_n24,delivery_ratio,160,0.3876218323586745,0.384880604288499,0.39031463206627676
n66,66,mappo_transfer_n24,drop_rate,160,0.13792641325536062,0.13578216374269006,0.14007066276803118
n66,66,mappo_transfer_n24,throughput_packets_per_slot,160,6.628333333333333,6.581458333333333,6.674380208333334
n66,66,mappo_transfer_n24,average_delay_slots,160,9.822281652498546,9.770106956367373,9.875933485389938
n66,66,mappo_transfer_n24,p95_delay_slots,160,19.670937499999997,19.534679687499995,19.8075078125
n66,66,mappo_transfer_n24,mean_queue_packets,160,2.352866161616162,2.3432887468434345,2.362457307449495
n110,110,full_heuristic,delivery_ratio,20,0.0417877094972067,0.0388812849162011,0.044804469273743014
n110,110,full_heuristic,drop_rate,20,0.3041340782122905,0.2979888268156425,0.30999999999999994
n110,110,full_heuristic,throughput_packets_per_slot,20,1.2466666666666666,1.159958333333333,1.3366666666666667
n110,110,full_heuristic,average_delay_slots,20,9.847469560806449,9.448390234598158,10.260002073258315
n110,110,full_heuristic,p95_delay_slots,20,21.042499999999997,20.082437499999997,21.985062499999998
n110,110,full_heuristic,mean_queue_packets,20,3.393030303030303,3.3698321969696967,3.4155465909090905
n110,110,global_dijkstra,delivery_ratio,20,0.2483240223463687,0.24279329608938544,0.25380027932960897
n110,110,global_dijkstra,drop_rate,20,0.1968715083798883,0.19078212290502794,0.20240223463687151
n110,110,global_dijkstra,throughput_packets_per_slot,20,7.408333333333333,7.243333333333334,7.571708333333334
n110,110,global_dijkstra,average_delay_slots,20,10.337004524750052,10.20639692897498,10.481377259598045
n110,110,global_dijkstra,p95_delay_slots,20,21.184999999999995,20.825,21.539999999999996
n110,110,global_dijkstra,mean_queue_packets,20,2.8716060606060605,2.852939393939394,2.8894246212121213
n110,110,mappo_transfer_n24,delivery_ratio,160,0.25105446927374303,0.24874301675977656,0.2534568784916201
n110,110,mappo_transfer_n24,drop_rate,160,0.1937430167597765,0.19110335195530728,0.19627810754189945
n110,110,mappo_transfer_n24,throughput_packets_per_slot,160,7.489791666666667,7.420833333333334,7.561463541666668
n110,110,mappo_transfer_n24,average_delay_slots,160,11.052130095655215,10.997340648619547,11.10824567560243
n110,110,mappo_transfer_n24,p95_delay_slots,160,22.141249999999996,21.987499999999994,22.292820312499998
n110,110,mappo_transfer_n24,mean_queue_packets,160,2.8550511363636364,2.847622537878788,2.862676183712121
n132,132,full_heuristic,delivery_ratio,20,0.034043560606060605,0.03229166666666668,0.03570075757575757
n132,132,full_heuristic,drop_rate,20,0.312405303030303,0.3090909090909091,0.31567353219696975
n132,132,full_heuristic,throughput_packets_per_slot,20,1.1983333333333335,1.136666666666667,1.2566666666666664
n132,132,full_heuristic,average_delay_slots,20,10.181485540685875,9.785866736851645,10.610969939859647
n132,132,full_heuristic,p95_delay_slots,20,21.167499999999997,19.704874999999994,22.54
n132,132,full_heuristic,mean_queue_packets,20,3.347449494949495,3.335453914141415,3.3592064393939385
n132,132,global_dijkstra,delivery_ratio,20,0.19412878787878787,0.18953598484848488,0.19933712121212122
n132,132,global_dijkstra,drop_rate,20,0.2253787878787879,0.22040601325757572,0.22978219696969698
n132,132,global_dijkstra,throughput_packets_per_slot,20,6.833333333333334,6.671666666666667,7.0166666666666675
n132,132,global_dijkstra,average_delay_slots,20,11.062600658709584,10.910580759784182,11.21589035320629
n132,132,global_dijkstra,p95_delay_slots,20,23.017499999999995,22.562499999999993,23.447499999999998
n132,132,global_dijkstra,mean_queue_packets,20,2.9651388888888888,2.9466281565656565,2.9831571969696964
