packet_id,delivered,delay_ms
1,1,208.267
2,1,628.8
3,1,628.8
4,1,628.8
5,1,208.267
6,1,628.8
7,1,420.533
8,1,416.533
9,1,420.533
10,1,829.067
11,1,620.8
12,1,212.267
13,1,420.533
14,1,829.067
15,1,424.533
16,1,837.067
17,1,841.067
18,1,829.067
19,1,628.8
20,1,837.067
21,1,628.8
22,1,841.067
23,1,829.067
24,1,420.533
25,1,841.067
26,1,212.267
27,1,212.267
28,1,628.8
29,1,628.8
30,1,628.8
31,1,632.8
32,1,212.267
33,1,208.267
34,1,628.8
35,1,420.533
36,1,208.267
37,1,841.067
38,1,841.067
39,1,212.267
40,1,424.533
41,1,420.533
42,1,420.533
43,1,212.267
44,1,632.8
45,1,632.8
46,1,841.067
47,1,624.8
48,1,632.8
49,1,420.533
50,1,628.8
51,1,624.8
52,1,420.533
53,1,628.8
54,1,212.267
55,1,212.267
56,1,416.533
57,1,416.533
58,1,416.533
59,1,632.8
60,1,837.067
61,1,416.533
62,1,624.8
63,1,628.8
64,1,837.067
65,1,212.267
66,1,837.067
67,1,208.267
68,1,416.533
69,1,420.533
70,1,632.8
71,1,837.067
72,1,420.533
73,1,420.533
74,1,624.8
75,1,624.8
76,1,632.8
77,1,424.533
78,1,208.267
79,1,628.8
80,1,829.067
81,1,424.533
82,1,1029.33
83,1,208.267
84,1,628.8
85,1,841.067
86,1,212.267
87,1,229.6
88,1,1261.6
89,1,628.8
90,1,429.867
91,1,841.067
92,1,424.533
93,1,420.533
94,1,1049.33
95,1,1261.6
96,1,212.267
97,1,841.067
98,1,420.533
99,1,628.8
100,1,420.533
101,1,628.8
102,1,632.8
103,1,1049.33
104,1,416.533
105,1,632.8
106,1,424.533
107,1,632.8
108,1,632.8
109,1,420.533
110,1,212.267
111,1,628.8
112,1,1049.33
113,1,208.267
114,1,212.267
115,1,420.533
116,1,416.533
117,1,420.533
118,1,420.533
119,1,424.533
120,1,837.067
121,1,841.067
122,1,424.533
123,1,1049.33
124,1,212.267
125,1,628.8
126,1,837.067
127,1,837.067
128,1,628.8
129,1,420.533
130,1,628.8
131,1,628.8
132,1,212.267
133,1,420.533
134,1,628.8
135,1,212.267
136,1,624.8
137,1,416.533
138,1,212.267
139,1,841.067
140,1,416.533
141,1,628.8
142,1,420.533
143,1,420.533
144,1,841.067
145,1,624.8
146,1,208.267
147,1,616.8
148,1,208.267
149,1,416.533
150,1,628.8
151,1,416.533
152,1,416.533
153,1,420.533
154,1,208.267
155,1,420.533
156,1,420.533
157,1,208.267
158,1,420.533
159,1,420.533
160,1,620.8
161,1,628.8
162,1,208.267
163,1,420.533
164,1,628.8
165,1,416.533
166,1,416.533
167,1,624.8
168,1,420.533
169,1,208.267
170,1,212.267
171,1,208.267
172,1,624.8
173,1,212.267
174,1,208.267
175,1,416.533
176,1,416.533
177,1,212.267
178,1,416.533
179,1,416.533
180,1,208.267
181,1,208.267
182,1,212.267
183,0,-1
184,1,208.267
185,1,208.267
186,1,212.267
187,0,-1
188,0,-1
189,0,-1
190,0,-1
191,0,-1
192,0,-1
