scenario,reference,baseline,metric,n_paired_workloads,sigma_d_paired,observed_diff_ref_minus_base,mde_abs,mde_rel_to_baseline,alpha,power,wilcoxon_p,is_null_at_alpha,observed_below_mde
low_load,mappo,global_dijkstra,delivery_ratio,50,0.013667517923019026,-0.0045075757575757614,0.005415125013674898,0.0059705688423411845,0.05,0.8,0.02430821312958679,False,True
low_load,mappo,global_dijkstra,drop_rate,50,0.005309652195686614,0.0033333333333333335,0.0021037053385056246,nan,0.05,0.8,3.785007871561457e-05,False,False
low_load,mappo,global_dijkstra,throughput_packets_per_slot,50,0.030068539430641857,-0.00991666666666669,0.011913275030084774,0.0059705688423411845,0.05,0.8,0.02208805942731645,False,True
low_load,mappo,global_dijkstra,average_delay_slots,50,0.1504842130139702,0.10007028926818248,0.05962244429785462,0.015221971881634338,0.05,0.8,3.1893934604454444e-06,False,False
low_load,mappo,global_dijkstra,p95_delay_slots,50,0.6729388409606547,0.3292499999999996,0.2666210478657634,0.04169211069050249,0.05,0.8,0.0010414389749521988,False,False
low_load,mappo,global_dijkstra,mean_queue_packets,50,0.013875254166949026,0.010899305555555556,0.005497430940551175,0.020964779010576515,0.05,0.8,1.5658257093434872e-06,False,False
low_load,mappo,global_dijkstra,routing_switches,50,1.9142057552597076,-0.71,0.7584159409931555,0.30829916300534776,0.05,0.8,0.013014431520763719,False,True
low_load,mappo,ospf_ecmp,delivery_ratio,50,0.01459740685001967,-0.003901515151515156,0.005783550708589092,0.006381048926226682,0.05,0.8,0.05317361508895741,True,True
low_load,mappo,ospf_ecmp,drop_rate,50,0.005309652195686614,0.0033333333333333335,0.0021037053385056246,nan,0.05,0.8,3.785007871561457e-05,False,False
low_load,mappo,ospf_ecmp,throughput_packets_per_slot,50,0.03211429507004328,-0.008583333333333353,0.012723811558896006,0.006381048926226683,0.05,0.8,0.049183579592631,False,True
