group,ratio_mean,ratio_ci95_low,ratio_ci95_high,n_paired
n110,0.9485273538093943,0.9353027568010207,0.963561632776191,10
n132,0.8343773325709058,0.8221819377216271,0.8473273491694052,10
n24,1.0056333985230106,0.9799787384833454,1.0306896724384587,10
n66,0.9464237478943316,0.9246016240205442,0.9687129485218496,10
